,Name,GP,ROW,GF%,GF,GA,GD,SF%,SF,SA,SD,Sh%,Sv%,PDO,xGF%,xGF,xGA,xGD,xSh%,xSv%,xPDO,GFAX,GFAX/30,GSAX,GSAX/30,HD GF,HD GA,HD GD,HD GF%,HD SF,HD SA,HD SD,HD SF%,HD Sh%,HD Sv%,MD GF,MD GA,MD GD,MD GF%,MD SF,MD SA,MD SD,MD SF%,MD Sh%,MD Sv%,LD GF,LD GA,LD GD,LD GF%,LD SF,LD SA,LD SD,LD SF%,LD Sh%,LD Sv%
10,Oshawa Generals,136,60,48.455,418,444,-26,49.705,4259,4313,-54,9.34,0.901,99.435,48.475,201.55,214.205,-12.66,9.51,0.9,99.515,-3.55,-0.052,2.71,0.028,101,114,-13,47.2,465,496,-31,48.4,20.74,0.774,85,97,-12,47.0,539,576,-37,48.345,15.455,0.833,232,233,-1,49.795,3255,3241,14,50.18,6.7,0.932
11,Ottawa 67's,136,59,48.23,452,488,-36,48.63,4014,4255,-241,10.93,0.891,99.985,48.3,216.715,234.025,-17.31,10.84,0.89,99.82,1.783,0.026,2.027,0.024,102,123,-21,45.73,502,578,-76,46.73,19.865,0.797,115,92,23,55.38,628,663,-35,49.055,18.145,0.856,235,273,-38,46.325,2884,3014,-130,48.915,7.78,0.915
12,Niagara IceDogs,136,56,47.685,418,465,-47,48.72,4437,4742,-305,9.155,0.904,99.61,46.43,204.92,240.39,-35.46,9.265,0.898,99.11,-2.424,-0.032,15.388,0.183,113,126,-13,47.76,469,541,-72,46.56,23.675,0.773,88,124,-36,42.085,528,601,-73,47.03,16.66,0.799,217,215,2,50.38,3440,3600,-160,49.285,6.07,0.942
13,North Bay Battalion,136,55,46.96,428,482,-54,49.715,4191,4243,-52,9.92,0.891,99.01,47.435,200.955,222.84,-21.885,9.62,0.895,99.07,6.047,0.089,-7.66,-0.105,110,121,-11,47.53,477,492,-15,49.135,22.61,0.758,89,105,-16,46.28,523,576,-53,47.595,17.07,0.822,229,256,-27,47.02,3191,3175,16,50.165,6.875,0.924
14,Barrie Colts,136,55,49.205,482,494,-12,48.61,4380,4622,-242,10.545,0.896,100.13,47.75,224.28,242.93,-18.645,10.23,0.895,99.68,7.717,0.095,3.43,0.041,124,123,1,49.6,554,590,-36,48.105,21.265,0.794,122,118,4,49.83,615,642,-27,48.495,18.62,0.822,236,253,-17,48.495,3211,3390,-179,48.65,7.115,0.928
15,Hamilton Bulldogs,136,54,47.27,431,481,-50,49.025,4145,4314,-169,10.1,0.892,99.22,49.17,208.425,214.985,-6.56,10.06,0.9,100.07,0.574,0.012,-19.016,-0.266,104,131,-27,43.835,513,508,5,50.32,19.49,0.752,108,102,6,51.545,572,538,34,51.51,18.69,0.814,219,248,-29,46.89,3060,3268,-208,48.385,6.89,0.926
16,Flint Firebirds,136,48,44.285,409,514,-105,49.26,4307,4433,-126,9.15,0.888,97.875,45.945,203.995,237.78,-33.785,9.46,0.892,98.64,-7.493,-0.094,-11.224,-0.136,83,114,-31,42.17,424,551,-127,43.535,19.02,0.793,112,116,-4,48.645,568,609,-41,47.88,19.19,0.813,214,284,-70,43.305,3315,3273,42,50.385,6.185,0.918
17,Saginaw Spirit,136,46,43.78,408,525,-117,49.015,4299,4474,-175,9.07,0.886,97.58,47.925,210.34,228.4,-18.055,9.83,0.898,99.58,-16.342,-0.226,-28.104,-0.372,94,136,-42,40.805,482,508,-26,48.695,19.355,0.735,92,113,-21,44.75,603,561,42,51.78,14.625,0.8,222,276,-54,44.88,3214,3405,-191,48.575,6.5,0.922
18,Sudbury Wolves,136,38,39.56,385,592,-207,44.48,4110,5133,-1023,9.065,0.889,97.975,42.445,204.75,277.795,-73.04,10.01,0.891,99.135,-19.25,-0.282,-6.208,-0.065,120,134,-14,47.74,569,609,-40,48.565,20.675,0.789,82,146,-64,36.525,526,764,-238,41.02,15.395,0.812,183,312,-129,36.975,3015,3760,-745,44.495,5.755,0.922
19,Guelph Storm,136,31,37.395,355,590,-235,44.18,4047,5107,-1060,8.39,0.889,97.21,41.185,188.12,267.245,-79.135,9.3,0.895,98.78,-18.117,-0.274,-16.751,-0.198,93,121,-28,43.735,438,576,-138,43.19,21.105,0.796,72,110,-38,39.635,525,626,-101,45.73,13.745,0.825,190,359,-169,34.045,3084,3905,-821,44.08,5.655,0.912
