"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Tim Gettinger","LW","SSM","18.423","62","25","12","6","37","43","168","14.88","0.4","0.19","0.1","0.6","0.69","2.71","16.78","0.27","824.45","13.3","1.82","0.87","0.44","2.69","3.13","12.23","1.22","14.18","13.66","54.42","48.31","6.94","61.36","54","34","5","13","38.46","4","23","17.39","16","132","12.12","11","21","52.38"
"","Anthony Salinitri","LW","SAR","18.533","66","20","16","8","36","44","130","15.38","0.3","0.24","0.12","0.55","0.67","1.97","16.58","0.25","894.23","13.55","1.34","1.07","0.54","2.42","2.95","8.72","1.11","13.26","13.95","48.85","50.29","-4.45","45.76","54","64","8","18","44.44","5","21","23.81","7","91","7.69","132","245","53.88"
"","Steve Harland","RW","NB","20.351","68","16","20","3","36","39","117","13.68","0.24","0.29","0.04","0.53","0.57","1.72","12.78","0.19","980.6","14.42","0.98","1.22","0.18","2.2","2.39","7.16","0.78","14.71","13.74","42.76","49.77","0.53","41.03","48","69","5","17","29.41","5","21","23.81","6","79","7.59","2","12","16.67"
"","Dmitry Sokolov","RW","SBY","18.423","64","29","7","1","36","37","163","17.79","0.45","0.11","0.02","0.56","0.58","2.55","20.12","0.31","903.18","14.11","1.93","0.47","0.07","2.39","2.46","10.83","1.34","13.65","13.57","44.95","49.11","-1.12","44.33","43","54","10","27","37.04","7","17","41.18","12","119","10.08","2","5","40.0"
"","Adam Mascherin","LW","KIT","18.278","65","17","18","14","35","49","166","10.24","0.26","0.28","0.22","0.54","0.75","2.55","19.45","0.3","992.6","15.27","1.03","1.09","0.85","2.12","2.96","10.03","1.18","14.16","13.92","48.84","51.71","8.98","54.39","62","52","7","23","30.43","1","24","4.17","9","119","7.56","16","46","34.78"
"","Matthew Strome","LW","HAM","17.692","66","24","11","5","35","40","134","17.91","0.36","0.17","0.08","0.53","0.61","2.03","17.28","0.26","957.4","14.51","1.5","0.69","0.31","2.19","2.51","8.4","1.08","14.62","13.79","54.17","48.16","2.71","54.95","61","50","10","24","41.67","6","27","22.22","8","83","9.64","38","92","41.3"
"","Macauley Carson","LW","SBY","17.514","68","23","12","5","35","40","95","24.21","0.34","0.18","0.07","0.51","0.59","1.4","15.05","0.22","848.4","12.48","1.63","0.85","0.35","2.48","2.83","6.72","1.06","13.3","13.61","45.59","49.9","12.17","53.68","51","44","9","31","29.03","7","26","26.92","7","38","18.42","325","669","48.58"
"","JJ Piccinich","RW","LDN","20.261","66","12","22","10","34","44","116","10.34","0.18","0.33","0.15","0.52","0.67","1.76","15.49","0.23","841.08","12.74","0.86","1.57","0.71","2.43","3.14","8.28","1.1","14.56","14.01","63.14","51.79","-2.52","59.09","52","36","2","16","12.5","2","20","10.0","8","80","10.0","26","44","59.09"
"","Jeremy Bracco","RW","WSR/KIT","19.499","57","16","18","10","34","44","103","15.53","0.28","0.32","0.18","0.6","0.77","1.81","13.79","0.24","786.36","13.8","1.22","1.37","0.76","2.59","3.36","7.86","1.05","14.83","13.86","51.39","50.92","11.93","59.55","53","36","2","19","10.53","7","22","31.82","7","62","11.29","0","1","0.0"
"","Morgan Frost","C","SSM","17.342","67","12","22","7","34","41","105","11.43","0.18","0.33","0.1","0.51","0.61","1.57","12.09","0.18","911.03","13.6","0.79","1.45","0.46","2.24","2.7","6.92","0.8","14.52","13.57","55.97","49.53","1.76","57.26","67","50","5","15","33.33","2","19","10.53","5","71","7.04","404","766","52.74"
"","Kris Bennett","C","SAG","20.693","66","21","13","6","34","40","168","12.5","0.32","0.2","0.09","0.52","0.61","2.55","19.1","0.29","969.66","14.69","1.3","0.8","0.37","2.1","2.48","10.4","1.18","15.09","13.94","50.08","51.0","5.33","50.93","55","53","6","24","25.0","5","42","11.9","10","102","9.8","459","911","50.38"
"","Boris Katchouk","RW","SSM","18.245","66","21","13","6","34","40","127","16.54","0.32","0.2","0.09","0.52","0.61","1.92","18.57","0.28","835.37","12.66","1.51","0.93","0.43","2.44","2.87","9.12","1.33","14.49","14.08","55.47","49.16","-5.74","52.13","49","45","5","22","22.73","7","30","23.33","9","75","12.0","25","46","54.35"
"","Will Bitten","C","HAM","18.185","65","14","20","6","34","40","131","10.69","0.22","0.31","0.09","0.52","0.62","2.02","17.02","0.26","844.8","13.0","0.99","1.42","0.43","2.41","2.84","9.3","1.21","14.54","13.86","54.72","48.93","7.37","57.14","48","36","5","22","22.73","3","24","12.5","6","85","7.06","175","397","44.08"
"","Nikita Korostelev","RW","PBO/SAR","19.601","55","20","14","3","34","37","131","15.27","0.36","0.25","0.05","0.62","0.67","2.38","17.21","0.31","782.07","14.22","1.53","1.07","0.23","2.61","2.84","10.05","1.32","13.86","13.96","49.58","49.85","1.4","49.44","44","45","9","23","39.13","2","22","9.09","9","86","10.47","4","11","36.36"
"","Bobby MacIntyre","LW","SSM","20.02","63","17","16","16","33","49","126","13.49","0.27","0.25","0.25","0.52","0.78","2.0","13.73","0.22","881.63","13.99","1.16","1.09","1.09","2.25","3.33","8.58","0.93","14.3","13.62","54.98","48.85","2.12","58.56","65","46","4","17","23.53","5","19","26.32","8","90","8.89","6","21","28.57"
"","Robert Thomas","C","LDN","17.208","66","11","22","14","33","47","93","11.83","0.17","0.33","0.21","0.5","0.71","1.41","10.55","0.16","831.43","12.6","0.79","1.59","1.01","2.38","3.39","6.71","0.76","14.51","13.97","62.04","50.02","13.48","70.0","63","27","1","12","8.33","2","22","9.09","8","59","13.56","437","763","57.27"
"","Jonathan Ang","C","PBO","18.623","67","20","13","14","33","47","122","16.39","0.3","0.19","0.21","0.49","0.7","1.82","15.91","0.24","983.08","14.67","1.22","0.79","0.85","2.01","2.87","7.45","0.97","13.97","14.05","49.5","49.88","7.27","54.39","62","52","3","19","15.79","3","24","12.5","14","79","17.72","45","109","41.28"
"","Michael Cramarossa","LW","HAM","20.313","67","18","15","12","33","45","103","17.48","0.27","0.22","0.18","0.49","0.67","1.54","13.62","0.2","871.52","13.01","1.24","1.03","0.83","2.27","3.1","7.09","0.94","14.25","13.65","53.38","49.6","9.38","59.38","57","39","7","19","36.84","4","15","26.67","7","69","10.14","7","13","53.85"
"","Kyle Maksimovich","LW","ER","18.519","64","12","20","15","32","47","109","11.01","0.19","0.31","0.23","0.5","0.73","1.7","12.34","0.19","864.58","13.51","0.83","1.39","1.04","2.22","3.26","7.56","0.86","14.69","13.84","62.92","49.87","5.2","66.36","71","36","2","11","18.18","2","15","13.33","8","83","9.64","17","35","48.57"
"","Austen Keating","C","OTT","17.528","67","17","15","12","32","44","99","17.17","0.25","0.22","0.18","0.48","0.66","1.48","14.29","0.21","912.18","13.61","1.12","0.99","0.79","2.1","2.89","6.51","0.94","14.09","13.86","49.0","49.95","7.93","52.63","60","54","6","26","23.08","4","18","22.22","7","55","12.73","134","258","51.94"
"","Brett McKenzie","C","NB","19.513","67","17","15","9","32","41","197","8.63","0.25","0.22","0.13","0.48","0.61","2.94","18.8","0.28","1022.76","15.27","1.0","0.88","0.53","1.88","2.41","11.56","1.1","14.48","13.78","41.98","49.88","5.25","44.25","50","63","1","11","9.09","7","30","23.33","9","156","5.77","377","915","41.2"
"","Aaron Luchuk","C","WSR","19.447","68","19","13","8","32","40","141","13.48","0.28","0.19","0.12","0.47","0.59","2.07","19.35","0.28","1004.48","14.77","1.13","0.78","0.48","1.91","2.39","8.42","1.16","14.67","13.72","53.8","49.96","-0.35","52.43","54","49","5","27","18.52","5","21","23.81","9","93","9.68","408","755","54.04"
"","Ivan Lodnia","RW","ER","17.043","66","20","12","8","32","40","141","14.18","0.3","0.18","0.12","0.48","0.61","2.14","17.43","0.26","780.05","11.82","1.54","0.92","0.62","2.46","3.08","10.85","1.34","14.78","13.75","62.62","51.36","2.1","63.29","50","29","4","23","17.39","6","26","23.08","10","92","10.87","29","69","42.03"
"","Gabriel Vilardi","C","WSR","17.085","49","17","15","6","32","38","112","15.18","0.35","0.31","0.12","0.65","0.78","2.29","16.62","0.34","759.66","15.5","1.34","1.18","0.47","2.53","3.0","8.85","1.31","15.51","13.91","53.69","49.69","10.39","59.26","48","33","4","16","25.0","3","26","11.54","10","70","14.29","71","143","49.65"
"","Nicholas Caamano","RW","FLNT","18.024","67","17","14","13","31","44","170","10.0","0.25","0.21","0.19","0.46","0.66","2.54","21.93","0.33","982.84","14.67","1.04","0.85","0.79","1.89","2.69","10.38","1.34","14.69","14.04","51.31","52.46","1.37","50.85","60","58","5","31","16.13","8","31","25.81","4","108","3.7","3","11","27.27"
"","Warren Foegele","C","ER/KGN","20.458","61","14","17","12","31","43","168","8.33","0.23","0.28","0.2","0.51","0.7","2.75","19.11","0.31","886.02","14.52","0.95","1.15","0.81","2.1","2.91","11.38","1.29","15.17","13.97","56.94","49.44","7.53","64.44","58","32","7","36","19.44","0","18","0.0","7","114","6.14","374","605","61.82"
"","Lucas Chiodo","LW","BAR","17.876","68","19","12","7","31","38","108","17.59","0.28","0.18","0.1","0.46","0.56","1.59","12.2","0.18","876.05","12.88","1.3","0.82","0.48","2.12","2.6","7.4","0.84","13.46","14.04","44.45","50.61","10.32","47.71","52","57","5","22","22.73","5","19","26.32","9","67","13.43","1","4","25.0"
"","Isaac Ratcliffe","LW","GUE","17.583","67","21","10","6","31","37","133","15.79","0.31","0.15","0.09","0.46","0.55","1.99","14.98","0.22","916.71","13.68","1.37","0.65","0.39","2.03","2.42","8.71","0.98","14.46","14.22","42.65","54.17","16.87","52.78","57","51","4","22","18.18","7","22","31.82","10","89","11.24","10","30","33.33"
"","Matt Luff","RW","HAM","19.365","45","18","13","2","31","33","131","13.74","0.4","0.29","0.04","0.69","0.73","2.91","13.85","0.31","685.34","15.23","1.58","1.14","0.18","2.71","2.89","11.47","1.21","14.78","14.01","53.86","48.59","9.1","60.53","46","30","4","16","25.0","3","9","33.33","11","106","10.38","2","8","25.0"
"","Janne Kuokkanen","C","LDN","18.311","60","19","11","16","30","46","121","15.7","0.32","0.18","0.27","0.5","0.77","2.02","14.6","0.24","782.8","13.05","1.46","0.84","1.23","2.3","3.53","9.27","1.12","14.59","13.99","60.96","50.65","5.68","65.48","55","29","9","24","37.5","3","17","17.65","7","80","8.75","17","42","40.48"
"","Steven Lorentz","C","PBO","20.425","66","17","13","8","30","38","177","9.6","0.26","0.2","0.12","0.45","0.58","2.68","19.92","0.3","930.29","14.1","1.1","0.84","0.52","1.93","2.45","11.42","1.28","14.16","13.99","49.59","49.02","9.52","56.38","53","41","3","19","15.79","3","32","9.38","11","126","8.73","341","636","53.62"
"","Graham Knott","LW","WSR/NIAG","19.672","59","11","19","7","30","37","88","12.5","0.19","0.32","0.12","0.51","0.63","1.49","9.97","0.17","837.45","14.19","0.79","1.36","0.5","2.15","2.65","6.3","0.71","14.69","14.01","51.69","51.52","-0.5","52.04","51","47","6","9","66.67","3","20","15.0","2","59","3.39","303","594","51.01"
"","Logan DeNoble","C","PBO","18.919","67","20","10","6","30","36","119","16.81","0.3","0.15","0.09","0.45","0.54","1.78","15.33","0.23","870.69","13.0","1.38","0.69","0.41","2.07","2.48","8.2","1.06","13.98","13.85","49.89","50.67","3.61","52.22","47","43","4","22","18.18","5","20","25.0","11","77","14.29","48","83","57.83"
"","Anthony Stefano","LW","BAR","20.699","62","13","17","6","30","36","117","11.11","0.21","0.27","0.1","0.48","0.58","1.89","11.47","0.18","772.44","12.46","1.01","1.32","0.47","2.33","2.8","9.09","0.89","13.58","14.02","44.73","50.61","17.62","52.22","47","43","5","23","21.74","4","16","25.0","4","78","5.13","27","61","44.26"
"","Eric Henderson","LW","OSH","18.399","65","13","17","6","30","36","112","11.61","0.2","0.26","0.09","0.46","0.55","1.72","13.24","0.2","832.55","12.81","0.94","1.23","0.43","2.16","2.59","8.07","0.95","13.66","13.51","50.32","48.34","11.21","56.47","48","37","5","20","25.0","4","28","14.29","4","64","6.25","4","8","50.0"
"","Oliver Castleman","LW","NIAG","17.002","66","16","14","5","30","35","102","15.69","0.24","0.21","0.08","0.45","0.53","1.55","9.22","0.14","852.61","12.92","1.13","0.99","0.35","2.11","2.46","7.18","0.65","13.5","13.66","47.05","51.3","-2.05","44.55","45","56","3","13","23.08","4","15","26.67","9","74","12.16","18","53","33.96"
"","Jack Kopacka","RW","SSM","18.533","65","20","10","4","30","34","178","11.24","0.31","0.15","0.06","0.46","0.52","2.74","18.5","0.28","851.63","13.1","1.41","0.7","0.28","2.11","2.4","12.54","1.3","14.2","13.79","54.64","49.34","-1.59","54.95","50","41","3","18","16.67","4","19","21.05","13","141","9.22","1","5","20.0"
"","Drake Rymsha","C","SAR/OTT","18.111","65","21","8","8","29","37","141","14.89","0.32","0.12","0.12","0.45","0.57","2.17","17.29","0.27","898.93","13.83","1.4","0.53","0.53","1.94","2.47","9.41","1.15","13.75","14.12","49.06","50.48","10.61","54.95","61","50","7","25","28.0","6","37","16.22","8","79","10.13","562","947","59.35"
"","Brandon Saigeon","C","HAM","18.256","66","15","14","8","29","37","129","11.63","0.23","0.21","0.12","0.44","0.56","1.95","12.53","0.19","834.93","12.65","1.08","1.01","0.57","2.08","2.66","9.27","0.9","14.24","13.61","52.91","49.88","18.56","67.47","56","27","3","15","20.0","2","21","9.52","10","93","10.75","267","531","50.28"
"","Mitchell Stephens","C","LDN/SAG","19.609","51","14","15","7","29","36","119","11.76","0.27","0.29","0.14","0.57","0.71","2.33","13.67","0.27","678.78","13.31","1.24","1.33","0.62","2.56","3.18","10.52","1.21","14.52","13.97","56.34","51.84","11.63","66.18","45","23","1","16","6.25","7","18","38.89","6","85","7.06","247","505","48.91"
"","Christopher Paquette","C","PBO/NIAG","18.473","66","14","15","6","29","35","162","8.64","0.21","0.23","0.09","0.44","0.53","2.45","15.19","0.23","909.67","13.78","0.92","0.99","0.4","1.91","2.31","10.69","1.0","14.05","13.97","48.7","51.82","12.69","56.38","53","41","3","22","13.64","1","23","4.35","10","117","8.55","315","577","54.59"
"","Darby Llewellyn","LW","KIT","20.159","59","18","11","4","29","33","114","15.79","0.31","0.19","0.07","0.49","0.56","1.93","16.71","0.28","796.84","13.51","1.36","0.83","0.3","2.18","2.48","8.58","1.26","13.75","13.96","48.5","51.03","11.01","55.68","49","39","6","23","26.09","5","22","22.73","7","69","10.14","110","277","39.71"
"","Givani Smith","RW","GUE","18.549","64","17","12","3","29","32","164","10.37","0.27","0.19","0.05","0.45","0.5","2.56","19.17","0.3","870.44","13.6","1.17","0.83","0.21","2.0","2.21","11.3","1.32","14.51","14.22","43.62","53.85","12.52","48.96","47","49","5","20","25.0","2","17","11.76","10","127","7.87","4","9","44.44"
"","Niki Petti","C","HAM","20.091","51","15","13","10","28","38","116","12.93","0.29","0.25","0.2","0.55","0.75","2.27","14.13","0.28","743.22","14.57","1.21","1.05","0.81","2.26","3.07","9.36","1.14","14.86","13.92","54.12","48.25","6.08","57.78","52","38","5","22","22.73","5","23","21.74","5","71","7.04","407","749","54.34"
"","Brady Gilmour","C","SAG","17.413","65","23","5","5","28","33","106","21.7","0.35","0.08","0.08","0.43","0.51","1.63","12.57","0.19","890.9","13.71","1.55","0.34","0.34","1.89","2.22","7.14","0.85","14.43","13.94","48.99","52.07","0.63","47.57","49","54","2","13","15.38","7","23","30.43","14","70","20.0","192","462","41.56"
"","Linus Nyman","LW","KGN","17.183","68","18","10","5","28","33","138","13.04","0.26","0.15","0.07","0.41","0.49","2.03","13.38","0.2","1007.79","14.82","1.07","0.6","0.3","1.67","1.96","8.22","0.8","15.8","13.79","47.91","48.3","14.53","54.65","47","39","5","17","29.41","5","18","27.78","8","103","7.77","12","25","48.0"
"","Anthony Cirelli","C","ER/OSH","19.171","51","19","8","11","27","38","112","16.96","0.37","0.16","0.22","0.53","0.75","2.2","13.77","0.27","655.71","12.86","1.74","0.73","1.01","2.47","3.48","10.25","1.26","14.72","13.98","57.9","49.59","8.21","68.57","48","22","7","28","25.0","5","13","38.46","7","71","9.86","387","661","58.55"
"","Kyle Pettit","C","ER","20.658","66","14","13","8","27","35","82","17.07","0.21","0.2","0.12","0.41","0.53","1.24","9.82","0.15","727.35","11.02","1.15","1.07","0.66","2.23","2.89","6.76","0.81","14.12","13.61","61.18","48.41","-5.13","59.21","45","31","5","15","33.33","3","21","14.29","6","46","13.04","467","790","59.11"
"","Ryan Valentini","C","SBY","19.176","66","12","15","5","27","32","139","8.63","0.18","0.23","0.08","0.41","0.48","2.11","15.54","0.24","881.21","13.35","0.82","1.02","0.34","1.84","2.18","9.46","1.06","13.63","13.6","45.07","50.05","2.87","47.42","46","51","5","20","25.0","5","31","16.13","2","88","2.27","135","306","44.12"
"","Domenico Commisso","C","OSH","18.571","68","10","16","9","26","35","113","8.85","0.15","0.24","0.13","0.38","0.51","1.66","13.51","0.2","847.62","12.46","0.71","1.13","0.64","1.84","2.48","8.0","0.96","13.52","13.61","49.5","48.76","7.26","53.57","45","39","2","19","10.53","3","15","20.0","5","79","6.33","386","728","53.02"
"","Troy Lajeunesse","C","SAR","19.324","65","15","11","8","26","34","108","13.89","0.23","0.17","0.12","0.4","0.52","1.66","11.64","0.18","869.5","13.38","1.04","0.76","0.55","1.79","2.35","7.45","0.8","13.74","13.86","50.16","51.82","-0.61","48.31","57","61","5","19","26.32","2","12","16.67","8","77","10.39","231","411","56.2"
"","Joseph Garreffa","RW","KIT","17.104","68","16","10","8","26","34","93","17.2","0.24","0.15","0.12","0.38","0.5","1.37","10.53","0.15","982.62","14.45","0.98","0.61","0.49","1.59","2.08","5.68","0.64","13.89","13.74","49.36","50.53","-4.97","45.53","56","67","5","18","27.78","3","14","21.43","8","61","13.11","44","98","44.9"
"","Adam Ruzicka","C","SAR","17.35","61","18","8","7","26","33","125","14.4","0.3","0.13","0.11","0.43","0.54","2.05","13.82","0.23","783.05","12.84","1.38","0.61","0.54","1.99","2.53","9.58","1.06","13.48","13.9","49.45","50.56","-3.64","47.42","46","51","5","20","25.0","5","27","18.52","8","78","10.26","328","724","45.3"
"","Ethan Szypula","C","OS","19.631","64","9","17","5","26","31","105","8.57","0.14","0.27","0.08","0.41","0.48","1.64","11.31","0.18","820.08","12.81","0.66","1.24","0.37","1.9","2.27","7.68","0.83","14.64","13.88","61.61","51.53","-5.8","57.14","48","36","2","18","11.11","2","18","11.11","5","69","7.25","295","624","47.28"
"","Spencer Watson","RW","MISS","20.392","41","19","7","5","26","31","121","15.7","0.46","0.17","0.12","0.63","0.76","2.95","15.61","0.38","621.56","15.16","1.83","0.68","0.48","2.51","2.99","11.68","1.51","15.1","13.52","57.71","47.81","12.43","67.24","39","19","2","16","12.5","5","19","26.32","12","86","13.95","7","16","43.75"
"","Zach Gallant","C","PBO","17.531","60","11","15","3","26","29","102","10.78","0.18","0.25","0.05","0.43","0.48","1.7","10.8","0.18","749.99","12.5","0.88","1.2","0.24","2.08","2.32","8.16","0.86","14.06","13.92","50.06","50.74","-3.13","47.37","36","40","3","21","14.29","3","17","17.65","5","64","7.81","507","832","60.94"
"","Jaden Lindo","RW","SAR","20.679","58","15","11","2","26","28","93","16.13","0.26","0.19","0.03","0.45","0.48","1.6","11.31","0.2","731.05","12.6","1.23","0.9","0.16","2.13","2.3","7.63","0.93","13.4","13.88","49.07","51.73","-2.22","48.45","47","50","6","19","31.58","2","16","12.5","7","58","12.07","0","2","0.0"
"","Conor Timmins","D","SSM","17.994","67","4","21","19","25","44","84","4.76","0.06","0.31","0.28","0.37","0.66","1.25","6.11","0.09","1117.43","16.68","0.21","1.13","1.02","1.34","2.36","4.51","0.33","13.44","13.65","54.2","47.93","15.65","65.65","86","45","1","6","16.67","0","3","0.0","3","75","4.0","2","5","40.0"
"","Ben Jones","C","NIAG","17.553","63","10","15","10","25","35","83","12.05","0.16","0.24","0.16","0.4","0.56","1.32","7.96","0.13","793.07","12.59","0.76","1.13","0.76","1.89","2.65","6.28","0.6","13.81","13.86","46.61","51.07","7.61","50.54","47","46","4","17","23.53","1","9","11.11","5","57","8.77","383","782","48.98"
"","David Levin","LW","SBY","17.0","66","13","12","9","25","34","112","11.61","0.2","0.18","0.14","0.38","0.52","1.7","12.76","0.19","892.6","13.52","0.87","0.81","0.6","1.68","2.29","7.53","0.86","13.45","13.5","44.78","48.53","-4.97","42.45","45","61","3","17","17.65","6","15","40.0","4","80","5.0","334","760","43.95"
