"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Matt Gillard","LW","NIAG","18.043","55","5","7","8","12","20","0.09","0.13","0.15","0.22","0.36"
"","Jeffrey Gilligan","C","OS","18.399","58","9","3","4","12","16","0.16","0.05","0.07","0.21","0.28"
"","Cullen Mercer","C","PLY","17.372","68","7","5","3","12","15","0.1","0.07","0.04","0.18","0.22"
"","Justin Brack","C","OS","18.612","57","5","7","3","12","15","0.09","0.12","0.05","0.21","0.26"
"","Connor Bunnaman","C","KIT","16.416","67","10","2","3","12","15","0.15","0.03","0.04","0.18","0.22"
"","Stephen Nosad","RW","BAR/PBO","19.639","61","3","9","3","12","15","0.05","0.15","0.05","0.2","0.25"
"","Adam Craievich","RW","OTT/GUE","17.353","68","6","6","3","12","15","0.09","0.09","0.04","0.18","0.22"
"","Mitchell Fitzmorris","LW","NIAG","19.404","46","2","10","3","12","15","0.04","0.22","0.07","0.26","0.33"
"","Connor Sills","RW","PLY","19.321","67","8","4","1","12","13","0.12","0.06","0.01","0.18","0.19"
"","Mitchell Webb","LW","SAG","17.679","68","3","9","1","12","13","0.04","0.13","0.01","0.18","0.19"
"","Alex Yuill","D","BELV","19.305","67","4","7","10","11","21","0.06","0.1","0.15","0.16","0.31"
"","Tyler Hore","D","SSM","18.892","55","2","9","7","11","18","0.04","0.16","0.13","0.2","0.33"
"","Johnny Corneil","LW","NIAG","17.082","52","4","7","7","11","18","0.08","0.13","0.13","0.21","0.35"
"","Jacob Busch","RW","OSH/OS","18.182","67","8","3","5","11","16","0.12","0.04","0.07","0.16","0.24"
"","Brandon Crawley","D","LDN","17.616","64","3","8","5","11","16","0.05","0.12","0.08","0.17","0.25"
"","Hampus Olsson","RW","NB","19.406","62","4","7","5","11","16","0.06","0.11","0.08","0.18","0.26"
"","Mason Kohn","LW","KIT","17.369","52","7","4","4","11","15","0.13","0.08","0.08","0.21","0.29"
"","Christopher Paquette","C","NIAG","16.471","54","7","4","3","11","14","0.13","0.07","0.06","0.2","0.26"
"","Greg DiTomaso","D","MISS/SAG","18.511","65","3","7","12","10","22","0.05","0.11","0.18","0.15","0.34"
"","Gianluca Curcuruto","D","PLY","20.553","40","4","6","11","10","21","0.1","0.15","0.28","0.25","0.53"
"","Phil Baltisberger","D","GUE","18.84","55","4","6","8","10","18","0.07","0.11","0.15","0.18","0.33"
"","Noah Carroll","D","GUE","16.786","62","2","8","6","10","16","0.03","0.13","0.1","0.16","0.26"
"","Matthew Kreis","LW","BAR","17.123","56","3","7","3","10","13","0.05","0.12","0.05","0.18","0.23"
"","Aleksandar Mikulovich","D","NIAG","18.207","58","4","6","3","10","13","0.07","0.1","0.05","0.17","0.22"
"","Patrick Fellows","LW","ER","17.246","60","4","6","2","10","12","0.07","0.1","0.03","0.17","0.2"
"","Drake Rymsha","C","LDN","16.11","62","5","5","2","10","12","0.08","0.08","0.03","0.16","0.19"
"","Michael Pezzetta","C","SBY","16.51","61","5","5","2","10","12","0.08","0.08","0.03","0.16","0.2"
"","Zach  Grzelewski","LW","LDN","17.383","36","5","5","2","10","12","0.14","0.14","0.06","0.28","0.33"
"","Travis Wood","LW","ER/SBY","18.815","54","5","5","2","10","12","0.09","0.09","0.04","0.19","0.22"
"","Zach Poirier","RW","NB","16.345","60","8","2","1","10","11","0.13","0.03","0.02","0.17","0.18"
"","Andrew Ming","LW","BELV","18.256","56","1","9","1","10","11","0.02","0.16","0.02","0.18","0.2"
"","Marcus Crawford","D","SAG","17.487","58","2","7","14","9","23","0.03","0.12","0.24","0.16","0.4"
"","Garrett McFadden","D","GUE","17.068","56","2","7","9","9","18","0.04","0.12","0.16","0.16","0.32"
"","Francesco  Vilardi","C","PLY","18.683","68","5","4","7","9","16","0.07","0.06","0.1","0.13","0.24"
"","Sean Callaghan","D","PLY/SAG","20.6","58","5","4","5","9","14","0.09","0.07","0.09","0.16","0.24"
"","Bryce Yetman","RW","PLY","17.564","29","6","3","2","9","11","0.21","0.1","0.07","0.31","0.38"
"","James McEwan","C","GUE","17.503","45","3","6","1","9","10","0.07","0.13","0.02","0.2","0.22"
"","Brady Pataki","RW","SBY","15.951","58","6","3","1","9","10","0.1","0.05","0.02","0.16","0.17"
"","Danny Vanderwiel","LW","PLY","19.576","41","6","3","0","9","9","0.15","0.07","0.0","0.22","0.22"
"","Ryan Foss","LW","WSR/GUE","18.634","50","6","3","0","9","9","0.12","0.06","0.0","0.18","0.18"
"","C.J. Garcia","D","BAR/GUE","18.615","55","4","4","11","8","19","0.07","0.07","0.2","0.15","0.35"
"","Chris  Martenet","D","LDN","17.972","64","7","1","8","8","16","0.11","0.02","0.12","0.12","0.25"
"","Tyler  Ganly","D","SSM","19.486","38","2","6","8","8","16","0.05","0.16","0.21","0.21","0.42"
"","Brandon Prophet","D","BAR/SAG","18.284","66","3","5","6","8","14","0.05","0.08","0.09","0.12","0.21"
"","Andrew Burns","D","WSR","17.616","65","0","8","6","8","14","0.0","0.12","0.09","0.12","0.22"
"","Matt Hotchkiss","LW","GUE","16.605","63","6","2","5","8","13","0.1","0.03","0.08","0.13","0.21"
"","Michael Turner","LW","OSH","18.979","41","6","2","4","8","12","0.15","0.05","0.1","0.2","0.29"
"","Brian Brosnan","D","NIAG","19.401","53","4","4","4","8","12","0.08","0.08","0.08","0.15","0.23"
"","Jared Walsh","D","MISS","18.33","53","3","5","3","8","11","0.06","0.09","0.06","0.15","0.21"
"","Jaden Lindo","RW","OS","18.678","49","7","1","1","8","9","0.14","0.02","0.02","0.16","0.18"
"","Cameron Lizotte","D","PBO","17.06","67","2","6","1","8","9","0.03","0.09","0.01","0.12","0.13"
"","Ben Hawerchuk","LW","BAR","16.471","59","4","4","1","8","9","0.07","0.07","0.02","0.14","0.15"
"","Daniil Vertiy","LW","WSR","15.842","49","3","5","1","8","9","0.06","0.1","0.02","0.16","0.18"
"","Jalen Chatfield","D","WSR","18.333","60","1","6","14","7","21","0.02","0.1","0.23","0.12","0.35"
"","Steven Varga","D","PBO","19.658","67","2","5","9","7","16","0.03","0.07","0.13","0.1","0.24"
"","Cory Genovese","D","ER","19.921","60","4","3","8","7","15","0.07","0.05","0.13","0.12","0.25"
"","Taylor Davis","D","OTT","19.313","53","2","5","7","7","14","0.04","0.09","0.13","0.13","0.26"
"","Liam Maaskant","D","KIT","20.518","62","3","4","6","7","13","0.05","0.06","0.1","0.11","0.21"
"","Chadd Bauman","D","BAR/GUE","19.105","63","3","4","6","7","13","0.05","0.06","0.1","0.11","0.21"
"","David Zeppieri","C","SBY","17.61","61","1","6","5","7","12","0.02","0.1","0.08","0.11","0.2"
"","Blake Clarke","LW","SAG","18.642","31","4","3","4","7","11","0.13","0.1","0.13","0.23","0.35"
"","Hayden Verbeek","C","SSM","16.912","51","4","3","3","7","10","0.08","0.06","0.06","0.14","0.2"
"","Cliff Pu","C","LDN/OSH","16.285","41","4","3","2","7","9","0.1","0.07","0.05","0.17","0.22"
"","Vincent Scognamiglio","LW","PLY","18.037","64","5","2","2","7","9","0.08","0.03","0.03","0.11","0.14"
"","Keaton Middleton","D","SAG","16.594","61","2","5","2","7","9","0.03","0.08","0.03","0.11","0.15"
"","Quentin Maksimovich","C","ER","18.462","65","5","2","2","7","9","0.08","0.03","0.03","0.11","0.14"
"","Josh Coyle","C","PBO","17.137","56","3","4","2","7","9","0.05","0.07","0.04","0.12","0.16"
"","Nicholas Caamano","RW","PLY","16.022","64","3","4","2","7","9","0.05","0.06","0.03","0.11","0.14"
"","Medric Mercier","D","SSM","17.911","46","4","2","8","6","14","0.09","0.04","0.17","0.13","0.3"
"","Jesse Saban","D","ER/BELV","17.668","50","1","5","6","6","12","0.02","0.1","0.12","0.12","0.24"
"","Zachary Core","D","SAR","18.393","63","1","5","6","6","12","0.02","0.08","0.1","0.1","0.19"
"","Josh Wesley","D","PLY","18.434","63","5","1","4","6","10","0.08","0.02","0.06","0.1","0.16"
"","Joel Wigle","RW","ER/LDN","20.584","30","2","4","4","6","10","0.07","0.13","0.13","0.2","0.33"
"","Jonah Gadjovich","LW","OS","15.926","60","4","2","3","6","9","0.07","0.03","0.05","0.1","0.15"
"","Doug Blaisdell","D","KIT","17.566","66","2","4","2","6","8","0.03","0.06","0.03","0.09","0.12"
"","Dylan Di Perna","D","KIT","18.388","53","3","3","1","6","7","0.06","0.06","0.02","0.11","0.13"
"","Maurizio Colella","LW","BELV","17.487","57","3","3","1","6","7","0.05","0.05","0.02","0.11","0.12"
"","John  Warren","LW","LDN","17.679","27","5","1","1","6","7","0.19","0.04","0.04","0.22","0.26"
"","Jack Hidi","LW","LDN","19.472","23","5","1","1","6","7","0.22","0.04","0.04","0.26","0.3"
"","Artur Tyanulin","RW","OTT","17.651","13","3","3","0","6","6","0.23","0.23","0.0","0.46","0.46"
"","Mark Manchurek","D","WSR","18.098","34","3","3","0","6","6","0.09","0.09","0.0","0.18","0.18"
"","Adam Timleck","RW","PBO","16.551","57","3","3","0","6","6","0.05","0.05","0.0","0.11","0.11"
"","Jonathan Duchesne","D","OTT/SBY","18.59","60","2","3","8","5","13","0.03","0.05","0.13","0.08","0.22"
"","Tyler MacArthur","D","OS","17.309","63","0","5","7","5","12","0.0","0.08","0.11","0.08","0.19"
"","Josh Carrick","D","BAR","18.642","37","3","2","7","5","12","0.08","0.05","0.19","0.14","0.32"
"","Patrick Sanvido","D","WSR","18.215","59","3","2","6","5","11","0.05","0.03","0.1","0.08","0.19"
"","Marc Stevens","C","GUE","18.541","68","4","1","5","5","10","0.06","0.01","0.07","0.07","0.15"
"","Damian Bourne","LW","MISS","18.593","55","1","4","5","5","10","0.02","0.07","0.09","0.09","0.18"
"","Liam Dunda","LW","OS/PLY","17.0","53","2","3","4","5","9","0.04","0.06","0.08","0.09","0.17"
"","Alex Black","D","SAR","17.008","63","1","4","4","5","9","0.02","0.06","0.06","0.08","0.14"
"","Graeme Brown","D","WSR","18.333","65","2","3","3","5","8","0.03","0.05","0.05","0.08","0.12"
"","Nick Pastorious","RW","BAR","18.352","45","4","1","2","5","7","0.09","0.02","0.04","0.11","0.16"
"","Austin Clapham","D","SBY","17.186","56","2","3","2","5","7","0.04","0.05","0.04","0.09","0.12"
"","Conor  Cummins","D","SBY","18.607","66","1","4","2","5","7","0.02","0.06","0.03","0.08","0.11"
"","Zack Dorval","C","KGN","16.406","56","3","2","1","5","6","0.05","0.04","0.02","0.09","0.11"
"","David Sherman","LW","NB","16.332","30","3","2","1","5","6","0.1","0.07","0.03","0.17","0.2"
"","Tait Seguin","LW","LDN","19.488","47","1","4","1","5","6","0.02","0.09","0.02","0.11","0.13"
"","Mike Baird","LW","NB","17.476","53","5","0","1","5","6","0.09","0.0","0.02","0.09","0.11"
"","Mac Hollowell","D","SSM","15.97","11","2","3","1","5","6","0.18","0.27","0.09","0.45","0.55"
"","Ryan Heeps","C","OS","17.624","35","2","3","0","5","5","0.06","0.09","0.0","0.14","0.14"
"","Marcus Dickerson","RW","MISS","16.646","43","3","2","0","5","5","0.07","0.05","0.0","0.12","0.12"
"","Will Petschenig","D","OSH","19.614","45","3","1","9","4","13","0.07","0.02","0.2","0.09","0.29"
"","Chad Duchesne","D","KGN","19.294","66","1","3","8","4","12","0.02","0.05","0.12","0.06","0.18"
"","Connor Walters","D","OS","17.279","63","0","4","5","4","9","0.0","0.06","0.08","0.06","0.14"
"","Michael Holmes","D","SAG","17.613","57","1","3","5","4","9","0.02","0.05","0.09","0.07","0.16"
"","Liam Murray","D","WSR","17.216","63","3","1","5","4","9","0.05","0.02","0.08","0.06","0.14"
"","Jarkko Parikka","D","KGN","17.024","68","1","3","3","4","7","0.01","0.04","0.04","0.06","0.1"
"","Tyler  Sensky","D","PLY","17.547","54","0","4","2","4","6","0.0","0.07","0.04","0.07","0.11"
"","Adam McPhail","RW","SAG","17.44","50","2","2","2","4","6","0.04","0.04","0.04","0.08","0.12"
"","Adrian Carbonara","RW","BAR","17.512","39","2","2","1","4","5","0.05","0.05","0.03","0.1","0.13"
"","Ted Nichol","C","KGN","17.695","59","1","3","1","4","5","0.02","0.05","0.02","0.07","0.08"
"","Nathan Billitier","D","KGN","18.322","30","0","4","1","4","5","0.0","0.13","0.03","0.13","0.17"
"","Logan DeNoble","C","PBO","16.918","20","1","3","1","4","5","0.05","0.15","0.05","0.2","0.25"
"","Matt McCartney","C","PBO","19.521","43","0","4","0","4","4","0.0","0.09","0.0","0.09","0.09"
"","Cody Caron","RW","NIAG/KGN","18.3","64","1","3","0","4","4","0.02","0.05","0.0","0.06","0.06"
"","Dylan McDonald","C","OTT","17.594","26","2","2","0","4","4","0.08","0.08","0.0","0.15","0.15"
"","Zack Pittman","D","OTT","19.165","41","0","3","7","3","10","0.0","0.07","0.17","0.07","0.24"
"","TJ Fergus","D","ER","17.476","45","2","1","5","3","8","0.04","0.02","0.11","0.07","0.18"
"","Cole Mayo","D","ER/SBY","17.657","56","1","2","5","3","8","0.02","0.04","0.09","0.05","0.14"
"","Joshua Chapman","D","SAR","19.828","44","0","3","5","3","8","0.0","0.07","0.11","0.07","0.18"
"","Artem Vladimirov","D","PBO","17.534","56","2","1","4","3","7","0.04","0.02","0.07","0.05","0.12"
"","Shaun Bily","C","ER","16.562","36","1","2","4","3","7","0.03","0.06","0.11","0.08","0.19"
"","Matthew Timms","D","PBO","16.345","49","1","2","4","3","7","0.02","0.04","0.08","0.06","0.14"
"","Sonny Hertzberg","D","OSH","19.404","32","1","2","3","3","6","0.03","0.06","0.09","0.09","0.19"
"","Cody  Thompson","LW","MISS","19.601","36","1","2","3","3","6","0.03","0.06","0.08","0.08","0.17"
"","Austin  Kosack","D","NB","19.486","31","2","1","3","3","6","0.06","0.03","0.1","0.1","0.19"
"","Mark Shoemaker","D","NB","16.964","39","1","2","2","3","5","0.03","0.05","0.05","0.08","0.13"
"","Jake Bricknell","RW","BELV","17.169","58","1","2","2","3","5","0.02","0.03","0.03","0.05","0.09"
"","Luke Burghardt","LW","GUE","16.345","54","1","2","2","3","5","0.02","0.04","0.04","0.06","0.09"
"","Thomas Welsh","D","KIT","19.62","15","0","3","2","3","5","0.0","0.2","0.13","0.2","0.33"
"","Zach Wilkie","D","NIAG","17.555","52","1","2","1","3","4","0.02","0.04","0.02","0.06","0.08"
"","Logan Stanley","D","WSR","16.307","59","0","3","1","3","4","0.0","0.05","0.02","0.05","0.07"
"","Adam Bignell","D","BELV","20.48","35","1","2","1","3","4","0.03","0.06","0.03","0.09","0.11"
"","Josh Defarias","D","LDN/SAR","17.468","22","2","1","1","3","4","0.09","0.05","0.05","0.14","0.18"
"","Austin Gerhart","RW","MISS","17.451","47","2","1","0","3","3","0.04","0.02","0.0","0.06","0.06"
"","Austin Hall","D","GUE","17.438","37","2","1","0","3","3","0.05","0.03","0.0","0.08","0.08"
"","Mark Bzowey","C","KIT","17.506","45","0","3","0","3","3","0.0","0.07","0.0","0.07","0.07"
"","Jacob  Graves","D","KGN","19.469","62","0","2","5","2","7","0.0","0.03","0.08","0.03","0.11"
"","Cole Candella","D","BELV","16.586","60","0","2","4","2","6","0.0","0.03","0.07","0.03","0.1"
"","Alex Di Carlo","D","PLY","17.476","41","0","2","4","2","6","0.0","0.05","0.1","0.05","0.15"
"","Nick Zottl","D","MISS","19.677","45","1","1","3","2","5","0.02","0.02","0.07","0.04","0.11"
"","Chase Stewart","D","SAG","17.408","48","0","2","3","2","5","0.0","0.04","0.06","0.04","0.1"
"","Stephen Templeton","D","OSH","17.635","36","0","2","2","2","4","0.0","0.06","0.06","0.06","0.11"
"","Keenan Reynolds","C","OS","16.46","42","1","1","2","2","4","0.02","0.02","0.05","0.05","0.1"
"","Reagan O'Grady","D","KGN/SBY","15.751","54","0","2","2","2","4","0.0","0.04","0.04","0.04","0.07"
"","Jason Smith","C","MISS","17.386","46","1","1","2","2","4","0.02","0.02","0.04","0.04","0.09"
"","Owen  Green","LW","NB","17.482","46","1","1","1","2","3","0.02","0.02","0.02","0.04","0.07"
"","Kevin Groulx","RW","OTT","18.199","11","2","0","1","2","3","0.18","0.0","0.09","0.18","0.27"
"","Sam Field","RW","KGN","16.611","57","2","0","0","2","2","0.04","0.0","0.0","0.04","0.04"
"","Kevin Hancock","LW","OS","16.54","9","1","1","0","2","2","0.11","0.11","0.0","0.22","0.22"
"","Jack Hanley","D","BELV","16.406","45","0","2","0","2","2","0.0","0.04","0.0","0.04","0.04"
"","Brody Milne","LW","SBY","19.453","25","0","2","0","2","2","0.0","0.08","0.0","0.08","0.08"
"","Stephen Gibson","D","MISS","17.536","56","2","0","0","2","2","0.04","0.0","0.0","0.04","0.04"
"","Troy Henley","D","OTT/SAG","17.67","52","0","2","0","2","2","0.0","0.04","0.0","0.04","0.04"
"","Brenden Trottier","RW","SAR","17.156","10","0","2","0","2","2","0.0","0.2","0.0","0.2","0.2"
"","Jacob Collins","D","PLY","16.406","22","1","1","0","2","2","0.05","0.05","0.0","0.09","0.09"
"","Boris Katchouk","RW","SSM","16.244","12","0","2","0","2","2","0.0","0.17","0.0","0.17","0.17"
"","Thomas Lattavo","RW","MISS","18.445","10","1","1","0","2","2","0.1","0.1","0.0","0.2","0.2"
"","Zach Shankar","D","NB","17.629","44","0","1","4","1","5","0.0","0.02","0.09","0.02","0.11"
"","Benjamin Gleason","D","LDN","16.477","41","0","1","4","1","5","0.0","0.02","0.1","0.02","0.12"
"","Jake O'Donnell","D","SAR","16.28","16","1","0","4","1","5","0.06","0.0","0.25","0.06","0.31"
"","Alex Peters","D","PLY","18.204","8","0","1","3","1","4","0.0","0.12","0.38","0.12","0.5"
"","Kyle Rhodes","D","GUE","16.723","59","0","1","3","1","4","0.0","0.02","0.05","0.02","0.07"
"","Logan  Schmidt","D","KIT","18.363","18","0","1","2","1","3","0.0","0.06","0.11","0.06","0.17"
"","Ryan Orban","D","OTT/SAG","17.145","46","0","1","2","1","3","0.0","0.02","0.04","0.02","0.07"
"","Riley Bruce","D","NB","17.167","52","0","1","2","1","3","0.0","0.02","0.04","0.02","0.06"
"","Brandon Lukezic","D","OTT","18.673","12","0","1","2","1","3","0.0","0.08","0.17","0.08","0.25"
"","Tyler Nother","D","LDN","16.603","40","0","1","1","1","2","0.0","0.03","0.03","0.03","0.05"
"","Shawn Tessier","D","KGN","18.349","41","1","0","1","1","2","0.02","0.0","0.02","0.02","0.05"
"","Kyle  Locke","D","NB","18.352","17","0","1","1","1","2","0.0","0.06","0.06","0.06","0.12"
"","Jesse Hilton","D","GUE","16.893","36","0","1","1","1","2","0.0","0.03","0.03","0.03","0.06"
"","Adam Donnelly","C","MISS","18.166","46","0","1","1","1","2","0.0","0.02","0.02","0.02","0.04"
"","Brody Morris","D","BELV","18.377","9","0","1","1","1","2","0.0","0.11","0.11","0.11","0.22"
"","Chiwetin Blacksmith","LW","BAR","17.295","17","1","0","1","1","2","0.06","0.0","0.06","0.06","0.12"
"","Eric Henderson","LW","LDN","16.397","4","1","0","1","1","2","0.25","0.0","0.25","0.25","0.5"
"","Jack Webb","LW","SAG","17.679","49","1","0","0","1","1","0.02","0.0","0.0","0.02","0.02"
"","Scott  Teskey","RW","KIT","19.368","2","1","0","0","1","1","0.5","0.0","0.0","0.5","0.5"
"","Mack Lemmon","RW","KGN","19.675","5","0","1","0","1","1","0.0","0.2","0.0","0.2","0.2"
"","Kevin Klima","LW","LDN","17.279","16","1","0","0","1","1","0.06","0.0","0.0","0.06","0.06"
"","Trenton Bourque","D","SBY","16.263","34","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Riley MacRae","LW","ER","16.469","4","0","1","0","1","1","0.0","0.25","0.0","0.25","0.25"
"","Jake Gilmour","LW","KGN","18.087","43","0","1","0","1","1","0.0","0.02","0.0","0.02","0.02"
"","Matt Watson","D","PLY","18.391","22","0","1","0","1","1","0.0","0.05","0.0","0.05","0.05"
"","Kyle Langdon","C","NIAG","16.055","8","0","1","0","1","1","0.0","0.12","0.0","0.12","0.12"
"","Jacob Cascagnette","C","KIT","17.484","33","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","Brook Hiddink","RW","SBY","18.618","8","1","0","0","1","1","0.12","0.0","0.0","0.12","0.12"
"","Jack Kopacka","RW","SSM","16.531","4","0","1","0","1","1","0.0","0.25","0.0","0.25","0.25"
"","Justin Bean","D","MISS","18.224","30","0","1","0","1","1","0.0","0.03","0.0","0.03","0.03"
"","David Pearce","LW","OTT","16.682","4","1","0","0","1","1","0.25","0.0","0.0","0.25","0.25"
"","Taylor Egan","D","ER","16.269","3","0","1","0","1","1","0.0","0.33","0.0","0.33","0.33"
"","Jonathon Masters","D","SBY","18.653","29","0","0","2","0","2","0.0","0.0","0.07","0.0","0.07"
"","Jack Kilgour","LW","KIT","16.764","26","0","0","2","0","2","0.0","0.0","0.08","0.0","0.08"
"","Mitchell  Kreis","D","LDN","17.123","6","0","0","2","0","2","0.0","0.0","0.33","0.0","0.33"
"","Matt Mercer","D","OTT","17.257","23","0","0","1","0","1","0.0","0.0","0.04","0.0","0.04"
"","Chase Campbell","RW","SAR","16.228","14","0","0","1","0","1","0.0","0.0","0.07","0.0","0.07"
"","Connor Burgess","LW","SBY","18.588","8","0","0","1","0","1","0.0","0.0","0.12","0.0","0.12"
"","Luke  Mercer","D","NIAG","20.378","3","0","0","1","0","1","0.0","0.0","0.33","0.0","0.33"
"","Evan Krassey","RW","NIAG","16.458","3","0","0","1","0","1","0.0","0.0","0.33","0.0","0.33"
"","Mike Vlajkov","D","OTT","19.614","13","0","0","1","0","1","0.0","0.0","0.08","0.0","0.08"
"","Andrew Abou-Assaly","LW","OTT","18.328","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kelly  Klima","C","LDN","17.279","15","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tristen Elie","LW","LDN","18.144","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dylan Callaghan","RW","SBY","18.015","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Frankie Pucci","LW","ER","17.657","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kody Gagnon","D","BAR","17.701","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","David Eccles","D","SSM","18.281","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Schlichting","D","SAR","17.331","12","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brett Primeau","RW","KGN","17.421","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jarett Meyer","D","OS","17.922","34","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Rocky Kaura","D","BAR","17.427","29","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Lucas Chiodo","LW","BAR","15.874","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Vendramin","LW","SAR","19.368","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Aleks Rapp","RW","GUE","17.509","35","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Stephan Seeger","LW","OSH","18.579","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nikita Yazkov","LW","WSR","18.549","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jacob Friend","D","OS","17.134","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Valentini","C","LDN","17.175","15","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Daniel Robertson","D","OSH","17.282","16","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chase Hawley","D","SBY","17.618","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nikko Sablone","RW","WSR","19.516","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Alex Annecchiarico","LW","OS","19.532","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nathan Mater","LW","SAR","20.537","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle  Moore","RW","NB","16.652","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Johnathon Schaefer","D","NIAG","16.449","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Noah Robinson","RW","MISS","17.317","11","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Michael Silveri","LW","SBY","17.528","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Migliaccio","RW","GUE","19.059","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Domenico Commisso","C","OSH","16.57","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nic Sicoly","LW","GUE","16.693","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Riley Stillman","D","OSH","16.521","9","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Sam Natale","LW","GUE","18.618","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","William Brown","D","OTT","16.37","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Levi Tetrault","D","GUE","16.608","9","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Franco Sproviero","C","SAR","16.113","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Justen Long","D","GUE","17.208","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Rylee McKinnon","D","PBO","19.308","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nick Gauvin","D","WSR","16.449","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Sean Allen","D","KIT","16.403","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Hall","D","KIT","16.564","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brock Philips","D","GUE","16.518","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jack Wieringa","D","NIAG","16.471","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mitchell Mendonca","C","BELV","16.173","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Austin Grzenia","RW","KGN","16.321","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mitchell Byrne","D","ER","16.534","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
