,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
48,Christophe Lalancette,C,BAT/DRU,18.487,196,50,60,51,110,161,409,10.091,0.224,0.28,0.244,0.505,0.752,2.038,1796,3675,52.936
49,Scott Oke,LW,SNB/RIM/BAT,19.626,243,64,58,37,122,159,476,12.421,0.289,0.249,0.167,0.535,0.705,2.32,145,330,44.287
50,Alex Belzile,RW,RIM,19.542,127,49,58,52,107,159,308,16.565,0.385,0.46,0.41,0.845,1.255,2.43,673,1260,53.335
51,Frederic Gamelin,C,BAC,18.306,252,39,64,53,103,156,368,10.219,0.167,0.324,0.25,0.496,0.739,1.676,1742,3423,51.768
52,Logan Shaw,RW,CAP/QUE,19.195,195,72,53,30,125,155,611,11.7,0.372,0.298,0.175,0.67,0.845,3.208,430,908,46.928
53,Nathan MacKinnon,C,HAL,16.54,102,63,53,37,116,153,410,15.375,0.63,0.545,0.35,1.175,1.52,4.085,996,1974,50.54
54,Ryan Tesink,RW,SNB/BLB,19.446,183,51,64,37,115,152,372,13.611,0.305,0.326,0.215,0.628,0.848,2.219,123,321,38.295
55,Jean-Francois Plante,RW,SHA/RIM/VIC/SHE,19.339,240,85,29,37,114,151,557,15.405,0.466,0.129,0.19,0.599,0.79,2.702,673,1528,41.848
56,Raphael Bussieres,LW,BAC,18.11,182,67,44,40,111,151,467,14.407,0.4,0.27,0.24,0.67,0.91,2.752,201,423,44.668
57,Frederick Roy,RW,QUE,20.051,129,53,56,41,109,150,262,20.23,0.41,0.435,0.315,0.845,1.165,2.035,355,739,47.345
58,Jess Tanguy,C,LEW/BLB/RIM,19.69,152,50,56,43,106,149,415,12.332,0.315,0.375,0.332,0.688,1.02,2.657,868,1870,44.618
59,Marek Hrivik,LW,MON,19.55,113,67,48,34,115,149,488,13.69,0.59,0.43,0.295,1.02,1.32,4.325,96,211,49.37
60,Matej Beran,RW,PEI/SHE/CHA,19.094,178,65,55,29,120,149,481,12.925,0.36,0.267,0.167,0.63,0.798,2.77,98,209,38.945
61,Sebastien Sylvestre,C,CHI/RIM,19.065,165,61,53,34,114,148,464,11.008,0.348,0.299,0.214,0.65,0.861,2.918,519,1080,42.342
62,Mathieu Brisebois,D,ROU,19.663,179,39,58,50,97,147,329,11.618,0.227,0.338,0.308,0.565,0.87,1.84,8,20,26.562
63,Martin Lefebvre,D,QUE,19.479,187,29,58,59,87,146,324,8.35,0.143,0.305,0.31,0.448,0.76,1.86,0,0,0.0
64,Mathieu Gagnon,D,GAT/CHI/SHA,19.429,269,32,62,51,94,145,488,5.223,0.106,0.152,0.188,0.26,0.444,1.84,1,3,5.556
65,Petr Straka,RW,RIM/BAC,19.501,150,69,42,33,111,144,508,13.455,0.518,0.312,0.238,0.832,1.07,3.655,19,42,44.952
66,Jean-Gabriel Pageau,C,GAT/CHI,18.342,113,64,49,31,113,144,383,16.72,0.59,0.425,0.285,1.015,1.295,3.525,1425,2562,55.58
67,Xavier Ouellet,D,MTL/BLB,18.381,180,39,50,55,89,144,504,7.08,0.213,0.292,0.302,0.505,0.808,2.97,3,7,45.835
68,Nikolas Brouillard,D,DRU,17.854,197,28,51,64,79,143,371,6.898,0.15,0.29,0.32,0.438,0.762,2.002,4,7,75.0
69,Felix Girard,C,BAC,18.479,240,45,63,34,108,142,521,8.011,0.218,0.318,0.172,0.536,0.71,2.625,2871,4834,61.488
70,Benjamin Casavant,LW,SHA/VDO,20.15,125,65,44,33,109,142,357,18.395,0.53,0.35,0.26,0.88,1.14,2.86,39,90,40.83
71,Samuel Carrier,D,LEW/BAC/BLB,19.633,180,36,63,43,99,142,571,6.135,0.198,0.348,0.232,0.542,0.775,3.218,7,15,30.555
72,Marc-Olivier Roy,C,MTL/BLB,17.986,170,60,53,29,113,142,324,15.161,0.326,0.324,0.176,0.65,0.826,1.964,204,477,41.436
73,Carl-Antoine Delisle,LW,VIC,19.369,258,60,45,33,105,138,508,11.791,0.262,0.217,0.124,0.48,0.601,2.23,1649,3435,48.224
74,Valentin Zykov,RW,BAC,17.839,120,63,37,38,100,138,421,14.71,0.515,0.315,0.325,0.83,1.155,3.48,4,14,22.22
75,Kevin Gagne,D,SNB/RIM,19.671,189,32,52,54,84,138,401,7.938,0.192,0.312,0.33,0.507,0.837,2.445,5,11,13.89
76,Peter Sakaris,RW,SHA,19.301,159,61,47,29,108,137,410,15.427,0.388,0.295,0.175,0.685,0.86,2.592,13,41,29.352
77,Jonathan Brunelle,C,DRU/CAP,19.446,136,46,47,43,93,136,485,9.405,0.34,0.345,0.315,0.685,1.0,3.57,682,1394,40.705
78,Frederick Gaudreau,C,SHA/DRU,19.626,195,50,53,31,103,134,404,12.54,0.322,0.305,0.172,0.622,0.8,2.305,1690,3154,54.388
79,Christophe Lalonde,RW,LEW/MON,18.8,240,75,35,24,110,134,567,14.129,0.435,0.189,0.125,0.633,0.758,2.824,160,432,32.89
80,Etienne Brodeur,LW,LEW/CHI,20.019,131,75,32,25,107,132,436,16.675,0.565,0.24,0.195,0.805,1.0,3.32,35,77,43.825
81,Jeremy Gregoire,RW,CHI/BAC,17.279,188,69,43,19,112,131,513,13.535,0.41,0.262,0.11,0.672,0.782,3.045,796,1431,57.49
82,Ryan Culkin,D,QUE/DRU,18.876,232,25,52,54,77,131,370,7.226,0.109,0.251,0.276,0.364,0.64,1.816,0,5,0.0
83,Cedric Paquette,C,MTL/BLB,18.34,130,58,41,32,99,131,446,9.382,0.338,0.282,0.23,0.618,0.85,2.862,1285,2474,51.55
84,Ivan Barbashev,C,MON,17.255,116,43,55,32,98,130,361,12.405,0.39,0.49,0.275,0.885,1.165,3.13,714,1509,47.535
85,Jerome Gauthier-Leduc,D,RIM,18.627,123,46,58,26,104,130,429,10.735,0.375,0.47,0.21,0.845,1.055,3.485,1,1,50.0
86,Kyle Farrell,C,CAP,18.701,189,61,45,23,106,129,523,11.094,0.38,0.252,0.132,0.632,0.77,3.098,1116,2049,54.594
87,Tommy Giroux,C,SHA/BLB/DRU,19.556,176,61,41,26,102,128,311,19.985,0.358,0.22,0.16,0.588,0.742,1.755,897,1910,46.815
88,Andrew Ryan,LW,HAL,18.791,205,63,36,29,99,128,385,16.266,0.375,0.221,0.16,0.599,0.758,2.259,125,266,47.278
89,Stephen MacAulay,RW,SNB/HAL,19.655,177,61,38,29,99,128,330,18.705,0.392,0.242,0.172,0.632,0.802,2.042,834,1709,48.392
90,Gabriel Desjardins,LW,HAL/QUE/ROU,19.099,175,61,39,28,100,128,438,13.615,0.365,0.245,0.18,0.607,0.788,2.568,83,200,39.853
91,Yannick Dube,RW,VIC/GAT,19.29,150,60,41,24,101,125,448,11.87,0.355,0.227,0.095,0.587,0.682,2.988,39,106,35.618
92,Konrad Abeltshauser,D,HAL,19.285,171,23,55,47,78,125,445,5.142,0.13,0.338,0.322,0.468,0.79,2.565,4,6,62.5
93,Tomas Jurco,RW,SNB,18.214,108,61,34,29,95,124,365,16.725,0.57,0.33,0.275,0.895,1.175,3.43,14,26,55.0
94,Michael Chaput,C,LEW/SHA,18.934,119,46,42,34,88,122,353,13.03,0.385,0.355,0.29,0.74,1.03,2.975,1523,2578,59.15
95,David Rose,RW,MTL/BAC/CAP,19.589,129,39,47,36,86,122,378,10.745,0.3,0.365,0.28,0.665,0.95,2.92,92,202,45.895
96,Steve Lebel,C,CHI/BAC/BLB/SHE,19.348,193,53,40,29,93,122,452,12.38,0.302,0.222,0.173,0.525,0.7,2.54,1688,3247,52.683
97,Adam Chapman,LW,GAT/QUE/BAT,18.935,172,45,38,38,83,121,329,12.902,0.245,0.21,0.212,0.455,0.672,1.918,885,1639,55.405
98,Rock Regimbald,C,CHI/GAT,19.605,188,44,43,34,87,121,285,15.545,0.26,0.22,0.188,0.483,0.67,1.622,1503,2675,56.147
99,Taylor Burke,RW,GAT,18.358,200,54,37,30,91,121,301,18.321,0.315,0.185,0.195,0.497,0.692,1.648,2053,3859,54.012
100,Samuel Hodhod,LW,SHA/BLB,18.709,189,46,46,29,92,121,275,16.736,0.261,0.283,0.167,0.544,0.714,1.545,398,957,39.495
101,Michael Bournival,C,SHA,18.792,97,58,32,30,90,120,381,15.48,0.615,0.33,0.305,0.945,1.255,3.955,898,1635,55.05
102,Cedrick Henley,C,VDO,19.931,139,49,41,30,90,120,365,13.722,0.36,0.285,0.232,0.645,0.878,2.63,510,1040,42.822
103,Victor Provencher,LW,PEI/CHI,19.166,261,58,31,30,89,119,463,10.62,0.211,0.124,0.14,0.336,0.476,2.058,69,183,39.122
104,Maxime St-Cyr,C,ROU/BAC,18.709,196,64,35,20,99,119,433,13.168,0.335,0.175,0.102,0.516,0.619,2.238,1599,3012,51.252
105,Tomas Hyka,RW,GAT,18.982,99,40,35,43,75,118,287,13.965,0.405,0.35,0.435,0.755,1.19,2.9,25,85,28.92
106,Anthony DeLuca,LW,RIM,18.094,134,57,40,21,97,118,487,11.81,0.425,0.3,0.155,0.725,0.88,3.635,31,58,52.38
107,Nick Sorensen,RW,QUE,18.147,98,56,38,23,94,117,316,19.582,0.612,0.373,0.238,0.992,1.23,3.16,60,138,31.835
108,Jimmy Oligny,D,PEI/RIM,19.503,250,28,37,52,65,117,381,6.99,0.121,0.198,0.219,0.319,0.538,1.726,0,0,0.0
109,Raphael Lafontaine,C,GAT/BAT,17.907,249,50,39,28,89,117,499,9.62,0.24,0.185,0.108,0.425,0.532,2.44,1694,3564,48.166
110,Vincent Dunn,LW,VDO/GAT,17.254,159,61,31,24,92,116,344,16.698,0.45,0.188,0.178,0.638,0.812,2.525,531,1099,48.418
111,Danick Gauthier,C,SNB,19.394,131,58,37,21,95,116,368,14.105,0.44,0.28,0.16,0.725,0.88,2.805,945,2025,46.395
112,Philip-Michael Devos,C,GAT/VIC,20.389,68,47,36,31,83,114,192,24.48,0.69,0.53,0.46,1.22,1.68,2.82,964,1763,54.68
113,Justin Hache,D,SHA/CAP,18.805,222,17,41,54,58,112,274,6.284,0.084,0.226,0.304,0.31,0.616,1.458,10,18,41.427
114,Frederik Gauthier,C,RIM,17.891,116,40,42,30,82,112,243,16.505,0.34,0.365,0.255,0.705,0.965,2.11,1425,2953,48.245
115,Martin Reway,LW,GAT,18.142,90,42,32,38,74,112,268,15.72,0.47,0.36,0.43,0.825,1.25,2.985,158,323,49.895
116,Laurent Dauphin,C,CHI,17.976,114,49,41,21,90,111,438,11.29,0.43,0.36,0.19,0.79,0.98,3.905,1013,1979,50.815
117,Christian Ouellet,RW,GAT/CHI,19.55,124,40,27,43,67,110,309,12.845,0.32,0.205,0.35,0.525,0.875,2.505,216,568,37.895
118,Matthew Boudens,C,DRU,19.256,170,48,27,35,75,110,374,12.562,0.29,0.165,0.213,0.452,0.665,2.268,515,1107,46.215
119,Tomas Filippi,RW,QUE/BAC,18.865,122,46,32,31,78,109,354,13.165,0.38,0.265,0.255,0.64,0.89,2.905,370,741,60.58
120,Dillon Fournier,D,LEW/ROU,18.378,207,31,43,34,74,108,256,13.086,0.232,0.224,0.212,0.456,0.668,1.628,1,1,12.5
121,Alexis Loiseau,C,RIM,18.802,191,35,41,31,76,107,302,10.514,0.199,0.259,0.179,0.459,0.636,1.635,1360,2622,45.846
122,Randy Gazzola,D,HAL/VDO,19.507,135,23,38,46,61,107,294,7.515,0.17,0.28,0.34,0.45,0.79,2.175,0,1,0.0
123,Gabriel Levesque,C,BAT,20.315,68,37,52,18,89,107,160,23.12,0.54,0.76,0.26,1.31,1.57,2.35,550,1154,47.66
124,Jeremie Malouin,C,BAT/QUE/DRU,19.668,193,52,33,21,85,106,389,14.942,0.332,0.178,0.108,0.51,0.618,2.115,1826,3411,53.675
125,Denis Kamaev,RW,ROU/SHE,18.029,131,37,42,27,79,106,300,12.28,0.28,0.32,0.205,0.6,0.81,2.29,7,21,33.33
126,Daniel Audette,C,SHE,16.862,122,31,56,18,87,105,346,8.79,0.25,0.435,0.145,0.685,0.83,2.775,753,1854,42.36
127,Loik Poudrier,C,SHA/VDO,19.441,156,45,41,19,86,105,352,12.78,0.305,0.312,0.168,0.615,0.782,2.478,1260,2484,50.58
128,Jonathan Lessard,RW,BAT/BAC,20.062,112,64,20,20,84,104,379,16.805,0.57,0.175,0.17,0.74,0.91,3.405,38,95,37.29
129,Nikolaj Ehlers,LW,HAL,17.586,63,49,30,25,79,104,287,17.07,0.78,0.48,0.4,1.25,1.65,4.56,2,9,22.22
130,MacKenzie Weegar,D,HAL,19.188,123,20,48,35,68,103,289,6.92,0.165,0.39,0.285,0.555,0.84,2.355,1,6,8.335
131,Gabriel Bourret,D,SNB/CHI/GAT,19.184,195,18,42,43,60,103,300,6.072,0.09,0.23,0.215,0.315,0.532,1.545,1,2,12.5
132,Michael Joly,RW,RIM,17.867,114,55,30,18,85,103,275,18.01,0.455,0.255,0.16,0.71,0.87,2.345,24,42,53.575
133,Guillaume Gauthier,LW,RIM/DRU/CAP,17.26,181,42,33,28,75,103,342,12.073,0.238,0.205,0.178,0.44,0.622,2.03,327,761,43.37
134,Andre Bouvet-Morrissette,RW,DRU,19.638,128,55,25,22,80,102,349,15.22,0.435,0.195,0.175,0.625,0.8,2.745,348,630,51.23
135,Danick Martel,C,BLB,18.01,132,51,30,20,81,101,406,9.762,0.325,0.178,0.125,0.502,0.625,2.942,706,1594,33.212
136,Charles-Eric Legare,RW,RIM/CAP,18.538,134,51,32,18,83,101,363,10.878,0.32,0.252,0.115,0.572,0.688,2.415,11,28,28.202
137,Alexandre Mallet,C,RIM,18.816,128,44,32,24,76,100,250,16.175,0.335,0.24,0.18,0.575,0.755,1.925,545,1047,53.36
138,Michael McNamee,C,QUE/SHE,19.395,121,40,39,21,79,100,310,13.995,0.33,0.32,0.17,0.65,0.82,2.52,1248,2315,53.835
139,Oliver Cooper,LW,SNB,17.722,195,45,33,22,78,100,316,15.678,0.272,0.195,0.122,0.467,0.59,1.735,81,191,40.86
140,Dmitrij Jaskin,RW,MON,19.483,51,46,33,20,79,99,276,16.67,0.9,0.65,0.39,1.55,1.94,5.41,1,5,20.0
141,Jonathan Narbonne,D,MTL/SHA/BLB/MON,19.247,188,23,38,37,61,98,324,6.68,0.135,0.218,0.225,0.352,0.578,1.848,0,0,0.0
142,Gabryel Paquin-Boudreau,LW,BAC,18.066,134,38,37,23,75,98,301,12.635,0.285,0.275,0.17,0.56,0.73,2.245,11,22,50.0
143,Nathan Beaulieu,D,SNB,18.277,118,23,39,35,62,97,336,6.89,0.195,0.34,0.305,0.53,0.835,2.845,1,2,50.0
144,Mathieu Lemay,RW,ROU,17.866,187,42,34,21,76,97,428,8.504,0.214,0.179,0.139,0.392,0.531,2.345,17,55,42.255
145,Maxim Lamarche,D,BAC,19.43,190,17,43,36,60,96,301,5.8,0.11,0.225,0.25,0.335,0.588,1.812,2,5,16.668
146,Sean Couturier,C,DRU,17.772,58,36,37,23,73,96,223,16.14,0.62,0.64,0.4,1.26,1.66,3.84,778,1430,54.41
147,Ondrej Palat,LW,DRU,19.469,61,39,33,24,72,96,263,14.83,0.64,0.54,0.39,1.18,1.57,4.31,17,48,35.42
148,Jeremy Beaudry,D,VIC/QUE/SHE/CAP,18.882,152,42,28,25,70,95,373,10.079,0.258,0.198,0.166,0.452,0.616,2.48,2,8,6.25
149,Liam O'Brien,LW,RIM/ROU,18.257,261,42,35,18,77,95,429,9.714,0.205,0.155,0.055,0.36,0.416,2.019,57,126,49.596
150,Jonathan Audy-Marchessault,C,QUE,19.718,68,40,37,18,77,95,265,15.09,0.59,0.54,0.26,1.13,1.4,3.9,251,448,56.03
151,Pierre-Olivier Morin,LW,LEW/SHA,19.898,125,35,36,24,71,95,357,9.77,0.275,0.285,0.195,0.57,0.76,2.86,432,844,50.62
152,Jordan Murray,D,BAT/DRU,18.995,186,26,46,23,72,95,367,7.368,0.152,0.298,0.135,0.457,0.595,2.19,13,30,27.775
153,Jason Houde,LW,ROU/QUE/SHE,19.204,228,39,38,18,77,95,329,12.18,0.192,0.154,0.082,0.347,0.428,1.562,47,120,19.054
154,Philippe Sanche,RW,BLB,17.8,110,28,35,31,63,94,212,13.37,0.25,0.315,0.285,0.565,0.85,1.97,146,360,41.175
155,Jean-Christophe Laflamme,RW,MTL/BLB/SHE,18.956,214,46,33,14,79,93,434,9.997,0.208,0.154,0.064,0.361,0.43,2.232,50,119,35.762
156,Jean-Francois Leblanc,C,VDO/BAC/VIC,18.787,175,36,27,30,63,93,215,16.885,0.208,0.125,0.182,0.332,0.518,1.195,1339,2495,53.265
157,Nikita Jevpalovs,LW,BLB,18.518,121,46,30,17,76,93,287,15.965,0.38,0.25,0.14,0.625,0.77,2.37,259,506,50.095
158,Francois Godin,D,VIC/BAT/QUE,19.722,215,10,45,37,55,92,281,3.497,0.049,0.228,0.2,0.27,0.47,1.471,0,2,0.0
159,Dominic Poulin,D,CHI/BAC/GAT,18.748,247,34,20,37,54,91,502,7.171,0.172,0.09,0.186,0.259,0.449,2.296,0,2,0.0
160,Etienne Boutet,D,RIM/GAT,19.54,175,25,41,25,66,91,283,8.855,0.155,0.268,0.138,0.422,0.562,1.77,1,3,8.332
161,Pierre Durepos,D,SNB,19.809,174,12,35,43,47,90,265,5.18,0.092,0.228,0.265,0.32,0.585,1.688,3,5,41.668
162,Alexandre Grenier,RW,QUE/HAL/DRU/SHE,18.305,136,34,39,17,73,90,207,5.884,0.113,0.21,0.07,0.324,0.394,0.846,34,84,12.536
163,Jean-Philippe Mathieu,D,DRU/RIM,19.96,113,24,42,24,66,90,199,11.725,0.205,0.385,0.205,0.595,0.8,1.75,0,0,0.0
164,Michael Clarke,LW,MTL/CAP/BLB,18.573,169,37,29,23,66,89,321,11.255,0.223,0.165,0.122,0.39,0.512,1.925,70,140,49.755
165,Morgan Ellis,D,CAP/SHA,18.876,125,23,31,34,54,88,330,6.825,0.185,0.25,0.275,0.435,0.71,2.67,0,0,0.0
166,Lukas Cingel,RW,BAC,18.441,131,36,31,21,67,88,317,11.405,0.275,0.23,0.16,0.51,0.67,2.42,8,24,28.42
167,Mikael Tam,D,QUE,19.89,136,34,27,27,61,88,372,9.275,0.25,0.2,0.195,0.45,0.645,2.735,0,0,0.0
168,Mirko Hoefflin,C,QUE/BAT,18.742,113,32,30,25,62,87,270,11.82,0.285,0.27,0.225,0.55,0.77,2.385,551,1109,49.46
169,Jeremie Blain,D,BAT/VIC,18.992,98,11,30,46,41,87,196,5.055,0.105,0.32,0.475,0.415,0.895,1.985,0,1,0.0
170,Dominic Beauchemin,LW,QUE/HAL/CHI/RIM/BAT,19.277,124,39,22,26,61,87,257,11.515,0.268,0.148,0.17,0.41,0.582,1.928,17,35,41.665
171,Nicolas Larocque-Marcoux,D,SHA/VDO,19.306,111,37,27,23,64,87,254,14.785,0.335,0.235,0.205,0.57,0.775,2.265,8,25,32.375
172,Artem Sergeev,D,VDO,18.655,165,18,34,34,52,86,346,5.095,0.112,0.212,0.242,0.325,0.568,2.2,0,0,0.0
173,Alex Emond,C,RIM/DRU,19.498,117,43,23,20,66,86,270,16.445,0.37,0.195,0.17,0.565,0.73,2.28,1401,2530,55.055
174,Matt Murphy,D,VDO/HAL,17.626,194,15,28,42,43,85,257,5.915,0.1,0.135,0.23,0.235,0.465,1.515,1,2,25.0
175,Pierre-Maxime Poudrier,C,CHI/QUE/VDO,18.468,189,38,22,24,60,84,287,14.549,0.242,0.128,0.129,0.372,0.499,1.729,1198,2346,50.351
176,Ryan Penny,C,MON/ROU,18.142,239,46,22,16,68,84,425,9.874,0.201,0.122,0.078,0.324,0.401,2.054,1267,2699,47.61
177,Cameron Critchlow,LW,LEW/HAL,19.243,133,36,27,21,63,84,266,13.55,0.27,0.205,0.155,0.47,0.63,1.99,512,972,52.96
178,Stanislav Galiev,RW,SNB,19.161,84,50,19,15,69,84,278,18.8,0.615,0.2,0.17,0.815,0.985,3.27,15,35,45.37
179,Petr Sidlik,D,VIC,18.908,174,13,39,31,52,83,254,4.155,0.068,0.215,0.188,0.285,0.47,1.493,0,0,0.0
180,Troy Vance,D,VIC/PEI/CHA,19.246,206,17,29,37,46,83,340,6.08,0.098,0.132,0.192,0.225,0.416,1.768,0,0,0.0
181,Jonathan Hazen,RW,VDO,20.244,62,41,23,19,64,83,214,19.16,0.66,0.37,0.31,1.03,1.34,3.45,34,107,31.78
