,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
45,Jeremy Gouchie,C,MTL,20.395,66,19,21,15,40,55,159,11.95,0.29,0.32,0.23,0.61,0.83,2.41,824,1445,57.02
46,Olivier Dame-Malka,D,LEW,20.296,64,16,17,22,33,55,203,7.88,0.25,0.27,0.34,0.52,0.86,3.17,0,0,0.0
47,Martin Lefebvre,D,QUE,18.229,65,10,22,23,32,55,87,11.49,0.15,0.34,0.35,0.49,0.85,1.34,0,0,0.0
48,Alexandre Lavoie,C,CHI,17.827,62,24,21,10,45,55,119,20.17,0.39,0.34,0.16,0.73,0.89,1.92,568,1058,53.69
49,Carl Gelinas,C,HAL,18.607,68,26,10,18,36,54,217,11.98,0.38,0.15,0.26,0.53,0.79,3.19,54,120,45.0
50,Olivier Archambault,LW,VDO,17.577,65,20,18,15,38,53,121,16.53,0.31,0.28,0.23,0.58,0.82,1.86,229,525,43.62
51,Francis Meilleur,D,MTL,19.987,67,8,23,22,31,53,119,6.72,0.12,0.34,0.33,0.46,0.79,1.78,0,0,0.0
52,Philippe Paradis,LW,PEI,19.702,59,23,16,14,39,53,187,12.3,0.39,0.27,0.24,0.66,0.9,3.17,115,204,56.37
53,Vincent Barnard,D,QUE,19.56,68,22,13,17,35,52,176,12.5,0.32,0.19,0.25,0.51,0.76,2.59,2,3,66.67
54,Jean-Philippe Mathieu,D,DRU,19.461,66,16,20,16,36,52,119,13.45,0.24,0.3,0.24,0.55,0.79,1.8,0,0,0.0
55,David Gilbert,C,BAT,19.598,52,28,9,14,37,51,202,13.86,0.54,0.17,0.27,0.71,0.98,3.88,466,945,49.31
56,Jonathan Brunelle,C,DRU,18.946,68,16,18,17,34,51,235,6.81,0.24,0.26,0.25,0.5,0.75,3.46,9,28,32.14
57,Samuel Morneau,LW,GAT/PEI,20.595,67,30,10,11,40,51,242,12.4,0.45,0.15,0.16,0.6,0.76,3.61,478,931,51.34
58,Jean-Francois Leblanc,C,VDO,17.536,63,19,21,11,40,51,98,19.39,0.3,0.33,0.17,0.63,0.81,1.56,617,1163,53.05
59,Lukas Cingel,RW,BAC,17.942,68,18,20,12,38,50,169,10.65,0.26,0.29,0.18,0.56,0.74,2.49,7,19,36.84
60,Martin Frk,RW,HAL,16.945,62,22,19,9,41,50,175,12.57,0.35,0.31,0.15,0.66,0.81,2.82,8,14,57.14
61,Marc-Olivier Vachon,C,DRU,20.359,59,23,19,8,42,50,130,17.69,0.39,0.32,0.14,0.71,0.85,2.2,757,1317,57.48
62,Samuel Carrier,D,LEW,18.382,61,11,23,16,34,50,161,6.83,0.18,0.38,0.26,0.56,0.82,2.64,5,9,55.56
63,Guillaume Goulet,RW,VIC,19.916,59,30,12,7,42,49,225,13.33,0.51,0.2,0.12,0.71,0.83,3.81,2,4,50.0
64,Jarrad Struthers,LW,RIM,20.137,65,25,18,6,43,49,191,13.09,0.38,0.28,0.09,0.66,0.75,2.94,381,823,46.29
65,Devon MacAusland,C,MON,19.316,68,19,16,14,35,49,196,9.69,0.28,0.24,0.21,0.51,0.72,2.88,371,823,45.08
66,Alex Wall,D,QUE,19.872,68,6,29,14,35,49,109,5.5,0.09,0.43,0.21,0.51,0.72,1.6,0,0,0.0
67,Brandon Gormley,D,MON,18.574,47,13,25,10,38,48,133,9.77,0.28,0.53,0.21,0.81,1.02,2.83,0,0,0.0
68,Yannick Veilleux,RW,SHA,17.561,68,19,18,11,37,48,165,11.52,0.28,0.26,0.16,0.54,0.71,2.43,7,15,46.67
69,Philippe Halley,LW,GAT,18.27,67,27,14,7,41,48,138,19.57,0.4,0.21,0.1,0.61,0.72,2.06,210,450,46.67
70,Stefan Fournier,RW,LEW,18.377,67,20,18,9,38,47,182,10.99,0.3,0.27,0.13,0.57,0.7,2.72,164,304,53.95
71,Cory MacIntosh,LW,CAP,18.339,61,14,16,16,30,46,137,10.22,0.23,0.26,0.26,0.49,0.75,2.25,388,808,48.02
72,Philippe Lefebvre,LW,MTL,19.546,60,19,18,9,37,46,147,12.93,0.32,0.3,0.15,0.62,0.77,2.45,11,32,34.38
73,Logan Shaw,RW,CAP,17.944,68,26,12,8,38,46,190,13.68,0.38,0.18,0.12,0.56,0.68,2.79,45,94,47.87
74,Mikael Tam,D,QUE,19.39,68,19,8,18,27,45,172,11.05,0.28,0.12,0.26,0.4,0.66,2.53,0,0,0.0
75,Mirko Hoefflin,C,QUE,18.243,54,14,16,15,30,45,122,11.48,0.26,0.3,0.28,0.56,0.83,2.26,212,438,48.4
76,Anton Zlobin,LW,SHA,17.561,59,23,13,9,36,45,139,16.55,0.39,0.22,0.15,0.61,0.76,2.36,2,2,100.0
77,Nathan Beaulieu,D,SNB,17.777,65,12,18,15,30,45,186,6.45,0.18,0.28,0.23,0.46,0.69,2.86,1,1,100.0
78,Pierre-Olivier Morin,LW,LEW,19.398,59,15,16,14,31,45,173,8.67,0.25,0.27,0.24,0.53,0.76,2.93,19,38,50.0
79,Nicolas Therrien,D,CHI,20.559,68,12,12,20,24,44,138,8.7,0.18,0.18,0.29,0.35,0.65,2.03,0,0,0.0
80,Nicolas Chouinard,RW,MTL,19.825,61,21,14,9,35,44,186,11.29,0.34,0.23,0.15,0.57,0.72,3.05,14,36,38.89
81,Gleason Fournier,D,RIM,19.02,57,12,14,18,26,44,109,11.01,0.21,0.25,0.32,0.46,0.77,1.91,0,0,0.0
82,Eric Gelinas,D,SNB/CHI,19.357,62,12,15,17,27,44,198,6.06,0.19,0.24,0.27,0.44,0.71,3.19,3,5,60.0
83,Maximilien Le Sieur,RW,SHA,17.966,68,16,16,12,32,44,147,10.88,0.24,0.24,0.18,0.47,0.65,2.16,196,362,54.14
84,Xavier Ouellet,D,MTL,17.131,67,8,14,21,22,43,136,5.88,0.12,0.21,0.31,0.33,0.64,2.03,0,2,0.0
85,Nicolas Deslauriers,D,GAT,19.562,48,13,22,8,35,43,155,8.39,0.27,0.46,0.17,0.73,0.9,3.23,0,0,0.0
86,Christian Ouellet,RW,GAT,19.05,56,15,7,20,22,42,149,10.07,0.27,0.12,0.36,0.39,0.75,2.66,95,263,36.12
87,Jonathan Bonneau,LW,CHI/ROU/PEI,20.184,63,23,8,11,31,42,209,11.0,0.37,0.13,0.17,0.49,0.67,3.32,42,88,47.73
88,Yannick Dube,RW,VIC,18.04,59,17,15,10,32,42,169,10.06,0.29,0.25,0.17,0.54,0.71,2.86,16,46,34.78
89,Daniel Pettersson,C,MON,20.121,52,24,10,8,34,42,152,15.79,0.46,0.19,0.15,0.65,0.81,2.92,16,34,47.06
90,Denis Kindl,C,MTL/CAP,18.114,63,22,10,9,32,41,126,17.46,0.35,0.16,0.14,0.51,0.65,2.0,370,743,49.8
91,Antoine Houde-Caron,LW,LEW,20.663,64,16,16,9,32,41,129,12.4,0.25,0.25,0.14,0.5,0.64,2.02,581,1112,52.25
92,Simon Despres,D,SNB,19.138,47,13,16,12,29,41,141,9.22,0.28,0.34,0.26,0.62,0.87,3.0,0,1,0.0
93,Marc-Alain Begin,C,VDO,19.165,68,15,18,7,33,40,70,21.43,0.22,0.26,0.1,0.49,0.59,1.03,54,158,34.18
94,Charles Landry,D,MTL,19.286,57,11,15,14,26,40,81,13.58,0.19,0.26,0.25,0.46,0.7,1.42,0,0,0.0
95,Jess Tanguy,C,LEW,18.44,58,19,16,5,35,40,112,16.96,0.33,0.28,0.09,0.6,0.69,1.93,227,527,43.07
96,Pier-Antoine Dion,LW,DRU/CAP,19.393,65,24,10,6,34,40,149,16.11,0.37,0.15,0.09,0.52,0.62,2.29,306,619,49.43
97,Alexandre Comtois,RW,DRU/ROU,18.388,68,17,8,15,25,40,123,13.82,0.25,0.12,0.22,0.37,0.59,1.81,394,857,45.97
98,Matthew Hobbs,D,PEI,19.516,65,16,15,9,31,40,105,15.24,0.25,0.23,0.14,0.48,0.62,1.62,1,1,100.0
99,Vincent Arseneau,LW,BAT,18.473,61,19,13,7,32,39,141,13.48,0.31,0.21,0.11,0.52,0.64,2.31,10,18,55.56
100,Darcy Ashley,RW,HAL,17.569,63,19,17,3,36,39,139,13.67,0.3,0.27,0.05,0.57,0.62,2.21,26,42,61.9
101,Raphael Bussieres,LW,BAC,16.86,66,17,10,12,27,39,125,13.6,0.26,0.15,0.18,0.41,0.59,1.89,114,216,52.78
102,Adam Polasek,D,PEI,19.179,61,7,22,10,29,39,133,5.26,0.11,0.36,0.16,0.48,0.64,2.18,0,0,0.0
103,Peter Sakaris,RW,SHA,18.051,32,18,10,10,28,38,74,24.32,0.56,0.31,0.31,0.88,1.19,2.31,2,5,40.0
104,Alex Emond,C,RIM,18.998,54,20,9,9,29,38,106,18.87,0.37,0.17,0.17,0.54,0.7,1.96,567,1070,52.99
105,Daniel Milan,D,MON,18.421,68,14,13,11,27,38,118,11.86,0.21,0.19,0.16,0.4,0.56,1.74,0,1,0.0
106,Marc-Olivier Brouillard,RW,DRU,17.583,66,11,18,8,29,37,152,7.24,0.17,0.27,0.12,0.44,0.56,2.3,42,107,39.25
107,Jeremie Blain,D,BAT,18.492,40,2,15,20,17,37,75,2.67,0.05,0.38,0.5,0.42,0.93,1.88,0,1,0.0
108,Samuel Groulx,D,VIC,20.217,62,8,16,12,24,36,115,6.96,0.13,0.26,0.19,0.39,0.58,1.85,1,1,100.0
109,Morgan Ellis,D,CAP,18.377,65,8,14,14,22,36,131,6.11,0.12,0.22,0.22,0.34,0.55,2.02,0,0,0.0
110,Charles Bety,C,HAL,20.118,66,24,8,4,32,36,174,13.79,0.36,0.12,0.06,0.48,0.55,2.64,468,838,55.85
111,Alex Noel,RW,GAT/PEI,18.191,63,14,15,7,29,36,112,12.5,0.22,0.24,0.11,0.46,0.57,1.78,178,337,52.82
112,Hugo Laporte,D,GAT/BAC,20.482,61,9,17,10,26,36,97,9.28,0.15,0.28,0.16,0.43,0.59,1.59,1,2,50.0
113,Jessyko Bernard,RW,ROU,19.431,64,25,8,3,33,36,129,19.38,0.39,0.12,0.05,0.52,0.56,2.02,23,61,37.7
114,Tommy Tremblay,RW,SHA/GAT,20.304,61,14,10,11,24,35,124,11.29,0.23,0.16,0.18,0.39,0.57,2.03,0,9,0.0
115,Nicolas Larocque-Marcoux,D,SHA/VDO,18.807,49,16,10,9,26,35,101,15.84,0.33,0.2,0.18,0.53,0.71,2.06,5,12,41.67
116,Pier-Luc Pelletier,D,VIC,19.182,67,6,17,12,23,35,86,6.98,0.09,0.25,0.18,0.34,0.52,1.28,0,0,0.0
117,Ryan Tesink,RW,SNB,17.32,59,8,20,7,28,35,75,10.67,0.14,0.34,0.12,0.47,0.59,1.27,3,14,21.43
118,Patrick Delisle-Houde,LW,RIM,19.086,56,16,11,8,27,35,98,16.33,0.29,0.2,0.14,0.48,0.62,1.75,10,22,45.45
119,Simon Jodoin,D,MON,19.82,61,8,14,12,22,34,135,5.93,0.13,0.23,0.2,0.36,0.56,2.21,0,0,0.0
120,Andrew Randazzo,D,DRU,20.469,64,9,14,11,23,34,131,6.87,0.14,0.22,0.17,0.36,0.53,2.05,0,1,0.0
121,Cameron Critchlow,LW,LEW,18.744,65,15,11,8,26,34,110,13.64,0.23,0.17,0.12,0.4,0.52,1.69,265,531,49.91
122,Matthew Bissonnette,LW,LEW,18.664,43,7,14,12,21,33,75,9.33,0.16,0.33,0.28,0.49,0.77,1.74,35,70,50.0
123,Yoan Pinette,RW,BAT/GAT,18.574,61,16,8,9,24,33,106,15.09,0.26,0.13,0.15,0.39,0.54,1.74,47,112,41.96
124,Olivier Hotte,D,BAT,19.71,64,6,10,17,16,33,119,5.04,0.09,0.16,0.27,0.25,0.52,1.86,0,0,0.0
125,Gabriel Bourret,D,SNB,17.933,63,8,10,15,18,33,78,10.26,0.13,0.16,0.24,0.29,0.52,1.24,1,2,50.0
126,Kevin Gagne,D,SNB,18.421,59,6,12,14,18,32,85,7.06,0.1,0.2,0.24,0.31,0.54,1.44,0,1,0.0
127,Joe Dube,RW,QUE/SHA,18.385,60,17,9,6,26,32,93,18.28,0.28,0.15,0.1,0.43,0.53,1.55,223,411,54.26
128,Adam Janosik,D,GAT,18.021,60,7,15,10,22,32,92,7.61,0.12,0.25,0.17,0.37,0.53,1.53,0,0,0.0
129,Jeremi Janneteau,C,ROU,18.281,68,13,12,7,25,32,157,8.28,0.19,0.18,0.1,0.37,0.47,2.31,364,868,41.94
130,Rock Regimbald,C,CHI,18.355,67,7,15,10,22,32,76,9.21,0.1,0.22,0.15,0.33,0.48,1.13,240,467,51.39
131,Alexandre Touchette,C,VDO,20.696,37,15,8,9,23,32,95,15.79,0.41,0.22,0.24,0.62,0.86,2.57,392,753,52.06
132,Billy Lacasse,LW,CHI,20.411,61,15,8,9,23,32,156,9.62,0.25,0.13,0.15,0.38,0.52,2.56,538,962,55.93
133,Stephen MacAulay,RW,SNB,18.404,58,15,9,7,24,31,79,18.99,0.26,0.16,0.12,0.41,0.53,1.36,187,396,47.22
134,Marc-Olivier Mimar,RW,BAT/BAC,18.85,43,12,10,9,22,31,109,11.01,0.28,0.23,0.21,0.51,0.72,2.53,38,108,35.19
135,Samuel Henley,C,LEW,17.142,64,13,11,7,24,31,90,14.44,0.2,0.17,0.11,0.38,0.48,1.41,10,32,31.25
136,Travis McIsaac,C,PEI,20.567,68,15,9,7,24,31,160,9.38,0.22,0.13,0.1,0.35,0.46,2.35,678,1305,51.95
137,Steve Lebel,C,CHI,18.098,68,17,9,5,26,31,102,16.67,0.25,0.13,0.07,0.38,0.46,1.5,333,673,49.48
138,Mathieu Gagnon,D,GAT,17.868,67,4,18,9,22,31,87,4.6,0.06,0.27,0.13,0.33,0.46,1.3,1,2,50.0
139,Michael Beaudry,C,RIM,18.391,68,12,10,8,22,30,122,9.84,0.18,0.15,0.12,0.32,0.44,1.79,175,348,50.29
140,Pierre Durepos,D,SNB,18.558,68,3,12,15,15,30,81,3.7,0.04,0.18,0.22,0.22,0.44,1.19,1,1,100.0
141,Charles-Olivier Roussel,D,MTL,19.007,59,5,11,14,16,30,116,4.31,0.08,0.19,0.24,0.27,0.51,1.97,0,2,0.0
142,Danick Gauthier,C,SNB,18.894,65,11,13,6,24,30,130,8.46,0.17,0.2,0.09,0.37,0.46,2.0,371,826,44.92
143,Alexandre Durette,RW,BAC,18.538,67,21,7,2,28,30,121,17.36,0.31,0.1,0.03,0.42,0.45,1.81,141,326,43.25
144,Andre Bouvet-Morrissette,RW,DRU,19.138,65,16,9,5,25,30,118,13.56,0.25,0.14,0.08,0.38,0.46,1.82,65,149,43.62
145,Garrett Clarke,LW,BAT/SHA/HAL,17.865,57,6,9,14,15,29,104,5.77,0.11,0.16,0.25,0.26,0.51,1.82,0,0,0.0
146,Robbie DeFulviis,C,ROU,18.61,61,15,10,4,25,29,115,13.04,0.25,0.16,0.07,0.41,0.48,1.89,251,541,46.4
147,Jason Kelly,RW,ROU,18.601,59,11,10,8,21,29,127,8.66,0.19,0.17,0.14,0.36,0.49,2.15,22,63,34.92
148,Mitchell Porowski,LW,GAT,18.735,64,14,11,4,25,29,98,14.29,0.22,0.17,0.06,0.39,0.45,1.53,30,71,42.25
149,Emrik Guillemette,RW,CHI,19.592,61,13,10,6,23,29,121,10.74,0.21,0.16,0.1,0.38,0.48,1.98,1,11,9.09
150,Brent Andrews,C,HAL,17.654,68,12,13,4,25,29,157,7.64,0.18,0.19,0.06,0.37,0.43,2.31,632,1147,55.1
151,Christophe Losier,C,BAT,19.393,48,8,14,6,22,28,64,12.5,0.17,0.29,0.12,0.46,0.58,1.33,496,889,55.79
152,Kirill Kabanov,RW,MON/LEW,18.166,39,11,9,8,20,28,89,12.36,0.28,0.23,0.21,0.51,0.72,2.28,3,12,25.0
153,Maxim Lamarche,D,BAC,18.18,67,4,19,5,23,28,85,4.71,0.06,0.28,0.07,0.34,0.42,1.27,2,3,66.67
154,Artem Sergeev,D,VDO,17.405,64,5,14,8,19,27,111,4.5,0.08,0.22,0.12,0.3,0.42,1.73,0,0,0.0
155,Axel Rioux,RW,QUE,17.588,62,10,10,7,20,27,87,11.49,0.16,0.16,0.11,0.32,0.44,1.4,2,6,33.33
156,Igor Levitsky,LW,GAT,17.438,64,10,4,13,14,27,81,12.35,0.16,0.06,0.2,0.22,0.42,1.27,77,177,43.5
157,Lars Lundin,D,DRU,19.135,44,5,10,12,15,27,68,7.35,0.11,0.23,0.27,0.34,0.61,1.55,0,1,0.0
158,Jeremie Malouin,C,BAT,18.418,67,8,13,6,21,27,121,6.61,0.12,0.19,0.09,0.31,0.4,1.81,321,618,51.94
159,Konrad Abeltshauser,D,HAL,18.035,58,8,10,9,18,27,150,5.33,0.14,0.17,0.16,0.31,0.47,2.59,2,2,100.0
160,Jason Houde,LW,ROU,17.079,60,9,10,7,19,26,66,13.64,0.15,0.17,0.12,0.32,0.43,1.1,23,52,44.23
161,Dylan Anderson,C,MTL,19.554,66,11,7,8,18,26,75,14.67,0.17,0.11,0.12,0.27,0.39,1.14,487,866,56.24
162,Carl-Antoine Delisle,LW,VIC,17.243,66,12,7,7,19,26,98,12.24,0.18,0.11,0.11,0.29,0.39,1.48,326,713,45.72
163,Petr Straka,RW,RIM,18.251,41,10,6,9,16,25,111,9.01,0.24,0.15,0.22,0.39,0.61,2.71,7,13,53.85
164,Remi Blanchard,D,DRU,20.219,68,5,11,9,16,25,118,4.24,0.07,0.16,0.13,0.24,0.37,1.74,0,0,0.0
165,Gabriel Lemieux,D,SHA,19.965,63,6,8,11,14,25,112,5.36,0.1,0.13,0.17,0.22,0.4,1.78,0,1,0.0
166,Louis-Marc Aubry,C,MTL,18.845,35,13,10,2,23,25,100,13.0,0.37,0.29,0.06,0.66,0.71,2.86,276,473,58.35
167,Francis Beauvillier,LW,LEW,16.898,57,11,7,7,18,25,96,11.46,0.19,0.12,0.12,0.32,0.44,1.68,139,292,47.6
168,Gabriel O'Connor,D,ROU,19.754,68,6,12,7,18,25,93,6.45,0.09,0.18,0.1,0.26,0.37,1.37,0,1,0.0
169,Jean-Sebastien Fournier,D,PEI/CAP,19.149,70,6,4,15,10,25,97,6.19,0.09,0.06,0.21,0.14,0.36,1.39,1,3,33.33
170,Mike Thomas,LW,SNB,20.6,57,14,5,5,19,24,96,14.58,0.25,0.09,0.09,0.33,0.42,1.68,11,23,47.83
171,Travis Randell,RW,HAL,19.636,68,10,11,3,21,24,137,7.3,0.15,0.16,0.04,0.31,0.35,2.01,360,669,53.81
172,Jerome Raymond,C,DRU/ROU,18.371,53,9,6,9,15,24,110,8.18,0.17,0.11,0.17,0.28,0.45,2.08,375,765,49.02
173,Etienne Boutet,D,RIM,18.289,64,7,8,9,15,24,72,9.72,0.11,0.12,0.14,0.23,0.38,1.12,0,0,0.0
174,Mathieu Guertin,LW,DRU,18.286,59,12,9,3,21,24,102,11.76,0.2,0.15,0.05,0.36,0.41,1.73,4,14,28.57
175,Sebastien Payette,D,BAT,18.878,67,4,12,8,16,24,56,7.14,0.06,0.18,0.12,0.24,0.36,0.84,3,9,33.33
176,Alexandre Grenier,RW,QUE,19.028,31,9,10,5,19,24,52,17.31,0.29,0.32,0.16,0.61,0.77,1.68,3,9,33.33
177,Pascal Amyot,D,HAL,20.693,65,3,9,12,12,24,119,2.52,0.05,0.14,0.18,0.18,0.37,1.83,1,2,50.0
178,Cole MacMillan,C,MON,19.256,54,10,7,6,17,23,114,8.77,0.19,0.13,0.11,0.31,0.43,2.11,45,87,51.72
179,Ted Stephens,C,MON,20.329,24,8,11,4,19,23,59,13.56,0.33,0.46,0.17,0.79,0.96,2.46,232,446,52.02
180,Alexandre Beauregard,LW,SNB/ROU,19.278,63,11,7,5,18,23,109,10.09,0.17,0.11,0.08,0.29,0.37,1.73,254,559,45.44
181,Alex MacDonald,D,MON/RIM,19.226,57,5,12,6,17,23,79,6.33,0.09,0.21,0.11,0.3,0.4,1.39,1,1,100.0
182,Guillaume Naud,RW,VDO/VIC,17.785,63,6,6,11,12,23,86,6.98,0.1,0.1,0.17,0.19,0.37,1.37,14,37,37.84
183,Jakub Culek,LW,RIM,18.021,55,7,8,7,15,22,82,8.54,0.13,0.15,0.13,0.27,0.4,1.49,14,33,42.42
184,Marc-Andre Levesque,D,PEI,19.669,63,4,10,8,14,22,85,4.71,0.06,0.16,0.13,0.22,0.35,1.35,0,0,0.0
185,Philippe Fontaine,LW,MTL,19.568,60,11,5,6,16,22,69,15.94,0.18,0.08,0.1,0.27,0.37,1.15,10,26,38.46
186,Alexandre Roy,LW,CHI,17.115,66,9,7,6,16,22,86,10.47,0.14,0.11,0.09,0.24,0.33,1.3,79,217,36.41
187,Mikael Langlois,D,BAC,17.479,57,8,9,4,17,21,67,11.94,0.14,0.16,0.07,0.3,0.37,1.18,0,0,0.0
188,Alexandre Carrier,RW,VDO,19.573,67,6,13,2,19,21,128,4.69,0.09,0.19,0.03,0.28,0.31,1.91,15,24,62.5
189,Guillaume Gelinas,D,VDO,17.254,60,4,8,9,12,21,95,4.21,0.07,0.13,0.15,0.2,0.35,1.58,1,2,50.0
