,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,xG,xG/GP,HD G,HD Sh,HD Sh%,MD G,MD Sh,MD Sh%,LD G,LD Sh,LD Sh%,FOW,FOT,FOW%
14,Josh Ho-Sang,RW,NIAG,19.647,66,19,39,24,58,82,131,14.5,0.29,0.59,0.36,0.88,1.24,1.98,16.94,0.26,5,23,21.74,3,25,12.0,11,83,13.25,23,54,42.59
15,Adam Mascherin,LW,KIT,17.276,65,35,29,17,64,81,258,13.57,0.54,0.45,0.26,0.98,1.25,3.97,29.3,0.45,4,26,15.38,4,39,10.26,27,193,13.99,17,34,50.0
16,Ryan MacInnis,C,KIT,19.584,59,38,21,22,59,81,243,15.64,0.64,0.36,0.37,1.0,1.37,4.12,34.45,0.58,7,31,22.58,11,53,20.75,20,159,12.58,475,1048,45.32
17,Michael Dal Colle,LW,KGN/OSH,19.237,60,35,33,12,68,80,251,13.94,0.58,0.55,0.2,1.13,1.33,4.18,34.66,0.58,11,42,26.19,10,38,26.32,14,171,8.19,71,152,46.71
18,Alexander Nylander,LW,MISS,17.539,57,28,27,20,55,75,178,15.73,0.49,0.47,0.35,0.96,1.32,3.12,17.73,0.31,3,18,16.67,11,30,36.67,14,130,10.77,19,44,43.18
19,Blake Speers,RW,SSM,18.7,68,26,27,21,53,74,229,11.35,0.38,0.4,0.31,0.78,1.09,3.37,22.25,0.33,2,13,15.38,6,24,25.0,18,192,9.38,504,875,57.6
20,Logan Brown,C,WSR,17.531,59,21,30,23,51,74,158,13.29,0.36,0.51,0.39,0.86,1.25,2.68,20.24,0.34,5,34,14.71,6,24,25.0,10,100,10.0,609,1148,53.05
21,Taylor Raddysh,RW,ER,17.572,67,24,36,13,60,73,225,10.67,0.36,0.54,0.19,0.9,1.09,3.36,28.92,0.43,7,47,14.89,5,47,10.64,12,131,9.16,15,24,62.5
22,Aaron Berisha,RW,LDN,20.532,66,45,15,12,60,72,194,23.2,0.68,0.23,0.18,0.91,1.09,2.94,30.5,0.46,10,26,38.46,11,36,30.56,24,132,18.18,61,118,51.69
23,Stephen Harper,C,NIAG/HAM,20.477,68,25,29,17,54,71,249,10.04,0.37,0.43,0.25,0.79,1.04,3.66,28.6,0.42,6,35,17.14,4,33,12.12,15,181,8.29,556,1118,49.73
24,Kyle Maksimovich,LW,ER,17.517,68,27,24,20,51,71,153,17.65,0.4,0.35,0.29,0.75,1.04,2.25,18.68,0.27,10,30,33.33,4,21,19.05,13,102,12.75,18,36,50.0
25,Julius  Nattinen,C,BAR,18.667,52,22,27,22,49,71,102,21.57,0.42,0.52,0.42,0.94,1.37,1.96,11.14,0.21,3,9,33.33,5,17,29.41,14,76,18.42,467,917,50.93
26,Dylan Sadowy,LW,BAR/SAG,19.453,64,45,15,10,60,70,232,19.4,0.7,0.23,0.16,0.94,1.09,3.62,38.91,0.61,17,58,29.31,9,39,23.08,19,135,14.07,77,195,39.49
27,Mathew Santos,RW,NB,20.501,64,29,25,15,54,69,196,14.8,0.45,0.39,0.23,0.84,1.08,3.06,24.8,0.39,13,37,35.14,3,32,9.38,13,127,10.24,17,50,34.0
28,Gabe  Guertler,C,SSM,20.37,68,26,26,16,52,68,171,15.2,0.38,0.38,0.24,0.76,1.0,2.51,26.08,0.38,2,23,8.7,7,33,21.21,17,115,14.78,617,1103,55.94
29,JJ Piccinich,RW,LDN,19.258,66,30,26,10,56,66,160,18.75,0.45,0.39,0.15,0.85,1.0,2.42,24.4,0.37,14,41,34.15,4,31,12.9,12,88,13.64,20,39,51.28
30,Zachary Senyshyn,RW,SSM,18.462,66,45,12,8,57,65,263,17.11,0.68,0.18,0.12,0.86,0.98,3.98,39.59,0.6,13,59,22.03,16,56,28.57,16,148,10.81,4,14,28.57
31,Greg  Betzold,LW,PBO,20.515,65,43,12,10,55,65,249,17.27,0.66,0.18,0.15,0.85,1.0,3.83,34.64,0.53,8,34,23.53,10,48,20.83,25,167,14.97,8,15,53.33
32,Justin Scott,C,BAR,20.091,67,28,23,14,51,65,200,14.0,0.42,0.34,0.21,0.76,0.97,2.99,31.41,0.47,12,37,32.43,8,54,14.81,8,109,7.34,676,1251,54.04
33,Will Bitten,C,FLNT,17.183,67,30,20,15,50,65,146,20.55,0.45,0.3,0.22,0.75,0.97,2.18,20.91,0.31,8,28,28.57,9,29,31.03,13,89,14.61,173,431,40.14
34,Pavel Zacha,LW,SAR,18.443,51,28,23,13,51,64,163,17.18,0.55,0.45,0.25,1.0,1.25,3.2,18.65,0.37,6,20,30.0,4,26,15.38,18,117,15.38,301,631,47.7
35,Jeremy Bracco,RW,KIT,18.497,49,21,28,15,49,64,118,17.8,0.43,0.57,0.31,1.0,1.31,2.41,16.21,0.33,4,14,28.57,8,24,33.33,9,80,11.25,4,10,40.0
36,Lawson  Crouse,LW,KGN,18.229,49,23,26,13,49,62,223,10.31,0.47,0.53,0.27,1.0,1.27,4.55,26.05,0.53,6,30,20.0,4,31,12.9,13,162,8.02,41,71,57.75
37,Brendan Lemieux,LW,WSR/BAR,19.502,45,32,15,15,47,62,217,14.75,0.71,0.33,0.33,1.04,1.38,4.82,29.24,0.65,8,30,26.67,10,42,23.81,14,145,9.66,52,92,56.52
38,Michael McLeod,C,MISS,17.613,57,21,24,16,45,61,171,12.28,0.37,0.42,0.28,0.79,1.07,3.0,22.74,0.4,5,38,13.16,12,40,30.0,4,93,4.3,745,1284,58.02
39,Rasmus Andersson,D,BAR,18.883,64,9,20,31,29,60,220,4.09,0.14,0.31,0.48,0.45,0.94,3.44,11.47,0.18,1,3,33.33,0,6,0.0,8,211,3.79,1,3,33.33
40,Jordan Maletta,C,NIAG,20.378,68,34,20,5,54,59,197,17.26,0.5,0.29,0.07,0.79,0.87,2.9,26.99,0.4,5,29,17.24,11,34,32.35,18,134,13.43,848,1558,54.43
41,Nathan Bastian,RW,MISS,17.774,64,19,28,12,47,59,162,11.73,0.3,0.44,0.19,0.73,0.92,2.53,22.83,0.36,7,34,20.59,4,29,13.79,8,99,8.08,191,411,46.47
42,Anthony Cirelli,C,OSH,18.169,62,21,22,16,43,59,170,12.35,0.34,0.35,0.26,0.69,0.95,2.74,22.26,0.36,5,41,12.2,2,30,6.67,14,99,14.14,770,1422,54.15
43,Cam Dineen,D,NB,17.241,68,13,22,24,35,59,165,7.88,0.19,0.32,0.35,0.51,0.87,2.43,9.66,0.14,4,11,36.36,1,7,14.29,8,147,5.44,0,0,0.0
44,Matt Mistele,LW,OSH/SAR,19.913,61,33,15,10,48,58,231,14.29,0.54,0.25,0.16,0.79,0.95,3.79,30.68,0.5,7,26,26.92,12,40,30.0,14,165,8.48,10,24,41.67
45,Kenny Huether,RW,OSH,18.109,64,26,12,20,38,58,256,10.16,0.41,0.19,0.31,0.59,0.91,4.0,24.2,0.38,3,17,17.65,7,34,20.59,16,205,7.8,8,23,34.78
46,Matt Luff,RW,HAM,18.363,61,27,21,9,48,57,174,15.52,0.44,0.34,0.15,0.79,0.93,2.85,19.23,0.32,1,10,10.0,7,39,17.95,19,125,15.2,9,34,26.47
47,Mikhail Sergachev,D,WSR,17.224,67,17,23,17,40,57,156,10.9,0.25,0.34,0.25,0.6,0.85,2.33,10.79,0.16,0,2,0.0,2,16,12.5,15,138,10.87,0,4,0.0
48,Jeremiah Addison,LW,OTT,18.9,66,27,16,13,43,56,179,15.08,0.41,0.24,0.2,0.65,0.85,2.71,25.21,0.38,10,33,30.3,8,38,21.05,9,108,8.33,58,140,41.43
49,Artem Artemov,RW,SAG,18.659,67,19,26,10,45,55,228,8.33,0.28,0.39,0.15,0.67,0.82,3.4,20.44,0.31,3,16,18.75,3,27,11.11,13,185,7.03,2,12,16.67
50,Juho Lammikko,C,KGN,19.628,59,22,20,13,42,55,158,13.92,0.37,0.34,0.22,0.71,0.93,2.68,20.42,0.35,7,24,29.17,4,27,14.81,11,107,10.28,788,1511,52.15
51,Aaron Luchuk,C,WSR,18.445,68,27,18,8,45,53,168,16.07,0.4,0.26,0.12,0.66,0.78,2.47,21.53,0.32,11,33,33.33,4,26,15.38,12,109,11.01,619,1272,48.66
52,Mikkel Aagaard,C,NIAG/SBY,19.91,64,24,21,8,45,53,213,11.27,0.38,0.33,0.12,0.7,0.83,3.33,25.72,0.4,13,49,26.53,6,36,16.67,5,128,3.91,537,1118,48.03
53,Brett McKenzie,C,NB,18.511,66,26,18,9,44,53,188,13.83,0.39,0.27,0.14,0.67,0.8,2.85,20.9,0.32,6,29,20.69,7,25,28.0,13,134,9.7,509,1139,44.69
54,Gustaf Franzen,C,KIT,18.979,66,17,26,9,43,52,153,11.11,0.26,0.39,0.14,0.65,0.79,2.32,22.65,0.34,7,34,20.59,4,39,10.26,6,80,7.5,660,1288,51.24
55,James McEwan,C,GUE,18.503,68,25,17,10,42,52,247,10.12,0.37,0.25,0.15,0.62,0.76,3.63,24.74,0.36,7,42,16.67,9,42,21.43,9,163,5.52,674,1351,49.89
56,Max Jones,LW,LDN,17.575,63,28,14,10,42,52,192,14.58,0.44,0.22,0.16,0.67,0.83,3.05,24.53,0.39,10,40,25.0,7,31,22.58,11,121,9.09,18,38,47.37
57,Dmitry Sokolov,RW,SBY,17.421,68,30,13,9,43,52,231,12.99,0.44,0.19,0.13,0.63,0.76,3.4,23.37,0.34,7,25,28.0,5,28,17.86,18,178,10.11,5,10,50.0
58,Artur Tyanulin,RW,OTT,18.651,67,20,17,15,37,52,117,17.09,0.3,0.25,0.22,0.55,0.78,1.75,15.64,0.23,6,23,26.09,6,21,28.57,8,73,10.96,5,19,26.32
59,Jordan Kyrou,RW,SAR,17.364,65,17,20,14,37,51,169,10.06,0.26,0.31,0.22,0.57,0.78,2.6,19.26,0.3,3,27,11.11,4,26,15.38,10,116,8.62,150,301,49.83
60,Mason Marchment,LW,MISS/HAM,20.244,61,20,18,13,38,51,131,15.27,0.33,0.3,0.21,0.62,0.84,2.15,14.99,0.25,6,21,28.57,6,20,30.0,8,90,8.89,99,219,45.21
61,Boris Katchouk,RW,SSM,17.243,63,24,19,8,43,51,119,20.17,0.38,0.3,0.13,0.68,0.81,1.89,14.37,0.23,9,31,29.03,6,18,33.33,9,70,12.86,37,72,51.39
62,Alan Lyszczarczyk,C,SBY,17.575,67,17,21,12,38,50,167,10.18,0.25,0.31,0.18,0.57,0.75,2.49,18.92,0.28,7,36,19.44,2,22,9.09,8,109,7.34,36,85,42.35
63,Bryson Cianfrone,C,OS,20.584,58,17,21,12,38,50,139,12.23,0.29,0.36,0.21,0.66,0.86,2.4,15.0,0.26,2,15,13.33,5,23,21.74,10,101,9.9,559,1033,54.11
64,Nathan Todd,C,OTT,19.787,53,17,23,10,40,50,159,10.69,0.32,0.43,0.19,0.75,0.94,3.0,18.18,0.34,2,22,9.09,4,23,17.39,11,114,9.65,466,888,52.48
65,Trent Fox,LW,HAM,18.166,67,28,12,10,40,50,202,13.86,0.42,0.18,0.15,0.6,0.75,3.01,23.08,0.34,3,31,9.68,9,34,26.47,16,137,11.68,198,425,46.59
66,Bradley  Latour,LW,WSR,20.006,65,24,14,11,38,49,191,12.57,0.37,0.22,0.17,0.58,0.75,2.94,21.17,0.33,8,30,26.67,2,25,8.0,14,136,10.29,20,41,48.78
67,Jakob Chychrun,D,SAR,17.46,62,11,18,20,29,49,199,5.53,0.18,0.29,0.32,0.47,0.79,3.21,12.74,0.21,0,7,0.0,0,9,0.0,11,183,6.01,0,0,0.0
68,Jonathan Ang,C,PBO,17.621,68,21,18,10,39,49,127,16.54,0.31,0.26,0.15,0.57,0.72,1.87,15.72,0.23,6,20,30.0,4,27,14.81,11,80,13.75,227,505,44.95
69,Petrus Palmu,RW,OS,18.166,52,23,18,8,41,49,201,11.44,0.44,0.35,0.15,0.79,0.94,3.87,20.51,0.39,4,17,23.53,4,23,17.39,15,161,9.32,38,74,51.35
70,Ryan Moore,LW,FLNT,18.434,68,25,11,12,36,48,150,16.67,0.37,0.16,0.18,0.53,0.71,2.21,16.46,0.24,3,20,15.0,10,24,41.67,12,106,11.32,565,1104,51.18
71,Steven Lorentz,C,PBO,19.423,58,23,13,12,36,48,155,14.84,0.4,0.22,0.21,0.62,0.83,2.67,20.65,0.36,7,31,22.58,7,31,22.58,9,93,9.68,370,682,54.25
72,Warren Foegele,C,KGN,19.456,52,13,20,15,33,48,145,8.97,0.25,0.38,0.29,0.63,0.92,2.79,19.17,0.37,7,37,18.92,3,27,11.11,3,81,3.7,519,951,54.57
73,Bobby MacIntyre,LW,SSM,19.018,62,20,13,15,33,48,140,14.29,0.32,0.21,0.24,0.53,0.77,2.26,13.19,0.21,6,19,31.58,4,9,44.44,10,112,8.93,97,243,39.92
74,Niki Petti,C,HAM,19.089,60,22,16,9,38,47,170,12.94,0.37,0.27,0.15,0.63,0.78,2.83,20.17,0.34,2,20,10.0,11,39,28.21,9,111,8.11,556,1085,51.24
75,Michael Cramarossa,LW,HAM,19.31,62,15,22,10,37,47,104,14.42,0.24,0.35,0.16,0.6,0.76,1.68,12.95,0.21,2,15,13.33,4,18,22.22,9,71,12.68,18,35,51.43
76,Gustav  Bouramman,D,SSM,18.64,68,6,15,25,21,46,111,5.41,0.09,0.22,0.37,0.31,0.68,1.63,6.41,0.09,0,4,0.0,0,2,0.0,6,105,5.71,6,13,46.15
77,Nick Betz,RW,ER,20.162,68,19,15,12,34,46,142,13.38,0.28,0.22,0.18,0.5,0.68,2.09,16.2,0.24,4,24,16.67,6,27,22.22,9,91,9.89,14,40,35.0
78,Stephen Desrocher,D,KGN/OSH,19.636,69,11,16,19,27,46,173,6.36,0.16,0.23,0.28,0.39,0.67,2.51,10.67,0.15,1,5,20.0,0,2,0.0,10,166,6.02,1,1,100.0
79,Miles  Liberati,D,KIT/NB,20.236,66,15,16,15,31,46,186,8.06,0.23,0.24,0.23,0.47,0.7,2.82,12.33,0.19,2,9,22.22,0,11,0.0,13,166,7.83,0,0,0.0
80,Mason Kohn,LW,KIT,18.369,60,16,19,11,35,46,151,10.6,0.27,0.32,0.18,0.58,0.77,2.52,21.94,0.37,8,41,19.51,6,31,19.35,2,79,2.53,291,580,50.17
81,Josh Burnside,LW,MISS,20.592,55,13,17,15,30,45,109,11.93,0.24,0.31,0.27,0.55,0.82,1.98,13.09,0.24,2,19,10.53,5,19,26.32,6,71,8.45,11,34,32.35
82,Jake Marchment,C,ER,20.323,60,25,7,13,32,45,166,15.06,0.42,0.12,0.22,0.53,0.75,2.77,20.14,0.34,9,24,37.5,4,34,11.76,12,108,11.11,674,1081,62.35
83,Connor Brown,LW,SAG,20.151,68,24,11,10,35,45,181,13.26,0.35,0.16,0.15,0.51,0.66,2.66,23.41,0.34,7,40,17.5,5,27,18.52,12,114,10.53,379,809,46.85
84,Brendan  Perlini,LW,NIAG,19.384,57,25,10,10,35,45,219,11.42,0.44,0.18,0.18,0.61,0.79,3.84,27.12,0.48,4,27,14.81,2,27,7.41,19,165,11.52,6,14,42.86
85,Michael Webster,D,BAR,20.313,64,9,18,17,27,44,172,5.23,0.14,0.28,0.27,0.42,0.69,2.69,11.81,0.18,0,9,0.0,1,9,11.11,8,154,5.19,4,7,57.14
86,Anthony Stefano,LW,WSR/BAR,19.697,60,21,11,12,32,44,117,17.95,0.35,0.18,0.2,0.53,0.73,1.95,15.1,0.25,3,27,11.11,9,24,37.5,9,66,13.64,33,72,45.83
87,Anthony DiFruscia,RW,NIAG,20.406,67,26,12,6,38,44,166,15.66,0.39,0.18,0.09,0.57,0.66,2.48,26.34,0.39,8,36,22.22,5,29,17.24,13,101,12.87,29,77,37.66
88,Cordell James,C,BAR,19.253,66,19,15,10,34,44,141,13.48,0.29,0.23,0.15,0.52,0.67,2.14,20.26,0.31,9,39,23.08,7,37,18.92,3,65,4.62,743,1373,54.12
89,Jack Kopacka,RW,SSM,17.531,67,20,13,10,33,43,179,11.17,0.3,0.19,0.15,0.49,0.64,2.67,14.23,0.21,6,16,37.5,5,15,33.33,9,148,6.08,42,69,60.87
90,Vince Dunn,D,NIAG,18.878,52,12,16,15,28,43,149,8.05,0.23,0.31,0.29,0.54,0.83,2.87,9.08,0.17,0,3,0.0,1,6,16.67,11,140,7.86,0,2,0.0
91,Travis  Dermott,D,ER,18.73,51,6,18,19,24,43,150,4.0,0.12,0.35,0.37,0.47,0.84,2.94,8.08,0.16,0,0,0.0,1,5,20.0,5,145,3.45,0,0,0.0
92,Vili Saarijarvi,D,FLNT,18.336,59,12,17,14,29,43,219,5.48,0.2,0.29,0.24,0.49,0.73,3.71,13.37,0.23,1,6,16.67,1,10,10.0,10,203,4.93,4,4,100.0
93,Sam  Studnicka,C,OTT/SAR,20.666,60,24,13,6,37,43,130,18.46,0.4,0.22,0.1,0.62,0.72,2.17,21.51,0.36,8,32,25.0,5,31,16.13,11,67,16.42,725,1227,59.09
94,Kyle Capobianco,D,SBY,18.089,68,7,19,17,26,43,139,5.04,0.1,0.28,0.25,0.38,0.63,2.04,9.4,0.14,0,9,0.0,1,7,14.29,6,123,4.88,0,1,0.0
95,Ethan Szypula,C,OS,18.629,65,18,12,13,30,43,221,8.14,0.28,0.18,0.2,0.46,0.66,3.4,23.66,0.36,2,17,11.76,6,41,14.63,10,163,6.13,368,805,45.71
96,Nikita Korostelev,RW,SAR,18.599,53,23,13,6,36,42,147,15.65,0.43,0.25,0.11,0.68,0.79,2.77,20.78,0.39,8,29,27.59,6,23,26.09,9,95,9.47,19,40,47.5
97,Olli Juolevi,D,LDN,17.364,57,9,19,14,28,42,130,6.92,0.16,0.33,0.25,0.49,0.74,2.28,7.18,0.13,0,1,0.0,0,3,0.0,9,126,7.14,0,0,0.0
98,Roland McKeown,D,KGN,19.653,59,7,17,18,24,42,152,4.61,0.12,0.29,0.31,0.41,0.71,2.58,9.35,0.16,1,3,33.33,1,10,10.0,5,139,3.6,1,4,25.0
99,Cristiano DiGiacinto,LW,WSR,19.68,63,16,14,12,30,42,141,11.35,0.25,0.22,0.19,0.48,0.67,2.24,18.28,0.29,3,22,13.64,6,35,17.14,7,84,8.33,2,15,13.33
100,Givani Smith,RW,GUE,17.547,65,23,14,5,37,42,185,12.43,0.35,0.22,0.08,0.57,0.65,2.85,21.71,0.33,7,24,29.17,6,27,22.22,10,134,7.46,5,10,50.0
101,Domenico Commisso,C,OSH,17.569,66,18,16,8,34,42,117,15.38,0.27,0.24,0.12,0.52,0.64,1.77,12.03,0.18,6,15,40.0,5,23,21.74,7,79,8.86,407,831,48.98
102,Josh Sterk,C,OS,20.66,64,9,22,11,31,42,123,7.32,0.14,0.34,0.17,0.48,0.66,1.92,15.25,0.24,1,13,7.69,5,25,20.0,3,85,3.53,186,380,48.95
103,Graham Knott,LW,NIAG,18.67,68,12,19,11,31,42,104,11.54,0.18,0.28,0.16,0.46,0.62,1.53,13.55,0.2,3,16,18.75,3,29,10.34,6,59,10.17,420,906,46.36
104,Logan DeNoble,C,PBO,17.917,63,20,14,8,34,42,118,16.95,0.32,0.22,0.13,0.54,0.67,1.87,13.07,0.21,5,18,27.78,10,22,45.45,5,78,6.41,83,154,53.9
105,Connor Chatham,RW,WSR/FLNT,19.877,64,17,15,9,32,41,186,9.14,0.27,0.23,0.14,0.5,0.64,2.91,23.51,0.37,7,32,21.88,6,38,15.79,4,116,3.45,26,50,52.0
106,Matthew Kreis,LW,SAG,18.122,65,17,16,8,33,41,134,12.69,0.26,0.25,0.12,0.51,0.63,2.06,14.92,0.23,4,20,20.0,2,25,8.0,11,89,12.36,255,558,45.7
107,Santino Centorame,D,OS,19.382,67,14,17,10,31,41,175,8.0,0.21,0.25,0.15,0.46,0.61,2.61,10.63,0.16,0,4,0.0,3,8,37.5,11,163,6.75,0,0,0.0
108,Johnny Corneil,LW,NIAG,18.081,68,20,10,11,30,41,113,17.7,0.29,0.15,0.16,0.44,0.6,1.66,12.88,0.19,11,19,57.89,6,18,33.33,3,76,3.95,17,40,42.5
109,Steve Harland,RW,NB,19.349,53,12,19,9,31,40,66,18.18,0.23,0.36,0.17,0.58,0.75,1.25,9.75,0.18,3,12,25.0,1,12,8.33,8,42,19.05,4,7,57.14
110,Garrett McFadden,D,GUE,18.067,68,11,16,13,27,40,164,6.71,0.16,0.24,0.19,0.4,0.59,2.41,9.54,0.14,0,3,0.0,0,6,0.0,11,155,7.1,1,3,33.33
111,Dominik Masin,D,PBO,19.62,57,8,16,16,24,40,150,5.33,0.14,0.28,0.28,0.42,0.7,2.63,8.23,0.14,0,6,0.0,2,5,40.0,6,139,4.32,0,0,0.0
112,Patrick Murphy,D,SBY,20.679,68,13,15,12,28,40,179,7.26,0.19,0.22,0.18,0.41,0.59,2.63,14.58,0.21,2,16,12.5,1,19,5.26,10,144,6.94,1,9,11.11
113,Darren Raddysh,D,ER,19.546,66,8,13,19,21,40,164,4.88,0.12,0.2,0.29,0.32,0.61,2.48,8.44,0.13,0,6,0.0,1,7,14.29,7,151,4.64,2,7,28.57
114,Kyle Wood,D,NB,19.365,49,8,12,19,20,39,164,4.88,0.16,0.24,0.39,0.41,0.8,3.35,9.33,0.19,0,5,0.0,0,5,0.0,8,154,5.19,0,0,0.0
115,Joe Manchurek,LW,OSH,19.097,66,19,12,8,31,39,165,11.52,0.29,0.18,0.12,0.47,0.59,2.5,19.15,0.29,7,28,25.0,6,27,22.22,6,110,5.45,45,118,38.14
116,Tim Gettinger,LW,SSM,17.421,60,17,16,6,33,39,177,9.6,0.28,0.27,0.1,0.55,0.65,2.95,20.93,0.35,6,30,20.0,5,29,17.24,6,118,5.08,9,23,39.13
117,Roy Radke,RW,BAR,18.763,66,19,16,4,35,39,153,12.42,0.29,0.24,0.06,0.53,0.59,2.32,17.2,0.26,5,23,21.74,6,29,20.69,8,101,7.92,7,20,35.0
118,Kris Bennett,C,SAG,19.691,58,24,10,5,34,39,135,17.78,0.41,0.17,0.09,0.59,0.67,2.33,16.29,0.28,10,17,58.82,8,36,22.22,6,82,7.32,375,807,46.47
119,Ivan Lodnia,RW,ER,16.041,62,16,14,9,30,39,110,14.55,0.26,0.23,0.15,0.48,0.63,1.77,11.17,0.18,3,15,20.0,4,15,26.67,9,80,11.25,22,58,37.93
120,Mitchell Vande Sompel,D,OSH,18.59,46,10,12,16,22,38,114,8.77,0.22,0.26,0.35,0.48,0.83,2.48,7.55,0.16,0,5,0.0,2,7,28.57,8,102,7.84,4,23,17.39
121,Gabriel Vilardi,C,WSR,16.082,62,17,10,11,27,38,112,15.18,0.27,0.16,0.18,0.44,0.61,1.81,13.89,0.22,5,16,31.25,4,21,19.05,8,75,10.67,264,573,46.07
122,Victor Mete,D,LDN,17.273,68,8,14,16,22,38,107,7.48,0.12,0.21,0.24,0.32,0.56,1.57,6.95,0.1,1,3,33.33,1,8,12.5,6,96,6.25,0,0,0.0
123,Mitchell Stephens,C,SAG,18.607,39,20,14,4,34,38,135,14.81,0.51,0.36,0.1,0.87,0.97,3.46,16.42,0.42,5,13,38.46,5,32,15.62,10,90,11.11,411,766,53.66
124,Nick Suzuki,C,OS,16.099,63,20,13,5,33,38,189,10.58,0.32,0.21,0.08,0.52,0.6,3.0,20.87,0.33,7,30,23.33,2,22,9.09,11,137,8.03,308,627,49.12
125,Connor Bunnaman,C,KIT,17.416,68,16,16,6,32,38,132,12.12,0.24,0.24,0.09,0.47,0.56,1.94,15.13,0.22,2,21,9.52,5,23,21.74,9,88,10.23,99,193,51.3
126,Tye Felhaber,LW,SAG,17.112,64,18,13,7,31,38,150,12.0,0.28,0.2,0.11,0.48,0.59,2.34,15.43,0.24,3,13,23.08,2,24,8.33,13,113,11.5,246,537,45.81
127,Matthew Strome,LW,HAM,16.69,61,16,14,8,30,38,110,14.55,0.26,0.23,0.13,0.49,0.62,1.8,15.18,0.25,10,30,33.33,2,21,9.52,4,59,6.78,18,60,30.0
128,Darby Llewellyn,LW,KIT,19.157,68,22,8,8,30,38,127,17.32,0.32,0.12,0.12,0.44,0.56,1.87,16.14,0.24,11,31,35.48,2,15,13.33,9,81,11.11,33,97,34.02
129,Daniel Muzito-Bagenda,RW,MISS,19.247,63,20,11,6,31,37,124,16.13,0.32,0.17,0.1,0.49,0.59,1.97,16.69,0.26,4,19,21.05,6,28,21.43,10,77,12.99,37,72,51.39
130,Travis Barron,LW,OTT,17.079,60,13,15,9,28,37,109,11.93,0.22,0.25,0.15,0.47,0.62,1.82,14.61,0.24,6,27,22.22,3,19,15.79,4,63,6.35,39,77,50.65
