,Name,Pos,Team,Age,GP,G,A1,A2,P1,P,Sh,Sh%,G/GP,A1/GP,A2/GP,P1/GP,P/GP,Sh/GP,FOW,FOT,FOW%
57,Stephen MacAulay,RW,SNB/HAL,19.655,177,61,38,29,99,128,330,18.705,0.392,0.242,0.172,0.632,0.802,2.042,834,1709,48.392
58,Adam Erne,LW,QUE,16.907,132,56,43,28,99,127,431,13.0,0.425,0.325,0.21,0.75,0.96,3.27,176,302,50.32
59,Konrad Abeltshauser,D,HAL,19.285,171,23,55,47,78,125,445,5.142,0.13,0.338,0.322,0.468,0.79,2.565,4,6,62.5
60,Luca Ciampini,LW,HAL,17.774,170,44,42,39,86,125,318,14.302,0.285,0.27,0.245,0.558,0.8,1.968,8,16,25.0
61,Yannick Dube,RW,VIC/GAT,19.29,150,60,41,24,101,125,448,11.87,0.355,0.227,0.095,0.587,0.682,2.988,39,106,35.618
62,Tomas Jurco,RW,SNB,18.214,108,61,34,29,95,124,365,16.725,0.57,0.33,0.275,0.895,1.175,3.43,14,26,55.0
63,William Carrier,LW,CAP,16.988,161,51,44,29,95,124,439,11.172,0.37,0.375,0.188,0.745,0.935,3.19,48,104,52.988
64,David Rose,RW,MTL/BAC/CAP,19.589,129,39,47,36,86,122,378,10.745,0.3,0.365,0.28,0.665,0.95,2.92,92,202,45.895
65,Steve Lebel,C,CHI/BAC/BLB/SHE,19.348,193,53,40,29,93,122,452,12.38,0.302,0.222,0.173,0.525,0.7,2.54,1688,3247,52.683
66,Michael Chaput,C,LEW/SHA,18.934,119,46,42,34,88,122,353,13.03,0.385,0.355,0.29,0.74,1.03,2.975,1523,2578,59.15
67,Rock Regimbald,C,CHI/GAT,19.605,188,44,43,34,87,121,285,15.545,0.26,0.22,0.188,0.483,0.67,1.622,1503,2675,56.147
68,Francis Beauvillier,LW,LEW/RIM,18.149,188,64,31,26,95,121,471,13.518,0.368,0.192,0.158,0.562,0.722,2.668,608,1204,51.158
69,Michael Bournival,C,SHA,18.792,97,58,32,30,90,120,381,15.48,0.615,0.33,0.305,0.945,1.255,3.955,898,1635,55.05
70,Cedrick Henley,C,VDO,19.931,139,49,41,30,90,120,365,13.722,0.36,0.285,0.232,0.645,0.878,2.63,510,1040,42.822
71,Scott Oke,LW,SNB/RIM,18.751,175,47,45,27,92,119,292,15.602,0.328,0.308,0.185,0.63,0.82,1.93,84,205,39.775
72,Tomas Hyka,RW,GAT,18.982,99,40,35,43,75,118,287,13.965,0.405,0.35,0.435,0.755,1.19,2.9,25,85,28.92
73,Jean-Sebastien Dea,C,ROU,18.1,118,62,32,23,94,117,228,26.3,0.5,0.255,0.19,0.755,0.945,1.865,1172,2245,51.225
74,Ryan Tesink,RW,SNB/BLB,18.57,136,38,51,27,89,116,275,13.822,0.33,0.373,0.22,0.705,0.925,2.378,88,240,33.38
75,Danick Gauthier,C,SNB,19.394,131,58,37,21,95,116,368,14.105,0.44,0.28,0.16,0.725,0.88,2.805,945,2025,46.395
76,Anthony Duclair,LW,QUE,16.556,118,51,44,21,95,116,246,20.635,0.425,0.375,0.175,0.805,0.98,2.09,17,38,22.37
77,Philip-Michael Devos,C,GAT/VIC,20.389,68,47,36,31,83,114,192,24.48,0.69,0.53,0.46,1.22,1.68,2.82,964,1763,54.68
78,Christian Ouellet,RW,GAT/CHI,19.55,124,40,27,43,67,110,309,12.845,0.32,0.205,0.35,0.525,0.875,2.505,216,568,37.895
79,Matej Beran,RW,PEI,18.344,114,46,47,17,93,110,303,15.18,0.42,0.415,0.145,0.84,0.985,2.76,94,196,47.12
80,Emile Poirier,LW,GAT,17.254,132,47,35,28,82,110,297,15.41,0.355,0.265,0.21,0.625,0.84,2.26,49,114,46.13
81,Tomas Filippi,RW,QUE/BAC,18.865,122,46,32,31,78,109,354,13.165,0.38,0.265,0.255,0.64,0.89,2.905,370,741,60.58
82,Marc-Olivier Roy,C,MTL/BLB,17.111,131,46,41,20,87,107,233,14.942,0.292,0.338,0.122,0.63,0.752,1.598,122,306,34.922
83,Gabriel Levesque,C,BAT,20.315,68,37,52,18,89,107,160,23.12,0.54,0.76,0.26,1.31,1.57,2.35,550,1154,47.66
84,Angelo Miceli,C,VIC,17.793,123,45,29,32,74,106,316,10.832,0.31,0.24,0.215,0.55,0.765,2.39,653,1404,43.98
85,Jeremie Malouin,C,BAT/QUE/DRU,19.668,193,52,33,21,85,106,389,14.942,0.332,0.178,0.108,0.51,0.618,2.115,1826,3411,53.675
86,Denis Kamaev,RW,ROU/SHE,18.029,131,37,42,27,79,106,300,12.28,0.28,0.32,0.205,0.6,0.81,2.29,7,21,33.33
87,Loik Poudrier,C,SHA/VDO,19.441,156,45,41,19,86,105,352,12.78,0.305,0.312,0.168,0.615,0.782,2.478,1260,2484,50.58
88,Jonathan Lessard,RW,BAT/BAC,20.062,112,64,20,20,84,104,379,16.805,0.57,0.175,0.17,0.74,0.91,3.405,38,95,37.29
89,Brent Andrews,C,HAL,18.904,196,40,39,25,79,104,420,9.828,0.208,0.202,0.15,0.415,0.565,2.23,1930,3424,56.485
90,Samuel Henley,C,LEW/VDO,18.392,185,48,36,19,84,103,318,15.255,0.292,0.22,0.103,0.512,0.618,1.888,67,166,39.418
91,Gabriel Bourret,D,SNB/CHI/GAT,19.184,195,18,42,43,60,103,300,6.072,0.09,0.23,0.215,0.315,0.532,1.545,1,2,12.5
92,Andre Bouvet-Morrissette,RW,DRU,19.638,128,55,25,22,80,102,349,15.22,0.435,0.195,0.175,0.625,0.8,2.745,348,630,51.23
93,Christophe Lalancette,C,BAT,17.612,128,34,36,32,70,102,247,10.302,0.208,0.21,0.208,0.42,0.633,1.695,971,2107,53.262
94,Alexandre Mallet,C,RIM,18.816,128,44,32,24,76,100,250,16.175,0.335,0.24,0.18,0.575,0.755,1.925,545,1047,53.36
95,Guillaume Gelinas,D,VDO/SHA,18.549,196,20,35,45,55,100,434,2.877,0.068,0.13,0.172,0.195,0.367,1.728,1,2,8.333
96,Frederic Gamelin,C,BAC,17.431,192,28,38,34,66,100,253,10.868,0.155,0.218,0.18,0.372,0.548,1.432,1124,2281,49.415
97,Michael McNamee,C,QUE/SHE,19.395,121,40,39,21,79,100,310,13.995,0.33,0.32,0.17,0.65,0.82,2.52,1248,2315,53.835
98,Felix Girard,C,BAC,17.604,182,34,42,23,76,99,344,9.812,0.245,0.277,0.155,0.522,0.68,2.2,2023,3520,58.435
99,Dmitrij Jaskin,RW,MON,19.483,51,46,33,20,79,99,276,16.67,0.9,0.65,0.39,1.55,1.94,5.41,1,5,20.0
100,Jonathan Narbonne,D,MTL/SHA/BLB/MON,19.247,188,23,38,37,61,98,324,6.68,0.135,0.218,0.225,0.352,0.578,1.848,0,0,0.0
101,Nathan Beaulieu,D,SNB,18.277,118,23,39,35,62,97,336,6.89,0.195,0.34,0.305,0.53,0.835,2.845,1,2,50.0
102,Sean Couturier,C,DRU,17.772,58,36,37,23,73,96,223,16.14,0.62,0.64,0.4,1.26,1.66,3.84,778,1430,54.41
103,Maxim Lamarche,D,BAC,19.43,190,17,43,36,60,96,301,5.8,0.11,0.225,0.25,0.335,0.588,1.812,2,5,16.668
104,Ondrej Palat,LW,DRU,19.469,61,39,33,24,72,96,263,14.83,0.64,0.54,0.39,1.18,1.57,4.31,17,48,35.42
105,Jordan Murray,D,BAT/DRU,18.995,186,26,46,23,72,95,367,7.368,0.152,0.298,0.135,0.457,0.595,2.19,13,30,27.775
106,Pierre-Olivier Morin,LW,LEW/SHA,19.898,125,35,36,24,71,95,357,9.77,0.275,0.285,0.195,0.57,0.76,2.86,432,844,50.62
107,Jonathan Audy-Marchessault,C,QUE,19.718,68,40,37,18,77,95,265,15.09,0.59,0.54,0.26,1.13,1.4,3.9,251,448,56.03
108,Victor Provencher,LW,PEI,18.291,201,49,24,21,73,94,323,14.81,0.272,0.128,0.13,0.402,0.532,1.785,54,149,34.125
109,Jerome Verrier,RW,DRU,17.851,133,45,30,19,75,94,355,11.78,0.33,0.22,0.14,0.56,0.695,2.645,603,1203,48.74
110,Jean-Francois Leblanc,C,VDO/BAC/VIC,18.787,175,36,27,30,63,93,215,16.885,0.208,0.125,0.182,0.332,0.518,1.195,1339,2495,53.265
111,Etienne Boutet,D,RIM/GAT,19.54,175,25,41,25,66,91,283,8.855,0.155,0.268,0.138,0.422,0.562,1.77,1,3,8.332
112,Jean-Philippe Mathieu,D,DRU/RIM,19.96,113,24,42,24,66,90,199,11.725,0.205,0.385,0.205,0.595,0.8,1.75,0,0,0.0
113,Alexandre Grenier,RW,QUE/HAL/DRU/SHE,18.305,136,34,39,17,73,90,207,5.884,0.113,0.21,0.07,0.324,0.394,0.846,34,84,12.536
114,Pierre Durepos,D,SNB,19.809,174,12,35,43,47,90,265,5.18,0.092,0.228,0.265,0.32,0.585,1.688,3,5,41.668
115,Michael Clarke,LW,MTL/CAP/BLB,18.573,169,37,29,23,66,89,321,11.255,0.223,0.165,0.122,0.39,0.512,1.925,70,140,49.755
116,Carl-Antoine Delisle,LW,VIC,18.494,190,39,25,25,64,89,326,12.042,0.215,0.145,0.128,0.36,0.483,1.78,882,1900,46.478
117,Lukas Cingel,RW,BAC,18.441,131,36,31,21,67,88,317,11.405,0.275,0.23,0.16,0.51,0.67,2.42,8,24,28.42
118,Morgan Ellis,D,CAP/SHA,18.876,125,23,31,34,54,88,330,6.825,0.185,0.25,0.275,0.435,0.71,2.67,0,0,0.0
119,Mikael Tam,D,QUE,19.89,136,34,27,27,61,88,372,9.275,0.25,0.2,0.195,0.45,0.645,2.735,0,0,0.0
120,Adam Chapman,LW,GAT,18.185,115,34,26,27,60,87,216,16.075,0.3,0.21,0.235,0.51,0.745,1.855,655,1249,51.84
121,Mirko Hoefflin,C,QUE/BAT,18.742,113,32,30,25,62,87,270,11.82,0.285,0.27,0.225,0.55,0.77,2.385,551,1109,49.46
122,Nicolas Larocque-Marcoux,D,SHA/VDO,19.306,111,37,27,23,64,87,254,14.785,0.335,0.235,0.205,0.57,0.775,2.265,8,25,32.375
123,Jeremie Blain,D,BAT/VIC,18.992,98,11,30,46,41,87,196,5.055,0.105,0.32,0.475,0.415,0.895,1.985,0,1,0.0
124,Artem Sergeev,D,VDO,18.655,165,18,34,34,52,86,346,5.095,0.112,0.212,0.242,0.325,0.568,2.2,0,0,0.0
125,Raphael Lafontaine,C,GAT/BAT,17.032,196,36,27,23,63,86,347,10.03,0.22,0.14,0.125,0.36,0.483,2.01,1077,2329,46.372
126,Alex Emond,C,RIM/DRU,19.498,117,43,23,20,66,86,270,16.445,0.37,0.195,0.17,0.565,0.73,2.28,1401,2530,55.055
127,Marcus Power,RW,ROU,18.423,137,26,32,27,58,85,230,8.69,0.168,0.232,0.197,0.4,0.592,1.545,628,1448,43.408
128,Cameron Critchlow,LW,LEW/HAL,19.243,133,36,27,21,63,84,266,13.55,0.27,0.205,0.155,0.47,0.63,1.99,512,972,52.96
129,Stanislav Galiev,RW,SNB,19.161,84,50,19,15,69,84,278,18.8,0.615,0.2,0.17,0.815,0.985,3.27,15,35,45.37
130,Jonathan Hazen,RW,VDO,20.244,62,41,23,19,64,83,214,19.16,0.66,0.37,0.31,1.03,1.34,3.45,34,107,31.78
131,Kirill Kabanov,RW,MON/LEW/SHA,18.666,89,32,30,21,62,83,233,13.47,0.35,0.325,0.235,0.675,0.91,2.58,13,40,30.355
132,Alex Micallef,D,MTL/BLB/PEI,19.425,163,29,25,29,54,83,280,10.11,0.178,0.148,0.175,0.322,0.498,1.755,2,3,50.0
133,Michael Kirkpatrick,C,SNB,20.354,63,31,35,16,66,82,238,13.03,0.49,0.56,0.25,1.05,1.3,3.78,480,882,54.42
134,Joel Champagne,C,QUE,20.641,68,24,32,26,56,82,197,12.18,0.35,0.47,0.38,0.82,1.21,2.9,878,1434,61.23
135,Nikolas Brouillard,D,DRU,17.104,129,16,24,42,40,82,205,6.565,0.12,0.18,0.32,0.305,0.625,1.565,3,6,50.0
136,Vincent Arseneau,LW,BAT/SHA,19.723,168,39,21,21,60,81,383,9.975,0.255,0.105,0.135,0.36,0.495,2.442,18,37,45.44
137,Cory MacIntosh,LW,CAP,19.59,132,29,28,24,57,81,280,5.252,0.112,0.11,0.255,0.222,0.478,1.738,750,1530,56.715
138,Ryan Culkin,D,QUE,18.001,167,17,32,32,49,81,227,8.862,0.098,0.192,0.213,0.298,0.51,1.432,0,5,0.0
139,Maximilien Le Sieur,RW,SHA,18.466,129,36,23,22,59,81,266,13.845,0.285,0.175,0.17,0.455,0.63,2.055,378,705,53.6
140,Jimmy Oligny,D,PEI,18.628,189,21,20,40,41,81,262,8.1,0.132,0.115,0.238,0.248,0.485,1.502,0,0,0.0
141,Jason Houde,LW,ROU/QUE,18.329,193,32,33,15,65,80,272,12.08,0.185,0.167,0.075,0.353,0.425,1.493,47,119,38.108
142,Jessyko Bernard,RW,ROU/PEI,19.93,119,42,18,20,60,80,229,18.19,0.35,0.15,0.18,0.505,0.68,1.92,133,289,42.975
143,Brandon Gormley,D,MON/SHA,19.074,82,23,40,17,63,80,265,8.675,0.285,0.48,0.205,0.76,0.965,3.3,0,0,0.0
144,Devon MacAusland,C,MON,19.816,119,33,25,21,58,79,336,9.845,0.275,0.21,0.175,0.48,0.655,2.815,545,1197,45.8
145,Lukas Sedlak,C,CHI,19.053,98,32,32,15,64,79,238,13.44,0.325,0.325,0.15,0.655,0.805,2.425,1368,2286,59.815
146,Louick Marcotte,LW,PEI,17.938,147,41,20,18,61,79,281,13.75,0.288,0.148,0.118,0.435,0.552,1.95,67,182,41.56
147,Patrick Delisle-Houde,LW,RIM/MON,19.586,119,31,30,18,61,79,220,14.315,0.265,0.25,0.15,0.51,0.66,1.845,117,233,48.08
148,Denis Kindl,C,MTL/CAP,18.614,125,40,20,19,60,79,269,15.025,0.32,0.16,0.15,0.48,0.63,2.155,640,1344,47.365
149,Cole Hawes,LW,LEW/BLB/DRU/SHE,18.809,141,32,27,19,59,78,193,17.222,0.222,0.2,0.145,0.422,0.568,1.398,107,231,50.15
150,Dillon Fournier,D,LEW/ROU,17.503,171,18,34,24,52,76,178,9.502,0.105,0.198,0.143,0.302,0.445,1.085,1,1,25.0
151,Jean-Francois Plante,RW,SHA/RIM,18.464,171,33,19,24,52,76,310,9.76,0.182,0.118,0.19,0.298,0.49,1.825,129,341,37.865
152,Bryce Milson,LW,BAT/LEW/DRU/CAP,18.888,183,32,27,16,59,75,290,10.44,0.165,0.143,0.092,0.308,0.4,1.618,449,953,46.51
153,Felix Lefrancois,C,RIM,20.178,65,26,28,21,54,75,218,11.93,0.4,0.43,0.32,0.83,1.15,3.35,581,1123,51.74
154,Valentin Zykov,RW,BAC,17.339,67,40,18,17,58,75,248,16.13,0.6,0.27,0.25,0.87,1.12,3.7,4,9,44.44
155,Dave Labrecque,C,SHA,20.633,58,27,25,23,52,75,205,13.17,0.47,0.43,0.4,0.9,1.29,3.53,626,1042,60.08
156,Taylor Burke,RW,GAT,17.483,144,32,27,14,59,73,193,16.272,0.24,0.19,0.1,0.425,0.525,1.365,1396,2667,52.905
157,Andrew Ryan,LW,HAL,17.916,149,36,18,19,54,73,222,15.972,0.27,0.122,0.14,0.398,0.535,1.608,80,175,45.105
158,Sebastien Sylvestre,C,CHI,18.19,101,31,28,13,59,72,202,10.567,0.227,0.208,0.098,0.44,0.532,1.745,485,995,44.685
159,Anthony Verret,C,ROU/QUE/SHE,18.855,169,27,22,23,49,72,224,12.17,0.182,0.15,0.14,0.328,0.47,1.45,1194,2395,50.415
160,Alexandre Durette,RW,BAC/VDO,19.038,132,38,19,15,57,72,238,15.945,0.285,0.14,0.115,0.435,0.55,1.805,508,1047,47.075
161,Andrej Nestrasil,RW,PEI,19.562,58,19,29,22,48,70,160,11.88,0.33,0.5,0.38,0.83,1.21,2.76,3,11,27.27
162,Ryan Kavanagh,D,SHA/RIM,19.59,68,17,30,23,47,70,209,8.13,0.25,0.44,0.34,0.69,1.03,3.07,1,2,50.0
163,Charles-Olivier Roussel,D,MTL/SNB,19.507,117,18,21,31,39,70,257,6.765,0.15,0.18,0.265,0.335,0.6,2.2,0,2,0.0
164,Matthew Hobbs,D,PEI/VIC,20.016,131,23,29,17,52,69,206,11.085,0.18,0.22,0.13,0.4,0.53,1.575,1,1,50.0
165,Jakub Culek,LW,RIM/CAP,19.271,119,24,26,19,50,69,245,12.198,0.312,0.17,0.188,0.485,0.672,2.44,158,353,59.26
166,Jean-Christophe Laflamme,RW,MTL/BLB/SHE,18.08,154,35,24,9,59,68,284,12.665,0.235,0.158,0.048,0.392,0.44,1.965,23,57,27.975
167,Vincent Barnard,D,QUE,20.06,97,25,19,23,44,67,250,8.275,0.21,0.2,0.23,0.41,0.64,2.57,2,3,33.335
168,Raphael Pouliot,LW,SHA/MTL/BLB,19.917,132,34,19,14,53,67,278,11.69,0.255,0.145,0.105,0.4,0.505,2.105,95,212,43.68
169,Justin Hache,D,SHA/CAP,17.93,165,12,24,30,36,66,165,7.978,0.078,0.152,0.188,0.23,0.422,1.005,6,8,42.855
170,Garrett Clarke,LW,BAT/SHA/HAL/GAT,18.364,112,15,21,30,36,66,228,6.515,0.135,0.19,0.27,0.32,0.59,2.035,0,0,0.0
171,Maxime St-Cyr,C,ROU,17.834,129,35,20,10,55,65,236,11.615,0.24,0.13,0.055,0.372,0.428,1.535,922,1807,46.325
172,Christophe Lalonde,RW,LEW/MON,17.924,176,35,17,13,52,65,341,10.558,0.25,0.098,0.08,0.355,0.435,2.118,17,45,28.83
173,Vincent Dunn,LW,VDO,16.504,109,30,23,12,53,65,171,15.475,0.28,0.215,0.115,0.495,0.605,1.59,324,690,46.225
174,Tye McGinn,LW,GAT,20.132,42,31,21,12,52,64,135,22.96,0.74,0.5,0.29,1.24,1.52,3.21,31,67,46.27
175,Adam Janosik,D,GAT,18.52,111,13,32,19,45,64,188,6.93,0.12,0.29,0.175,0.41,0.58,1.705,1,1,50.0
176,Dylan Anderson,C,MTL/BLB,20.054,134,24,23,17,47,64,194,12.795,0.18,0.175,0.125,0.35,0.475,1.445,1191,2130,55.97
177,Alex Noel,RW,GAT/PEI,18.69,129,24,28,12,52,64,230,10.485,0.185,0.22,0.095,0.405,0.495,1.785,660,1296,51.54
178,Gabryel Paquin-Boudreau,LW,BAC,17.566,67,22,25,16,47,63,150,14.67,0.33,0.37,0.24,0.7,0.94,2.24,4,11,36.36
179,Mathieu Guertin,LW,DRU/VDO,18.786,126,28,21,14,49,63,218,12.775,0.22,0.165,0.105,0.39,0.495,1.73,20,49,37.14
180,Tomas Pavelka,D,PEI,18.798,123,14,19,30,33,63,243,5.8,0.115,0.16,0.25,0.28,0.53,1.985,1,2,25.0
181,Samuel Hodhod,LW,SHA/BLB,17.834,122,28,19,16,47,63,166,16.962,0.252,0.165,0.145,0.418,0.558,1.46,308,729,39.52
182,Kyle Farrell,C,CAP,17.826,124,26,26,11,52,63,282,7.668,0.22,0.215,0.085,0.435,0.52,2.485,488,994,49.658
