"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Anthony Del Gaizo","C","MUS","19.623","60","40","17","15","57","72","173","23.12","0.67","0.28","0.25","0.95","1.2","2.88"
"","Filip Suchy","C","OMA","19.718","54","31","22","16","53","69","168","18.45","0.57","0.41","0.3","0.98","1.28","3.11"
"","Jack Dugan","LW","CHI","19.48","54","31","20","15","51","66","167","18.56","0.57","0.37","0.28","0.94","1.22","3.09"
"","Jackson Cates","C","WAT","19.97","57","33","18","12","51","63","196","16.84","0.58","0.32","0.21","0.89","1.11","3.44"
"","Ben Copeland","RW","WAT","18.388","60","18","30","14","48","62","193","9.33","0.3","0.5","0.23","0.8","1.03","3.22"
"","Jack Drury","C","WAT","17.616","56","24","19","22","43","65","151","15.89","0.43","0.34","0.39","0.77","1.16","2.7"
"","Nolan Walker","C","SF","18.905","55","21","22","7","43","50","100","21.0","0.38","0.4","0.13","0.78","0.91","1.82"
"","Alexander Steeves","C","DBQ","17.766","55","20","22","15","42","57","224","8.93","0.36","0.4","0.27","0.76","1.04","4.07"
"","Casey Dornbach","RW","LIN","20.192","59","21","21","14","42","56","180","11.67","0.36","0.36","0.24","0.71","0.95","3.05"
"","Grant Hebert","C","FGO","20.318","57","15","27","12","42","54","107","14.02","0.26","0.47","0.21","0.74","0.95","1.88"
"","Quinn Preston","RW","DBQ","19.902","58","24","17","14","41","55","222","10.81","0.41","0.29","0.24","0.71","0.95","3.83"
"","Alec Broetzman","LW","MAD","20.608","59","25","16","9","41","50","188","13.3","0.42","0.27","0.15","0.69","0.85","3.19"
"","Nicolas Werbik","C","DM","19.935","59","26","15","4","41","45","202","12.87","0.44","0.25","0.07","0.69","0.76","3.42"
"","Noah Cates","LW","OMA","18.61","60","21","19","15","40","55","131","16.03","0.35","0.32","0.25","0.67","0.92","2.18"
"","Jack Hughes","C","USA","16.34","27","21","19","14","40","54","90","23.33","0.78","0.7","0.52","1.48","2.0","3.33"
"","Matej Pekar","LW","MUS","17.597","56","14","26","14","40","54","161","8.7","0.25","0.46","0.25","0.71","0.96","2.88"
"","Blake McLaughlin","LW","CHI","17.586","54","23","17","12","40","52","136","16.91","0.43","0.31","0.22","0.74","0.96","2.52"
"","Matthew Barry","C","YNG","20.039","57","17","22","15","39","54","112","15.18","0.3","0.39","0.26","0.68","0.95","1.96"
"","Baker Shore","C","CHI","18.073","60","23","16","9","39","48","140","16.43","0.38","0.27","0.15","0.65","0.8","2.33"
"","Chase Gresock","RW","YNG","19.091","59","26","13","7","39","46","186","13.98","0.44","0.22","0.12","0.66","0.78","3.15"
"","Calen Kiefiuk","LW","CIL","17.547","60","18","21","7","39","46","193","9.33","0.3","0.35","0.12","0.65","0.77","3.22"
"","Mike Regush","C","YNG","19.009","58","19","19","10","38","48","92","20.65","0.33","0.33","0.17","0.66","0.83","1.59"
"","Nolan Moyle","C","GB","18.426","57","19","19","7","38","45","172","11.05","0.33","0.33","0.12","0.67","0.79","3.02"
"","Trenton Bliss","LW","GB","19.502","60","21","16","18","37","55","146","14.38","0.35","0.27","0.3","0.62","0.92","2.43"
"","Cole Gallant","RW","OMA","19.508","59","15","22","15","37","52","134","11.19","0.25","0.37","0.25","0.63","0.88","2.27"
"","Josh Dunne","C","GB","18.771","60","21","16","11","37","48","169","12.43","0.35","0.27","0.18","0.62","0.8","2.82"
"","Bobby Trivigno","LW","WAT","18.656","58","16","21","6","37","43","177","9.04","0.28","0.36","0.1","0.64","0.74","3.05"
"","Ben Meyers","LW","FGO","18.834","60","24","12","8","36","44","133","18.05","0.4","0.2","0.13","0.6","0.73","2.22"
"","Chayse Primeau","C","DBQ","20.0","56","21","15","5","36","41","128","16.41","0.38","0.27","0.09","0.64","0.73","2.29"
"","Samuel Bucek","RW","CHI","18.741","49","20","15","9","35","44","115","17.39","0.41","0.31","0.18","0.71","0.9","2.35"
"","Ludwig Stenlund","C","MAD","20.417","60","17","18","6","35","41","110","15.45","0.28","0.3","0.1","0.58","0.68","1.83"
"","Cole Koepke","LW","SC","19.332","60","28","7","4","35","39","217","12.9","0.47","0.12","0.07","0.58","0.65","3.62"
"","Nathan Smith","C","CR","18.908","51","17","17","13","34","47","117","14.53","0.33","0.33","0.25","0.67","0.92","2.29"
"","Christian O'Neill","C","OMA","19.247","60","14","20","13","34","47","123","11.38","0.23","0.33","0.22","0.57","0.78","2.05"
"","Mick Messner","LW","MAD","18.407","60","16","18","11","34","45","163","9.82","0.27","0.3","0.18","0.57","0.75","2.72"
"","Oliver Wahlstrom","RW","USA","17.257","26","22","12","11","34","45","128","17.19","0.85","0.46","0.42","1.31","1.73","4.92"
"","Jacob Schmidt-Svejstrup","LW","FGO","19.669","40","26","8","9","34","43","123","21.14","0.65","0.2","0.23","0.85","1.07","3.08"
"","Josiah Slavin","LW","LIN","18.708","60","23","11","8","34","42","129","17.83","0.38","0.18","0.13","0.57","0.7","2.15"
"","Marek Valach","LW","CR","19.163","52","20","14","7","34","41","157","12.74","0.38","0.27","0.13","0.65","0.79","3.02"
"","Wiliam Fallstrom","C","FGO","19.601","58","14","19","12","33","45","113","12.39","0.24","0.33","0.21","0.57","0.78","1.95"
"","Griffin Loughran","RW","FGO","18.84","50","18","15","9","33","42","120","15.0","0.36","0.3","0.18","0.66","0.84","2.4"
"","Adam Dawe","RW","SF","18.659","56","23","10","9","33","42","120","19.17","0.41","0.18","0.16","0.59","0.75","2.14"
"","Garrett Wait","LW","WAT","19.258","58","24","9","9","33","42","151","15.89","0.41","0.16","0.16","0.57","0.72","2.6"
"","Brock Caufield","RW","GB","18.522","60","18","15","7","33","40","133","13.53","0.3","0.25","0.12","0.55","0.67","2.22"
"","Brendan Furry","LW","OMA","19.19","59","17","16","7","33","40","109","15.6","0.29","0.27","0.12","0.56","0.68","1.85"
"","Joel Farabee","LW","USA","17.555","26","15","18","7","33","40","92","16.3","0.58","0.69","0.27","1.27","1.54","3.54"
"","Sampo Ranta","LW","SC","17.293","53","23","10","4","33","37","193","11.92","0.43","0.19","0.08","0.62","0.7","3.64"
"","Micah Miller","RW","SC","18.881","60","24","9","3","33","36","162","14.81","0.4","0.15","0.05","0.55","0.6","2.7"
"","Aaro Vidgren","LW","CHI","20.296","60","24","8","14","32","46","153","15.69","0.4","0.13","0.23","0.53","0.77","2.55"
"","Max Andreev","C","CIL","18.9","56","12","20","11","32","43","103","11.65","0.21","0.36","0.2","0.57","0.77","1.84"
"","Cade Borchardt","C","MAD","19.195","59","14","18","10","32","42","122","11.48","0.24","0.31","0.17","0.54","0.71","2.07"
"","Dominick Mersch","LW","LIN","18.749","57","22","10","8","32","40","178","12.36","0.39","0.18","0.14","0.56","0.7","3.12"
"","Reid Stefanson","C","SF","20.567","51","13","19","7","32","39","94","13.83","0.25","0.37","0.14","0.63","0.76","1.84"
"","Julian Napravnik","RW","DM","20.365","60","19","13","6","32","38","224","8.48","0.32","0.22","0.1","0.53","0.63","3.73"
"","Jordan Timmons","RW","CR","18.892","50","24","8","6","32","38","127","18.9","0.48","0.16","0.12","0.64","0.76","2.54"
"","Graham Slaggert","C","CR","18.445","53","17","15","5","32","37","108","15.74","0.32","0.28","0.09","0.6","0.7","2.04"
"","Michael Mancinelli","C","MAD","16.217","57","17","15","3","32","35","103","16.5","0.3","0.26","0.05","0.56","0.61","1.81"
"","Cole Caufield","LW","USA","16.619","32","23","9","1","32","33","78","29.49","0.72","0.28","0.03","1.0","1.03","2.44"
"","Emilio Pettersen","C","MUS","17.451","60","14","17","15","31","46","125","11.2","0.23","0.28","0.25","0.52","0.77","2.08"
"","Vincent de Mey","RW","MAD/MUS","19.803","60","21","10","7","31","38","152","13.82","0.35","0.17","0.12","0.52","0.63","2.53"
"","Mikael Hakkarainen","C","MUS","19.636","36","15","15","16","30","46","126","11.9","0.42","0.42","0.44","0.83","1.28","3.5"
"","Paul Cotter","C","LIN","17.832","51","18","12","9","30","39","148","12.16","0.35","0.24","0.18","0.59","0.76","2.9"
"","Max Ellis","RW","YNG","17.66","58","17","13","8","30","38","145","11.72","0.29","0.22","0.14","0.52","0.66","2.5"
"","Graham Lillibridge","D","CHI","18.629","56","4","25","16","29","45","128","3.12","0.07","0.45","0.29","0.52","0.8","2.29"
"","Robert Mastrosimone","LW","CHI","16.641","60","16","13","16","29","45","138","11.59","0.27","0.22","0.27","0.48","0.75","2.3"
"","Brian Halonen","LW","DM","18.678","59","16","13","6","29","35","162","9.88","0.27","0.22","0.1","0.49","0.59","2.75"
"","Eric Esposito","RW","YNG","19.061","60","23","6","4","29","33","104","22.12","0.38","0.1","0.07","0.48","0.55","1.73"
"","Jack Randl","RW","OMA","17.358","49","20","9","3","29","32","149","13.42","0.41","0.18","0.06","0.59","0.65","3.04"
"","Roman Ahcan","LW","CR","18.481","59","15","13","10","28","38","133","11.28","0.25","0.22","0.17","0.47","0.64","2.25"
"","Ryan O'Reilly","RW","MAD","17.487","45","21","7","6","28","34","101","20.79","0.47","0.16","0.13","0.62","0.76","2.24"
"","Ryder Rolston","C","USA","15.874","34","21","7","4","28","32","82","25.61","0.62","0.21","0.12","0.82","0.94","2.41"
"","Gustaf Westlund","C","LIN","19.759","58","12","15","12","27","39","164","7.32","0.21","0.26","0.21","0.47","0.67","2.83"
"","Kamil Sadlocha","F","MAD","18.429","57","16","11","10","27","37","107","14.95","0.28","0.19","0.18","0.47","0.65","1.88"
"","Nick Abruzzese","C","CHI","18.284","56","13","14","9","27","36","103","12.62","0.23","0.25","0.16","0.48","0.64","1.84"
"","Kevin Conley","LW","SF","20.575","59","19","8","9","27","36","135","14.07","0.32","0.14","0.15","0.46","0.61","2.29"
"","Jachym Kondelik","C","MUS","17.736","44","16","11","7","27","34","128","12.5","0.36","0.25","0.16","0.61","0.77","2.91"
"","Tyler Madden","C","TC/CIL","17.851","50","15","12","7","27","34","141","10.64","0.3","0.24","0.14","0.54","0.68","2.82"
"","Adam Tisdale","C","DBQ","18.85","50","18","9","6","27","33","104","17.31","0.36","0.18","0.12","0.54","0.66","2.08"
"","Artem Ivanyuzhenkov","LW","SF","19.48","56","21","6","6","27","33","117","17.95","0.38","0.11","0.11","0.48","0.59","2.09"
"","Wyatt Bongiovanni","C","MUS","18.147","36","17","9","9","26","35","100","17.0","0.47","0.25","0.25","0.72","0.97","2.78"
"","Devlin McCabe","RW","LIN","17.257","57","16","10","7","26","33","117","13.68","0.28","0.18","0.12","0.46","0.58","2.05"
"","Tristan Ashbrook","C","LIN","19.168","59","17","9","3","26","29","138","12.32","0.29","0.15","0.05","0.44","0.49","2.34"
"","Jack St. Ivany","D","SF","18.152","54","6","19","11","25","36","101","5.94","0.11","0.35","0.2","0.46","0.67","1.87"
"","Matthew Boldy","LW","USA","16.447","34","12","13","10","25","35","94","12.77","0.35","0.38","0.29","0.74","1.03","2.76"
"","Jonathan Gruden","C","USA","17.367","25","15","10","9","25","34","60","25.0","0.6","0.4","0.36","1.0","1.36","2.4"
"","Anthony Callin","C","MAD","18.73","60","14","11","8","25","33","135","10.37","0.23","0.18","0.13","0.42","0.55","2.25"
"","Marc Del Gaizo","D","MUS","17.931","59","12","12","14","24","38","154","7.79","0.2","0.2","0.24","0.41","0.64","2.61"
"","Martin Pospisil","LW","SC","17.824","49","8","16","13","24","37","86","9.3","0.16","0.33","0.27","0.49","0.76","1.76"
"","Jeremy Davidson","RW","CIL","17.547","60","13","11","6","24","30","111","11.71","0.22","0.18","0.1","0.4","0.5","1.85"
"","Ashton Calder","C","LIN","19.598","57","13","10","11","23","34","89","14.61","0.23","0.18","0.19","0.4","0.6","1.56"
"","Josh Maniscalco","RD","DBQ","18.577","59","9","14","9","23","32","151","5.96","0.15","0.24","0.15","0.39","0.54","2.56"
"","Curtis Hall","C","YNG","17.388","54","13","10","8","23","31","94","13.83","0.24","0.19","0.15","0.43","0.57","1.74"
"","Jakub Lacka","RW","CIL","18.82","51","15","8","7","23","30","93","16.13","0.29","0.16","0.14","0.45","0.59","1.82"
"","Solag Bakich","C","WAT/SC","19.686","57","7","16","4","23","27","108","6.48","0.12","0.28","0.07","0.4","0.47","1.89"
"","Derek Daschke","LD","CHI","19.691","56","8","14","7","22","29","128","6.25","0.14","0.25","0.12","0.39","0.52","2.29"
"","Jordan Seyfert","RW","CHI/FGO","18.453","55","13","9","6","22","28","78","16.67","0.24","0.16","0.11","0.4","0.51","1.42"
"","Ethan Price","RW","OMA","20.66","57","13","9","6","22","28","97","13.4","0.23","0.16","0.11","0.39","0.49","1.7"
"","Ben Finkelstein","D","WAT","19.957","23","8","13","13","21","34","75","10.67","0.35","0.57","0.57","0.91","1.48","3.26"
"","Kirill Panyukov","RW","SF","20.318","56","14","7","12","21","33","94","14.89","0.25","0.12","0.21","0.38","0.59","1.68"
"","Alex Turcotte","C","USA","16.551","31","8","13","11","21","32","61","13.11","0.26","0.42","0.35","0.68","1.03","1.97"
"","McKade Webster","LW","GB","17.134","58","11","10","9","21","30","82","13.41","0.19","0.17","0.16","0.36","0.52","1.41"
"","Tommy Parrottino","LW","YNG","19.538","56","14","7","9","21","30","125","11.2","0.25","0.12","0.16","0.38","0.54","2.23"
"","Griffin Lunn","RW","SF/CIL","19.833","52","15","6","7","21","28","93","16.13","0.29","0.12","0.13","0.4","0.54","1.79"
"","Philippe Lapointe","RW","LIN","17.545","59","7","14","5","21","26","78","8.97","0.12","0.24","0.08","0.36","0.44","1.32"
"","Mark Senden","LW","FGO","19.647","60","15","6","3","21","24","123","12.2","0.25","0.1","0.05","0.35","0.4","2.05"
"","Garrett Van Wyhe","C","FGO","20.378","59","10","11","2","21","23","115","8.7","0.17","0.19","0.03","0.36","0.39","1.95"
"","Ty Farmer","RD","FGO","19.691","58","9","11","19","20","39","122","7.38","0.16","0.19","0.33","0.34","0.67","2.1"
"","Colin Swoyer","RD","SF","19.461","60","7","13","16","20","36","117","5.98","0.12","0.22","0.27","0.33","0.6","1.95"
"","Trevor Zegras","C","USA","16.49","31","11","9","12","20","32","54","20.37","0.35","0.29","0.39","0.65","1.03","1.74"
"","Jesse Jacques","C","GB","19.015","58","9","11","5","20","25","64","14.06","0.16","0.19","0.09","0.34","0.43","1.1"
"","Tyler Ward","LW","TC","18.076","60","10","10","3","20","23","116","8.62","0.17","0.17","0.05","0.33","0.38","1.93"
"","Spencer Meier","D","FGO","18.421","59","5","14","15","19","34","94","5.32","0.08","0.24","0.25","0.32","0.58","1.59"
"","Robbie Stucker","D","CHI/FGO","18.96","56","5","14","13","19","32","97","5.15","0.09","0.25","0.23","0.34","0.57","1.73"
"","Tyce Thompson","RW","DBQ","18.18","60","12","7","13","19","32","93","12.9","0.2","0.12","0.22","0.32","0.53","1.55"
"","Colby Bukes","RD","MUS","18.621","59","4","15","9","19","28","96","4.17","0.07","0.25","0.15","0.32","0.47","1.63"
"","Hugo Blixt","D","TC","19.702","59","11","8","8","19","27","97","11.34","0.19","0.14","0.14","0.32","0.46","1.64"
"","Bauer Neudecker","RW","DBQ/SC","19.289","60","5","14","7","19","26","99","5.05","0.08","0.23","0.12","0.32","0.43","1.65"
"","A.J. Drobot","F","FGO","19.423","57","14","5","6","19","25","93","15.05","0.25","0.09","0.11","0.33","0.44","1.63"
"","John Beecher","LW","USA","16.447","34","9","10","6","19","25","62","14.52","0.26","0.29","0.18","0.56","0.74","1.82"
"","Lean Bergmann","RW","GB","18.949","56","11","8","6","19","25","107","10.28","0.2","0.14","0.11","0.34","0.45","1.91"
"","Sammy Steele","RW","FGO","17.643","46","11","8","5","19","24","63","17.46","0.24","0.17","0.11","0.41","0.52","1.37"
"","Dylan Mills","F","WAT/SC","18.078","47","16","3","5","19","24","100","16.0","0.34","0.06","0.11","0.4","0.51","2.13"
"","Erik Urbank","RW","CHI/DM","18.47","54","11","8","4","19","23","90","12.22","0.2","0.15","0.07","0.35","0.43","1.67"
"","Adam Goodsir","C","TC","18.982","59","12","7","1","19","20","96","12.5","0.2","0.12","0.02","0.32","0.34","1.63"
"","Cameron Burke","C","SF/CIL","18.686","62","10","8","13","18","31","143","6.99","0.16","0.13","0.21","0.29","0.5","2.31"
"","Connor McMenamin","LW","TC","18.555","55","8","10","12","18","30","118","6.78","0.15","0.18","0.22","0.33","0.55","2.15"
"","Monte Graham","C","MUS","19.45","57","10","8","7","18","25","96","10.42","0.18","0.14","0.12","0.32","0.44","1.68"
"","Michael Gildon","LW","USA","16.236","34","12","6","5","18","23","43","27.91","0.35","0.18","0.15","0.53","0.68","1.26"
"","Danny Weight","LW","USA","16.375","31","12","6","4","18","22","55","21.82","0.39","0.19","0.13","0.58","0.71","1.77"
"","Filip Forsmark","LW","TC","19.231","58","10","8","4","18","22","72","13.89","0.17","0.14","0.07","0.31","0.38","1.24"
"","Mitchell Mattson","C","SF","19.702","53","9","9","3","18","21","61","14.75","0.17","0.17","0.06","0.34","0.4","1.15"
"","Liam Walsh","LW","CR","18.174","60","9","9","3","18","21","83","10.84","0.15","0.15","0.05","0.3","0.35","1.38"
"","Johnny McDermott","C","TC","20.337","60","7","11","3","18","21","85","8.24","0.12","0.18","0.05","0.3","0.35","1.42"
"","Jason Polin","C","CR","18.248","38","12","6","3","18","21","92","13.04","0.32","0.16","0.08","0.47","0.55","2.42"
"","Evan Dougherty","F","FGO/WAT","18.415","54","13","5","1","18","19","71","18.31","0.24","0.09","0.02","0.33","0.35","1.31"
"","Verners Egle","LW","MAD","18.292","47","12","6","1","18","19","71","16.9","0.26","0.13","0.02","0.38","0.4","1.51"
"","Joey Cassetti","F","WAT","18.547","44","8","10","0","18","18","57","14.04","0.18","0.23","0.0","0.41","0.41","1.3"
"","Nick Perbix","D","OMA","19.253","56","4","13","12","17","29","114","3.51","0.07","0.23","0.21","0.3","0.52","2.04"
"","Jake Wise","C","USA","17.547","18","9","8","11","17","28","39","23.08","0.5","0.44","0.61","0.94","1.56","2.17"
"","Wyatt Aamodt","LD","LIN","19.814","49","4","13","9","17","26","69","5.8","0.08","0.27","0.18","0.35","0.53","1.41"
"","Robert Herrman","F","GB","18.503","55","11","6","7","17","24","105","10.48","0.2","0.11","0.13","0.31","0.44","1.91"
"","Parker Ford","RW","SC","17.156","51","8","9","5","17","22","92","8.7","0.16","0.18","0.1","0.33","0.43","1.8"
"","Marc McLaughlin","C","CR","18.141","21","10","7","3","17","20","46","21.74","0.48","0.33","0.14","0.81","0.95","2.19"
"","Reed Lebster","RW","DM","18.533","55","9","8","1","17","18","83","10.84","0.16","0.15","0.02","0.31","0.33","1.51"
"","Brendan Walkom","LW","MAD","19.631","53","4","13","1","17","18","68","5.88","0.08","0.25","0.02","0.32","0.34","1.28"
"","Bryan Yoon","RD","TC","19.634","60","3","13","19","16","35","104","2.88","0.05","0.22","0.32","0.27","0.58","1.73"
"","Eero Teravainen","LD","LIN","18.525","60","4","12","17","16","33","113","3.54","0.07","0.2","0.28","0.27","0.55","1.88"
"","Chase Blackmun","RD","CR","18.456","55","4","12","9","16","25","97","4.12","0.07","0.22","0.16","0.29","0.45","1.76"
"","Khristian Acosta","RW","SF/CIL","19.365","43","6","10","9","16","25","60","10.0","0.14","0.23","0.21","0.37","0.58","1.4"
"","Marshall Rifai","LD","DM/OMA","19.502","50","5","11","8","16","24","64","7.81","0.1","0.22","0.16","0.32","0.48","1.28"
"","Nicholas Cardelli","RW","FGO/CR/YNG","20.277","49","7","9","8","16","24","79","8.86","0.14","0.18","0.16","0.33","0.49","1.61"
"","Mike Hardman","RW","DM","18.61","56","10","6","7","16","23","76","13.16","0.18","0.11","0.12","0.29","0.41","1.36"
"","Matias Maccelli","LW","DBQ","16.92","36","8","8","5","16","21","69","11.59","0.22","0.22","0.14","0.44","0.58","1.92"
"","Matthew Thomson","LW","CR/YNG","18.856","56","13","3","4","16","20","115","11.3","0.23","0.05","0.07","0.29","0.36","2.05"
"","Wojciech Stachowiak","F","CIL","18.193","38","9","7","3","16","19","79","11.39","0.24","0.18","0.08","0.42","0.5","2.08"
"","Colin Felix","RD","MAD","18.689","56","8","7","12","15","27","95","8.42","0.14","0.12","0.21","0.27","0.48","1.7"
