"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Shawn St. Amant","RW","HFD","21.824","26","1","3","0","4","4","20","5.0","0.04","0.12","0.0","0.15","0.15","0.77"
"","Wiley Sherman","D","PRO","23.313","38","2","2","0","4","4","27","7.41","0.05","0.05","0.0","0.11","0.11","0.71"
"","Matheson Iacopelli","LW","RFD","24.337","27","2","2","0","4","4","32","6.25","0.07","0.07","0.0","0.15","0.15","1.19"
"","Derek Grant","C","WBS","28.406","5","3","1","0","4","4","10","30.0","0.6","0.2","0.0","0.8","0.8","2.0"
"","Haydn Fleury","D","CHA","22.188","20","1","3","0","4","4","37","2.7","0.05","0.15","0.0","0.2","0.2","1.85"
"","Tanner Kaspick","C","SA","20.63","25","2","2","0","4","4","24","8.33","0.08","0.08","0.0","0.16","0.16","0.96"
"","Jordan Greenway","LW","IA","21.577","2","3","1","0","4","4","5","60.0","1.5","0.5","0.0","2.0","2.0","2.5"
"","Alex Kile","LW","HFD/UTI/LAV","24.187","19","4","0","0","4","4","11","36.36","0.21","0.0","0.0","0.21","0.21","0.58"
"","Duncan Siemens","D","MIL","25.022","26","2","2","0","4","4","19","10.53","0.08","0.08","0.0","0.15","0.15","0.73"
"","Cameron Brown","C","WBS","25.476","11","1","3","0","4","4","13","7.69","0.09","0.27","0.0","0.36","0.36","1.18"
"","Kevin Tansey","D","STK","25.561","11","2","2","0","4","4","15","13.33","0.18","0.18","0.0","0.36","0.36","1.36"
"","Jamie McGinn","LW","SPR","30.112","4","2","2","0","4","4","8","25.0","0.5","0.5","0.0","1.0","1.0","2.0"
"","Thomas Hickey","D","BRI","29.6","2","2","2","0","4","4","5","40.0","1.0","1.0","0.0","2.0","2.0","2.5"
"","Rob O'Gara","D","HFD","25.194","45","3","0","8","3","11","43","6.98","0.07","0.0","0.18","0.07","0.24","0.96"
"","Gabriel Carlsson","D","CLE","21.701","47","1","2","8","3","11","49","2.04","0.02","0.04","0.17","0.06","0.23","1.04"
"","Dillon Simpson","D","CLE","25.594","52","1","2","6","3","9","73","1.37","0.02","0.04","0.12","0.06","0.17","1.4"
"","Ashton Sautner","D","UTI","24.304","31","3","0","5","3","8","31","9.68","0.1","0.0","0.16","0.1","0.26","1.0"
"","Jake Walman","D","SA","22.569","46","1","2","5","3","8","88","1.14","0.02","0.04","0.11","0.07","0.17","1.91"
"","Joe Pendenza","C","MIL","27.814","20","2","1","5","3","8","25","8.0","0.1","0.05","0.25","0.15","0.4","1.25"
"","Andrew Nielsen","D","TOR/STK","21.838","30","0","3","4","3","7","30","0.0","0.0","0.1","0.13","0.1","0.23","1.0"
"","Tye McGinn","LW","CHI/MB","28.132","37","2","1","4","3","7","39","5.13","0.05","0.03","0.11","0.08","0.19","1.05"
"","Dalton Smith","LW","ROC","26.21","37","1","2","4","3","7","33","3.03","0.03","0.05","0.11","0.08","0.19","0.89"
"","Michael Prapavessis","D","CLE","22.689","24","1","2","3","3","6","18","5.56","0.04","0.08","0.12","0.12","0.25","0.75"
"","Spencer Smallman","RW","CHA","22.016","12","0","3","3","3","6","7","0.0","0.0","0.25","0.25","0.25","0.5","0.58"
"","Hunter Warner","D","IA","22.985","51","1","2","3","3","6","27","3.7","0.02","0.04","0.06","0.06","0.12","0.53"
"","Daniel Brickley","D","ONT","23.464","26","2","1","3","3","6","46","4.35","0.08","0.04","0.12","0.12","0.23","1.77"
"","Hubert Labrie","D","SYR","27.179","46","0","3","3","3","6","24","0.0","0.0","0.07","0.07","0.07","0.13","0.52"
"","Frank Corrado","D","TOR","25.473","35","2","1","3","3","6","60","3.33","0.06","0.03","0.09","0.09","0.17","1.71"
"","Dylan Blujus","D","UTI","24.647","32","1","2","3","3","6","39","2.56","0.03","0.06","0.09","0.09","0.19","1.22"
"","Nick Saracino","LW","BNG","26.569","20","3","0","3","3","6","24","12.5","0.15","0.0","0.15","0.15","0.3","1.2"
"","Brandon Hickey","D","ROC","22.423","28","2","1","2","3","5","35","5.71","0.07","0.04","0.07","0.11","0.18","1.25"
"","Tyler Randell","RW","ROC","27.253","28","3","0","2","3","5","17","17.65","0.11","0.0","0.07","0.11","0.18","0.61"
"","Libor Hajek","D","HFD","20.611","54","0","3","2","3","5","69","0.0","0.0","0.06","0.04","0.06","0.09","1.28"
"","Boston Leier","LW","BEL","25.186","28","1","2","2","3","5","19","5.26","0.04","0.07","0.07","0.11","0.18","0.68"
"","Juho Lammikko","C","SPR","22.629","14","1","2","2","3","5","37","2.7","0.07","0.14","0.14","0.21","0.36","2.64"
"","Joey Anderson","F","BNG","20.241","8","2","1","2","3","5","20","10.0","0.25","0.12","0.25","0.38","0.62","2.5"
"","Derek Hulak","LW","GR/HER","29.036","27","3","0","2","3","5","27","11.11","0.11","0.0","0.07","0.11","0.19","1.0"
"","Brady Norrish","D","TEX","25.443","13","1","2","2","3","5","12","8.33","0.08","0.15","0.15","0.23","0.38","0.92"
"","Chad Ruhwedel","D","WBS","28.359","5","1","2","2","3","5","7","14.29","0.2","0.4","0.4","0.6","1.0","1.4"
"","David Schlemko","D","LV/LAV","31.36","11","1","2","2","3","5","28","3.57","0.09","0.18","0.18","0.27","0.45","2.55"
"","Remi Elie","LW","ROC","23.417","7","3","0","2","3","5","15","20.0","0.43","0.0","0.29","0.43","0.71","2.14"
"","Sean Day","D","HFD","20.682","25","1","2","1","3","4","27","3.7","0.04","0.08","0.04","0.12","0.16","1.08"
"","Michael Paliotta","D","STK","25.443","30","0","3","1","3","4","41","0.0","0.0","0.1","0.03","0.1","0.13","1.37"
"","Alex Dostie","LW","SD","21.424","32","2","1","1","3","4","20","10.0","0.06","0.03","0.03","0.09","0.12","0.62"
"","Robbie Payne","C","TEX","25.342","19","1","2","1","3","4","22","4.55","0.05","0.11","0.05","0.16","0.21","1.16"
"","Josiah Didier","D","CHA","25.438","27","1","2","1","3","4","24","4.17","0.04","0.07","0.04","0.11","0.15","0.89"
"","Hayden Verbeek","C","LAV","20.912","28","1","2","1","3","4","26","3.85","0.04","0.07","0.04","0.11","0.14","0.93"
"","Matt Taormina","D","STK","31.905","24","0","3","1","3","4","39","0.0","0.0","0.12","0.04","0.12","0.17","1.62"
"","Joel Messner","D","PRO","24.515","20","1","2","1","3","4","24","4.17","0.05","0.1","0.05","0.15","0.2","1.2"
"","Sam Kurker","RW","ONT","24.439","15","2","1","1","3","4","22","9.09","0.13","0.07","0.07","0.2","0.27","1.47"
"","Jesse Puljujarvi","RW","BAK","20.359","4","2","1","1","3","4","17","11.76","0.5","0.25","0.25","0.75","1.0","4.25"
"","Tony Cameranesi","C","UTI","25.093","19","1","2","1","3","4","20","5.0","0.05","0.11","0.05","0.16","0.21","1.05"
"","Garret Ross","LW","MIL","26.306","12","2","1","1","3","4","6","33.33","0.17","0.08","0.08","0.25","0.33","0.5"
"","Victor Mete","D","LAV","20.192","7","1","2","1","3","4","8","12.5","0.14","0.29","0.14","0.43","0.57","1.14"
"","Maxime Fortier","RW","CLE","20.751","16","1","2","1","3","4","22","4.55","0.06","0.12","0.06","0.19","0.25","1.38"
"","Korbinian Holzer","D","SD","30.58","10","2","1","1","3","4","17","11.76","0.2","0.1","0.1","0.3","0.4","1.7"
"","John Stevens","F","BRI","24.414","8","2","1","1","3","4","14","14.29","0.25","0.12","0.12","0.38","0.5","1.75"
"","Martin Frk","RW","GR","24.945","2","1","2","1","3","4","2","50.0","0.5","1.0","0.5","1.5","2.0","1.0"
"","Trevor Hamilton","D","GR","23.499","14","1","2","0","3","3","12","8.33","0.07","0.14","0.0","0.21","0.21","0.86"
"","Domenic Alberga","F","TUC","26.133","16","1","2","0","3","3","19","5.26","0.06","0.12","0.0","0.19","0.19","1.19"
"","Tom Kuhnhackl","F","BRI","26.651","1","2","1","0","3","3","3","66.67","2.0","1.0","0.0","3.0","3.0","3.0"
"","Austin Wagner","LW","ONT","21.23","9","3","0","0","3","3","14","21.43","0.33","0.0","0.0","0.33","0.33","1.56"
"","Nick Moutrey","LW","RFD","23.228","37","1","2","0","3","3","39","2.56","0.03","0.05","0.0","0.08","0.08","1.05"
"","Josh Brown","D","SPR","24.649","22","3","0","0","3","3","20","15.0","0.14","0.0","0.0","0.14","0.14","0.91"
"","Karl Alzner","D","LAV","29.975","15","1","2","0","3","3","12","8.33","0.07","0.13","0.0","0.2","0.2","0.8"
"","Jonne Tammela","C","SYR","21.112","11","1","2","0","3","3","4","25.0","0.09","0.18","0.0","0.27","0.27","0.36"
"","David Pope","LW","GR","23.968","24","2","1","0","3","3","23","8.7","0.08","0.04","0.0","0.12","0.12","0.96"
"","Andrej Sustr","D","SD","27.795","25","0","3","0","3","3","42","0.0","0.0","0.12","0.0","0.12","0.12","1.68"
"","Tim McGauley","C","COL","23.149","8","1","2","0","3","3","8","12.5","0.12","0.25","0.0","0.38","0.38","1.0"
"","Anders Bjork","F","PRO","22.111","13","1","1","7","2","9","33","3.03","0.08","0.08","0.54","0.15","0.69","2.54"
"","Urho Vaakanainen","D","PRO","19.705","19","0","2","6","2","8","32","0.0","0.0","0.11","0.32","0.11","0.42","1.68"
"","Anton Lindholm","D","COL","23.795","38","0","2","5","2","7","50","0.0","0.0","0.05","0.13","0.05","0.18","1.32"
"","Deven Sideroff","RW","SD","21.421","20","0","2","4","2","6","19","0.0","0.0","0.1","0.2","0.1","0.3","0.95"
"","Zach Trotman","D","WBS","28.055","22","1","1","3","2","5","43","2.33","0.05","0.05","0.14","0.09","0.23","1.95"
"","Dysin Mayo","D","TUC","22.078","46","1","1","3","2","5","43","2.33","0.02","0.02","0.07","0.04","0.11","0.93"
"","Steve Oleksy","D","TOR/SD","32.611","26","2","0","3","2","5","30","6.67","0.08","0.0","0.12","0.08","0.19","1.15"
"","Sam Jardine","D","TOR","25.093","27","1","1","3","2","5","30","3.33","0.04","0.04","0.11","0.07","0.19","1.11"
"","Matt Lorito","F","BRI","28.203","3","1","1","3","2","5","4","25.0","0.33","0.33","1.0","0.67","1.67","1.33"
"","Brett Lernout","D","LAV","22.977","52","2","0","2","2","4","58","3.45","0.04","0.0","0.04","0.04","0.08","1.12"
"","Ryan Hitchcock","LW","BRI","22.462","20","0","2","2","2","4","22","0.0","0.0","0.1","0.1","0.1","0.2","1.1"
"","Mitch Hults","C","SD/SYR","23.839","11","1","1","2","2","4","17","5.88","0.09","0.09","0.18","0.18","0.36","1.55"
"","Sheldon Dries","C","COL","24.397","13","1","1","2","2","4","35","2.86","0.08","0.08","0.15","0.15","0.31","2.69"
"","Brian Cooper","D","MIL","24.871","19","0","2","2","2","4","18","0.0","0.0","0.11","0.11","0.11","0.21","0.95"
"","Josh Dickinson","C","COL","20.827","15","1","1","2","2","4","7","14.29","0.07","0.07","0.13","0.13","0.27","0.47"
"","Chaz Reddekopp","D","ONT","21.703","20","0","2","2","2","4","9","0.0","0.0","0.1","0.1","0.1","0.2","0.45"
"","Hunter Fejes","LW","MB/RFD","24.293","28","2","0","2","2","4","28","7.14","0.07","0.0","0.07","0.07","0.14","1.0"
"","Phelix Martineau","C","LAV","21.202","21","0","2","2","2","4","15","0.0","0.0","0.1","0.1","0.1","0.19","0.71"
"","Matt Gaudreau","RW","BRI","23.779","8","1","1","2","2","4","9","11.11","0.12","0.12","0.25","0.25","0.5","1.12"
"","Andrew Oglevie","C","ROC","23.579","16","2","0","1","2","3","22","9.09","0.12","0.0","0.06","0.12","0.19","1.38"
"","Tanner Pond","C","PRO","25.293","26","1","1","1","2","3","21","4.76","0.04","0.04","0.04","0.08","0.12","0.81"
"","Axel Jonsson-Fjallby","LW","HER","20.595","16","2","0","1","2","3","16","12.5","0.12","0.0","0.06","0.12","0.19","1.0"
"","Jonas Siegenthaler","D","HER","21.361","19","1","1","1","2","3","18","5.56","0.05","0.05","0.05","0.11","0.16","0.95"
"","Jake Dotchin","D","SD","24.48","11","2","0","1","2","3","20","10.0","0.18","0.0","0.09","0.18","0.27","1.82"
"","Chris Carlisle","D","PRO/GR/BEL","23.749","11","0","2","1","2","3","12","0.0","0.0","0.18","0.09","0.18","0.27","1.09"
"","Josh McArdle","D","RFD","24.356","13","1","1","1","2","3","12","8.33","0.08","0.08","0.08","0.15","0.23","0.92"
"","Steven Lorentz","LW","CHA","22.423","16","2","0","1","2","3","15","13.33","0.12","0.0","0.06","0.12","0.19","0.94"
"","Michael Bournival","LW","SYR","26.292","5","1","1","1","2","3","6","16.67","0.2","0.2","0.2","0.4","0.6","1.2"
"","Dalton Prout","D","STK","28.51","4","1","1","1","2","3","8","12.5","0.25","0.25","0.25","0.5","0.75","2.0"
"","Olivier Archambault","LW","SYR","25.578","7","0","2","1","2","3","4","0.0","0.0","0.29","0.14","0.29","0.43","0.57"
"","Colton Saucerman","D","UTI","26.363","15","1","1","1","2","3","10","10.0","0.07","0.07","0.07","0.13","0.2","0.67"
"","Jordan Schmaltz","D","SA","24.937","13","0","2","1","2","3","15","0.0","0.0","0.15","0.08","0.15","0.23","1.15"
"","Mark Cooper","RW","SA","26.306","10","2","0","1","2","3","13","15.38","0.2","0.0","0.1","0.2","0.3","1.3"
"","Jori Lehtera","C","LV","30.73","4","1","1","1","2","3","3","33.33","0.25","0.25","0.25","0.5","0.75","0.75"
"","Cam Maclise","C","MB","26.508","14","1","1","0","2","2","11","9.09","0.07","0.07","0.0","0.14","0.14","0.79"
"","Sam Lofquist","D","SA","28.504","9","1","1","0","2","2","9","11.11","0.11","0.11","0.0","0.22","0.22","1.0"
"","Daniel Ciampini","C","BEL","27.806","17","1","1","0","2","2","9","11.11","0.06","0.06","0.0","0.12","0.12","0.53"
"","Zach Frye","D","SJ","24.477","5","1","1","0","2","2","3","33.33","0.2","0.2","0.0","0.4","0.4","0.6"
"","Blake Siebenaler","D","CLE/WBS","22.549","18","1","1","0","2","2","24","4.17","0.06","0.06","0.0","0.11","0.11","1.33"
"","Miles Koules","RW","CLE","24.225","9","2","0","0","2","2","10","20.0","0.22","0.0","0.0","0.22","0.22","1.11"
"","Tariq Hammond","D","BNG","24.778","28","1","1","0","2","2","26","3.85","0.04","0.04","0.0","0.07","0.07","0.93"
"","Justin Falk","D","COL/BEL","29.928","11","1","1","0","2","2","16","6.25","0.09","0.09","0.0","0.18","0.18","1.45"
"","Jonathan Racine","D","BEL","25.301","8","1","1","0","2","2","4","25.0","0.12","0.12","0.0","0.25","0.25","0.5"
"","Justin Auger","RW","RFD/BEL","24.34","11","2","0","0","2","2","15","13.33","0.18","0.0","0.0","0.18","0.18","1.36"
"","Caleb Herbert","RW","COL","26.927","10","1","1","0","2","2","10","10.0","0.1","0.1","0.0","0.2","0.2","1.0"
"","Joona Koppanen","C","PRO","20.553","29","2","0","0","2","2","30","6.67","0.07","0.0","0.0","0.07","0.07","1.03"
"","Valentin Zykov","RW","CHA","23.338","6","2","0","0","2","2","6","33.33","0.33","0.0","0.0","0.33","0.33","1.0"
"","Charlie Sampair","C","SA","24.874","6","2","0","0","2","2","7","28.57","0.33","0.0","0.0","0.33","0.33","1.17"
"","Marco Roy","C","CHI/LAV","23.861","13","1","1","0","2","2","3","33.33","0.08","0.08","0.0","0.15","0.15","0.23"
"","Brian Ward","C","BNG","26.585","12","1","1","0","2","2","8","12.5","0.08","0.08","0.0","0.17","0.17","0.67"
"","Alex Krushelnyski","LW","LV","27.836","20","0","2","0","2","2","17","0.0","0.0","0.1","0.0","0.1","0.1","0.85"
"","Tyler Spezia","F","GR","25.274","8","1","1","0","2","2","7","14.29","0.12","0.12","0.0","0.25","0.25","0.88"
"","John Edwardh","RW","BNG","23.614","3","2","0","0","2","2","3","66.67","0.67","0.0","0.0","0.67","0.67","1.0"
"","Chris Collins","C","MB","26.41","9","2","0","0","2","2","7","28.57","0.22","0.0","0.0","0.22","0.22","0.78"
"","Michael Rasmussen","C","GR","19.414","3","2","0","0","2","2","5","40.0","0.67","0.0","0.0","0.67","0.67","1.67"
"","Martin Marincin","D","TOR","26.574","4","1","1","0","2","2","13","7.69","0.25","0.25","0.0","0.5","0.5","3.25"
"","Dale Weise","RW","LV","30.112","3","1","1","0","2","2","6","16.67","0.33","0.33","0.0","0.67","0.67","2.0"
"","Steven Kampfer","D","PRO","29.975","3","1","1","0","2","2","4","25.0","0.33","0.33","0.0","0.67","0.67","1.33"
"","Lee Stempniak","RW","PRO","35.612","2","1","1","0","2","2","3","33.33","0.5","0.5","0.0","1.0","1.0","1.5"
"","Keaton Thompson","D","SD","23.004","41","0","1","5","1","6","36","0.0","0.0","0.02","0.12","0.02","0.15","0.88"
"","Juuso Valimaki","D","STK","19.943","9","1","0","5","1","6","21","4.76","0.11","0.0","0.56","0.11","0.67","2.33"
"","Jimmy Oligny","D","CHI/MB","25.378","26","0","1","4","1","5","29","0.0","0.0","0.04","0.15","0.04","0.19","1.12"
"","Filip Sandberg","RW","SJ","24.148","8","1","0","4","1","5","13","7.69","0.12","0.0","0.5","0.12","0.62","1.62"
"","Tim Erixon","D","WBS","27.584","17","0","1","4","1","5","21","0.0","0.0","0.06","0.24","0.06","0.29","1.24"
"","Charles-David Beaudoin","D","MB","24.679","39","0","1","4","1","5","41","0.0","0.0","0.03","0.1","0.03","0.13","1.05"
"","Michal Cajkovsky","D","CHA","26.361","23","1","0","3","1","4","34","2.94","0.04","0.0","0.13","0.04","0.17","1.48"
"","James de Haas","D","LV","24.365","27","1","0","3","1","4","23","4.35","0.04","0.0","0.11","0.04","0.15","0.85"
"","Ryan Wagner","F","CHI","22.418","27","1","0","3","1","4","21","4.76","0.04","0.0","0.11","0.04","0.15","0.78"
"","Jacob Larsson","D","SD","21.38","15","0","1","3","1","4","21","0.0","0.0","0.07","0.2","0.07","0.27","1.4"
"","Ryan Scarfo","C","BEL/WBS","24.537","25","0","1","3","1","4","23","0.0","0.0","0.04","0.12","0.04","0.16","0.92"
"","Cliff Watson","D","UTI/STK/HER","24.734","14","0","1","2","1","3","10","0.0","0.0","0.07","0.14","0.07","0.21","0.71"
"","Michael Moravcik","D","LAV","23.773","20","1","0","2","1","3","22","4.55","0.05","0.0","0.1","0.05","0.15","1.1"
"","Troy Josephs","C","WBS","24.354","11","0","1","2","1","3","9","0.0","0.0","0.09","0.18","0.09","0.27","0.82"
"","Joonas Lyytinen","D","MIL","23.45","20","0","1","2","1","3","9","0.0","0.0","0.05","0.1","0.05","0.15","0.45"
"","Filip Pyrochta","D","MIL","22.226","24","0","1","2","1","3","20","0.0","0.0","0.04","0.08","0.04","0.12","0.83"
"","Drake Rymsha","C","ONT","20.077","24","1","0","2","1","3","11","9.09","0.04","0.0","0.08","0.04","0.12","0.46"
"","Grayson Downing","C","COL","26.41","13","1","0","2","1","3","10","10.0","0.08","0.0","0.15","0.08","0.23","0.77"
"","Matthew Weis","C","CHI","23.316","37","1","0","2","1","3","28","3.57","0.03","0.0","0.05","0.03","0.08","0.76"
"","Luke Green","D","MB","20.674","11","1","0","2","1","3","12","8.33","0.09","0.0","0.18","0.09","0.27","1.09"
"","Macoy Erkamps","D","WBS","23.617","19","0","1","2","1","3","13","0.0","0.0","0.05","0.11","0.05","0.16","0.68"
"","Jalen Chatfield","D","UTI","22.333","22","0","1","1","1","2","26","0.0","0.0","0.05","0.05","0.05","0.09","1.18"
"","Griffen Molino","LW","TOR","24.649","21","1","0","1","1","2","15","6.67","0.05","0.0","0.05","0.05","0.1","0.71"
"","Jamie Devane","LW","ONT","27.568","16","1","0","1","1","2","9","11.11","0.06","0.0","0.06","0.06","0.12","0.56"
"","Radel Fazleev","C","LV","22.689","15","0","1","1","1","2","11","0.0","0.0","0.07","0.07","0.07","0.13","0.73"
"","Jake Marchment","C","SD","23.324","5","0","1","1","1","2","1","0.0","0.0","0.2","0.2","0.2","0.4","0.2"
"","Pontus Aberg","RW","SD","24.978","2","1","0","1","1","2","9","11.11","0.5","0.0","0.5","0.5","1.0","4.5"
"","Blake Hillman","D","RFD","22.637","38","0","1","1","1","2","44","0.0","0.0","0.03","0.03","0.03","0.05","1.16"
"","Julien Nantel","LW","COL","22.024","27","0","1","1","1","2","33","0.0","0.0","0.04","0.04","0.04","0.07","1.22"
"","Gustav Forsling","D","RFD","22.259","5","0","1","1","1","2","9","0.0","0.0","0.2","0.2","0.2","0.4","1.8"
"","Robby Fabbri","C","SA","22.648","3","1","0","1","1","2","10","10.0","0.33","0.0","0.33","0.33","0.67","3.33"
"","Phil Di Giuseppe","LW","CHA/MIL","24.934","7","0","1","1","1","2","13","0.0","0.0","0.14","0.14","0.14","0.29","1.86"
"","Stephen Gionta","F","BRI","34.936","17","1","0","1","1","2","17","5.88","0.06","0.0","0.06","0.06","0.12","1.0"
"","Micheal Haley","LW","SPR","32.463","2","1","0","1","1","2","3","33.33","0.5","0.0","0.5","0.5","1.0","1.5"
"","Dean Kukan","D","CLE","25.189","5","1","0","1","1","2","14","7.14","0.2","0.0","0.2","0.2","0.4","2.8"
"","Simon Despres","D","LAV","27.138","5","1","0","1","1","2","3","33.33","0.2","0.0","0.2","0.2","0.4","0.6"
"","Otto Somppi","C","SYR","20.674","21","1","0","1","1","2","6","16.67","0.05","0.0","0.05","0.05","0.1","0.29"
"","Brad McClure","RW","TEX","25.09","8","1","0","1","1","2","22","4.55","0.12","0.0","0.12","0.12","0.25","2.75"
"","Connor Carrick","D","TEX","24.425","4","1","0","1","1","2","13","7.69","0.25","0.0","0.25","0.25","0.5","3.25"
"","Andrej Sekera","D","BAK","32.272","5","0","1","1","1","2","7","0.0","0.0","0.2","0.2","0.2","0.4","1.4"
"","Dennis Cholowski","D","GR","20.581","2","0","1","1","1","2","2","0.0","0.0","0.5","0.5","0.5","1.0","1.0"
"","Kevin Roy","LW","SD","25.323","2","0","1","1","1","2","4","0.0","0.0","0.5","0.5","0.5","1.0","2.0"
"","Calvin Thurkauf","C","CLE","21.219","18","1","0","0","1","1","17","5.88","0.06","0.0","0.0","0.06","0.06","0.94"
"","Emerson Clark","LW","TOR","25.745","6","1","0","0","1","1","4","25.0","0.17","0.0","0.0","0.17","0.17","0.67"
"","Alex Gallant","LW","CHI","25.769","26","1","0","0","1","1","15","6.67","0.04","0.0","0.0","0.04","0.04","0.58"
"","Kevin Gravel","D","BAK","26.528","5","0","1","0","1","1","8","0.0","0.0","0.2","0.0","0.2","0.2","1.6"
"","Emerson Etem","RW","ONT","26.248","9","1","0","0","1","1","11","9.09","0.11","0.0","0.0","0.11","0.11","1.22"
"","Oleg Sosunov","D","SYR","20.425","9","1","0","0","1","1","6","16.67","0.11","0.0","0.0","0.11","0.11","0.67"
"","Petrus Palmu","F","UTI","21.167","12","0","1","0","1","1","13","0.0","0.0","0.08","0.0","0.08","0.08","1.08"
"","J.J. Piccinich","RW","TOR","22.259","6","0","1","0","1","1","4","0.0","0.0","0.17","0.0","0.17","0.17","0.67"
"","Matt Finn","D","HFD/GR","24.556","6","1","0","0","1","1","4","25.0","0.17","0.0","0.0","0.17","0.17","0.67"
"","Andrew O'Brien","D","STK","25.816","9","1","0","0","1","1","14","7.14","0.11","0.0","0.0","0.11","0.11","1.56"
"","Tim Clifton","C","SJ","26.317","7","0","1","0","1","1","5","0.0","0.0","0.14","0.0","0.14","0.14","0.71"
"","Kevin Klima","C","TUC","21.279","4","0","1","0","1","1","2","0.0","0.0","0.25","0.0","0.25","0.25","0.5"
"","Brett Gallant","LW","CLE","29.715","17","1","0","0","1","1","11","9.09","0.06","0.0","0.0","0.06","0.06","0.65"
"","Elgin Pearce","C","TEX","26.604","5","1","0","0","1","1","8","12.5","0.2","0.0","0.0","0.2","0.2","1.6"
"","Stephen Perfetto","C","SA","27.124","14","1","0","0","1","1","14","7.14","0.07","0.0","0.0","0.07","0.07","1.0"
"","Danick Martel","LW","SYR","23.76","4","0","1","0","1","1","8","0.0","0.0","0.25","0.0","0.25","0.25","2.0"
"","Jagger Dirk","D","UTI","25.367","9","0","1","0","1","1","4","0.0","0.0","0.11","0.0","0.11","0.11","0.44"
"","Dylan Sadowy","LW","GR","22.454","13","1","0","0","1","1","18","5.56","0.08","0.0","0.0","0.08","0.08","1.38"
"","Travis Boyd","C","HER","25.003","2","0","1","0","1","1","1","0.0","0.0","0.5","0.0","0.5","0.5","0.5"
"","Reid Gardiner","RW","UTI","22.656","6","0","1","0","1","1","4","0.0","0.0","0.17","0.0","0.17","0.17","0.67"
"","Maxime Comtois","LW","SD","19.686","4","1","0","0","1","1","3","33.33","0.25","0.0","0.0","0.25","0.25","0.75"
"","Richard Clune","LW","TOR","31.393","8","1","0","0","1","1","2","50.0","0.12","0.0","0.0","0.12","0.12","0.25"
"","Kevin Ekman-Larsson","D","TUC","23.636","14","0","1","0","1","1","3","0.0","0.0","0.07","0.0","0.07","0.07","0.21"
"","Giorgio Estephan","RW","TOR","21.613","3","0","1","0","1","1","3","0.0","0.0","0.33","0.0","0.33","0.33","1.0"
"","Ryan Culkin","D","LAV","24.751","5","1","0","0","1","1","9","11.11","0.2","0.0","0.0","0.2","0.2","1.8"
"","Scott Moldenhauer","D","SD","24.354","7","0","1","0","1","1","1","0.0","0.0","0.14","0.0","0.14","0.14","0.14"
"","Justin Woods","D","MB","24.589","6","0","1","0","1","1","3","0.0","0.0","0.17","0.0","0.17","0.17","0.5"
"","Gabe Vilardi","F","ONT","19.083","4","0","1","0","1","1","6","0.0","0.0","0.25","0.0","0.25","0.25","1.5"
"","Jake Linhart","D","HER","22.662","5","0","1","0","1","1","1","0.0","0.0","0.2","0.0","0.2","0.2","0.2"
"","Austin Carroll","RW","MB","24.474","7","1","0","0","1","1","6","16.67","0.14","0.0","0.0","0.14","0.14","0.86"
"","Grant Besse","RW","HER","24.173","7","1","0","0","1","1","14","7.14","0.14","0.0","0.0","0.14","0.14","2.0"
"","Morgan Adams-Moisan","RW","LAV","21.528","5","1","0","0","1","1","3","33.33","0.2","0.0","0.0","0.2","0.2","0.6"
"","Mike Huntebrinker","F","LV","26.205","20","1","0","0","1","1","20","5.0","0.05","0.0","0.0","0.05","0.05","1.0"
"","Nic Kerdiles","LW","MB","24.677","3","0","1","0","1","1","4","0.0","0.0","0.33","0.0","0.33","0.33","1.33"
"","Ty Ronning","RW","HFD","20.904","8","1","0","0","1","1","12","8.33","0.12","0.0","0.0","0.12","0.12","1.5"
"","Nolan Vesey","C","BAK","23.469","6","0","1","0","1","1","6","0.0","0.0","0.17","0.0","0.17","0.17","1.0"
"","Tobias Geisser","D","HER","19.59","31","0","1","0","1","1","14","0.0","0.0","0.03","0.0","0.03","0.03","0.45"
"","Steve McParland","LW","SD","27.587","5","1","0","0","1","1","4","25.0","0.2","0.0","0.0","0.2","0.2","0.8"
"","Joey Leach","D","HER","26.629","17","0","1","0","1","1","16","0.0","0.0","0.06","0.0","0.06","0.06","0.94"
"","Conor Riley","F","BNG","25.936","2","1","0","0","1","1","3","33.33","0.5","0.0","0.0","0.5","0.5","1.5"
"","Jared VanWormer","RW","MIL","26.021","4","0","1","0","1","1","2","0.0","0.0","0.25","0.0","0.25","0.25","0.5"
"","Judd Peterson","RW","ROC","24.967","2","1","0","0","1","1","1","100.0","0.5","0.0","0.0","0.5","0.5","0.5"
"","Scott Savage","D","MIL","23.431","15","0","1","0","1","1","14","0.0","0.0","0.07","0.0","0.07","0.07","0.93"
"","Brandon Davidson","D","RFD","27.07","5","1","0","0","1","1","9","11.11","0.2","0.0","0.0","0.2","0.2","1.8"
"","Tom Sestito","LW","TOR","30.966","3","1","0","0","1","1","3","33.33","0.33","0.0","0.0","0.33","0.33","1.0"
"","Casey Nelson","D","ROC","26.161","5","0","1","0","1","1","8","0.0","0.0","0.2","0.0","0.2","0.2","1.6"
"","Jonny Brodzinski","RW","ONT","25.241","2","1","0","0","1","1","5","20.0","0.5","0.0","0.0","0.5","0.5","2.5"
