"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Ryan Gardiner","D","MJ","19.554","17","0","0","2","0","2","0.0","0.0","0.12","0.0","0.12"
"","Tyler Brown","D","VAN","19.59","16","0","0","2","0","2","0.0","0.0","0.12","0.0","0.12"
"","Bryce Platt","LW","CGY","18.33","2","0","0","1","0","1","0.0","0.0","0.5","0.0","0.5"
"","Tylor Ludwar","D","KAM","17.011","19","0","0","1","0","1","0.0","0.0","0.05","0.0","0.05"
"","Jaxan Kaluski","LW","MJ","17.388","16","0","0","1","0","1","0.0","0.0","0.06","0.0","0.06"
"","Lane Kirk","D","PA","16.321","3","0","0","1","0","1","0.0","0.0","0.33","0.0","0.33"
"","Dylan Williamson","LW","PA","18.689","8","0","0","1","0","1","0.0","0.0","0.12","0.0","0.12"
"","Owen Blocker","C","SC","16.463","44","0","0","1","0","1","0.0","0.0","0.02","0.0","0.02"
"","Matthew Stanley","LD","SC","18.599","51","0","0","1","0","1","0.0","0.0","0.02","0.0","0.02"
"","Jackson van de Leest","D","CGY","15.253","7","0","0","1","0","1","0.0","0.0","0.14","0.0","0.14"
"","Cameron MacPhee","D","MH","17.334","16","0","0","1","0","1","0.0","0.0","0.06","0.0","0.06"
"","Jayden Davis","LW","LET","16.838","4","0","0","1","0","1","0.0","0.0","0.25","0.0","0.25"
"","Seth Bafaro","D","TC","16.334","28","0","0","1","0","1","0.0","0.0","0.04","0.0","0.04"
"","Liam Kindree","RW","KEL","16.704","7","0","0","1","0","1","0.0","0.0","0.14","0.0","0.14"
"","Austin King-Cunningham","D","VAN","16.225","3","0","0","1","0","1","0.0","0.0","0.33","0.0","0.33"
"","Brendan Kochanski","LW","PG","18.358","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jeremy Masella","D","VIC","17.58","28","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bowen Byram","D","VAN","15.258","11","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Gunnar Wegleitner","RW","VIC","18.363","12","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dino Kambeitz","RW","VIC","16.641","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Duncan Campbell","C","BDN","20.011","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Blake  Jameson","D","BDN","18.423","27","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Owen Williams","D","REG","15.97","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cody Thompson","D","PA","17.399","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Noah King","LD","SC","17.208","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chasetan Braid","C","SAS","19.228","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brayden Brown","C","CGY","19.278","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Loeden Schaufler","D","KTN","16.386","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Riley Shamray","D","LET","18.673","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nick Watson","D","LET","17.15","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ben Hiltz","C","RD","17.098","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Quinn Martin","LW","RD","17.52","20","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Austin Schellenberg","C","RD","16.121","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Austin Shmoorkoff","D","RD","19.362","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tate Coughlin","RW","KEL","19.149","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Keith Anderson","RW","EVT/VIC","19.412","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jonas Harkins","D","PG","15.721","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Adam Herold","D","PA","15.428","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bobby Russell","D","KTN","16.482","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jared Legien","LW","KTN","18.037","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan King","LD","LET","16.983","14","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Landon Fuller","D","TC","17.167","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mackenzie Dwyer","D","EVT","19.576","13","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brodi Stuart","LW","KAM","16.518","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Sasha Mutala","RW","TC","15.362","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Colten Gerlib","RD","TC","17.205","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Evgeni Astrouski","LW","PA","17.586","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Gianni Fairbrother","D","EVT","15.959","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Logan Barlage","C","SC","15.688","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tate Popple","C","MJ","16.537","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Josh Baker","RW","SC","16.97","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nolan Jones","D","LET","15.39","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyler Smithies","LW","MJ","16.137","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chase Lowry","C","RD","16.345","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bryce Bader","LW","CGY","15.384","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matthew Benson","D","MJ","15.809","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Scott Atkinson","C","EDM","16.192","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Rhett Rhinehart","D","PA","14.801","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matthew Mosher","RW","SAS","16.386","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kaedan Korczak","D","KEL","15.628","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ben McCartney","LW","BDN","15.176","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Evan Patrician","C","VAN","15.423","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kaleb Bulych","D","VAN","16.641","12","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Browne","C","EVT","15.368","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Wyatt Bear","RW","SEA","17.375","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brandon Machado","C","SAS","16.441","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dawson Butt","RW","EVT","16.104","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zach Huber","C","CGY","16.622","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jake Lee","D","SEA","15.176","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyler Strath","D","LET","16.31","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cody Savey","RW","SEA","15.146","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jayden Platz","D","EDM","16.362","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cole Muir","C","REG","15.584","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Max Kryski","LW","PG","16.367","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kjell Kjemhus","LW","REG","15.453","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Terretta","D","SEA","16.564","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Quinton Waitzner","C","SC","16.671","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nikita Krivokrasov","RW","PA","15.729","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyler Carpendale","LW","SEA","16.638","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Aiden Mucenski","LD","BDN","16.835","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Regnier","RW","SC","16.019","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Aidan Barfoot","RW","VAN","15.291","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Shawn Harke","C","LET","16.586","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Braden Schneider","D","BDN","14.987","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Payton McIsaac","D","SAS","15.721","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Koletrane Wilson","D","LET","17.041","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Devan Harrison","D","KAM","16.693","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
