"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","G/GP","A1/GP","A2/GP","P1/GP","P/GP"
"","Tyler Jette","D","TC","19.357","5","1","0","0","1","1","0.2","0.0","0.0","0.2","0.2"
"","Ozzy Wiesblatt","RW","PA","15.521","1","1","0","0","1","1","1.0","0.0","0.0","1.0","1.0"
"","Luke Prokop","D","CGY","15.362","14","0","0","2","0","2","0.0","0.0","0.14","0.0","0.14"
"","Zach Russell","LW","BDN","18.27","1","0","0","1","0","1","0.0","0.0","1.0","0.0","1.0"
"","Marcus Kichton","D","VAN","18.683","34","0","0","1","0","1","0.0","0.0","0.03","0.0","0.03"
"","Kyle Yewchuk","D","LET","19.447","8","0","0","1","0","1","0.0","0.0","0.12","0.0","0.12"
"","Erik Miller","RW","KAM","18.525","7","0","0","1","0","1","0.0","0.0","0.14","0.0","0.14"
"","Riley Bruce","D","EVT","18.448","5","0","0","1","0","1","0.0","0.0","0.2","0.0","0.2"
"","Jonas Harkins","D","REG/PG","16.72","21","0","0","1","0","1","0.0","0.0","0.05","0.0","0.05"
"","Peter Kope","D","PG","18.464","5","0","0","1","0","1","0.0","0.0","0.2","0.0","0.2"
"","Nolan Orzeck","D","KTN","16.567","8","0","0","1","0","1","0.0","0.0","0.12","0.0","0.12"
"","Tanner Brown","D","VAN","14.894","6","0","0","1","0","1","0.0","0.0","0.17","0.0","0.17"
"","Liam Belcourt","LD","TC","17.213","16","0","0","1","0","1","0.0","0.0","0.06","0.0","0.06"
"","Tyus Gent","C","VIC","16.655","5","0","0","1","0","1","0.0","0.0","0.2","0.0","0.2"
"","Jack Finley","C","SPO","15.037","7","0","0","1","0","1","0.0","0.0","0.14","0.0","0.14"
"","Nolan Jones","D","LET","16.389","9","0","0","1","0","1","0.0","0.0","0.11","0.0","0.11"
"","Zak Smith","LW","RD","16.31","11","0","0","1","0","1","0.0","0.0","0.09","0.0","0.09"
"","Kaden Reinders","D","VIC","15.622","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Corson Hopwo","C","MH","16.348","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cayde Augustine","D","KEL","15.946","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Josh Pillar","C","KAM","15.584","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cordel Larson","RW","SPO","16.373","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Brendan Boyle","C","PG","16.447","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Joel Sexsmith","D","VAN","15.425","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ty Yoder","C","VIC","15.242","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jonathon Lambos","D","BDN","16.668","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Phare","RW","PG","15.491","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Krz Plummer","LW","VAN","15.587","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Rowland","C","RD","14.976","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jordan Chudley","D","KTN","16.594","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Eli Liefers","C","KTN","17.473","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Zachary Ashton","D","SAS","16.597","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dallon Wilton","RW","KEL","16.381","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cohner Saleski","RW","PA","15.669","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Austin King-Cunningham","D","TC/VAN","17.224","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Lynden McCallum","RW","BDN","17.638","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Parker Gavlas","D","REG","18.286","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cody Paivarinta","D","PA","19.258","14","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Drew Warkentine","C","PA","18.979","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kolby Johnson","LW","PA","19.346","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jakob LaPointe","D","CGY","19.321","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Shane Collins","D","PG","20.567","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Adam Beckman","C","SPO","16.351","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Artyom Baltruk","RW","EDM","18.369","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor Lyons","LW","LET","17.958","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Quinn Schmiemann","D","KAM","16.148","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyson Feist","D","SPO","16.668","8","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cade McNelly","D","SEA","15.913","15","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Mark Liwiski","C","EVT","16.104","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jordan Dawson","D","EDM","19.549","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jake Hobson","D","SC","18.128","9","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Aiden Mucenski","LD","BDN","17.835","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chase Lowry","C","RD","17.345","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyler Lowe","D","PA","16.98","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jaxon Steele","C","MH","17.148","17","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Samuel Stewart","LD","TC","17.216","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jake Toporowski","D","SPO","19.571","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tanner Mole","RW","SC","18.445","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kelvin Hair","D","KEL","17.331","30","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jordan Roy","LW","RD","19.018","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle Crosbie","C","KEL","16.573","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Aidan De La Gorgendiere","D","SAS","15.562","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nick Cicek","D","POR","17.298","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Christian Reimer","D","SC","17.627","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Logan Doust","C","SAS","16.386","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyler Adams","LW","SEA","20.43","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tyrel Bauer","D","SEA","15.483","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Neithan Salame","D","BDN","16.704","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Parker Hendren","D","VAN","16.482","10","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Payton McIsaac","D","SAS","16.72","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Connor McClennon","LW","KTN","15.226","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Nick McCarry","C","MH","16.236","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dawson Martin","LW","RD","19.623","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Drae Gardiner","D","MJ","16.6","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matthew Sanders","D","MJ","16.674","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Noah Boyko","C","LET","15.048","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Justin Sourdif","C","VAN","15.48","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Remy Aquilon","LD","VIC","16.531","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Greyson Stewart","C","SC","16.061","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Justin Svenson","RW","RD","16.422","18","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ben King","RW","SC","15.338","7","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Chad Nychuk","D","BDN","16.529","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cole  Beamin","D","PG","15.929","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Adam Herold","D","PA","16.427","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Evan Patrician","C","VAN","16.422","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Devan Klassen","D","CGY","16.332","9","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Kyle Crnkovic","LW","SAS","15.595","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ethan Mack","RW","SAS","16.052","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jaydon Dureau","LW","POR","16.652","6","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Carter Spenst","D","SC","16.178","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Cody Savey","RW","SEA","16.145","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Raphael Pelletier","C","EDM","15.491","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jakin Smallwood","C","KTN","16.649","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Alex Cotton","D","LET","16.345","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Holden Kodak","LW","KTN","16.381","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Bryce Bader","LW","CGY","16.384","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Aidan Lawson","D","EDM","16.403","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Eric Van Impe","D","MH","15.888","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Logan Dowhaniuk","D","EDM","15.239","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Dylan Anderson","D","EVT","14.897","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Gage Goncalves","C","EVT","16.663","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Tom Cadieux","RD","TC","15.012","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matthew Mosher","RW","SAS/PG","17.386","18","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Matthew Culling","C","EDM","16.501","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Jacob Boucher","LW","LET","15.488","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Ryder Korczak","C","CGY","14.979","3","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Blake Stevenson","RW","TC","16.674","5","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Spencer Bast","RW","MJ","20.693","1","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Edge Lambert","RW","PG","16.039","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Keegan Craik","LW","PG","16.31","2","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
"","Hayden Clayton","RW","LET","17.503","4","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0"
