"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Skylar Gutierrez","F","MAD","17.397","39","0","0","1","0","1","16","0.0","0.0","0.0","0.03","0.0","0.03","0.41"
"","Brenden Olson","F","SF","17.909","11","0","0","1","0","1","7","0.0","0.0","0.0","0.09","0.0","0.09","0.64"
"","CJ Walker","RW","OMA","19.401","4","0","0","1","0","1","1","0.0","0.0","0.0","0.25","0.0","0.25","0.25"
"","Connor Kelley","D","USA","16.625","21","0","0","1","0","1","10","0.0","0.0","0.0","0.05","0.0","0.05","0.48"
"","Marshall Walker","D","LIN","17.531","28","0","0","1","0","1","9","0.0","0.0","0.0","0.04","0.0","0.04","0.32"
"","Caden Villegas","RW","CIL","17.569","6","0","0","1","0","1","0","0.0","0.0","0.0","0.17","0.0","0.17","0.0"
"","Kyle Bettens","F","FGO","17.2","8","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.25"
"","Cole Oravitz","D","MAD","16.091","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Artyom Borschyov","D","TC","18.065","10","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Jonathan Young","F","YNG","18.229","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Timothy Clifton","F","CHI","20.559","12","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.58"
"","Brehdan Engum","D","CIL","18.098","10","0","0","0","0","0","10","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Marko Reifenberger","F","SF","19.655","23","0","0","0","0","0","27","0.0","0.0","0.0","0.0","0.0","0.0","1.17"
"","Kyle Schroeder","F","SF","17.692","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","Sean Bunting","LW","SC","18.314","30","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.23"
"","Tamirlan Gaitamirov","D","FGO","18.062","28","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.14"
"","Kyle Koopman","D","WAT","20.376","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Nolan McElhaney","D","OMA","19.401","7","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.86"
"","Cooper Fensterstock","F","OMA","17.966","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ben Perkins","F","OMA","19.442","9","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.44"
"","Colin Schmidt","F","WAT","18.692","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jeremy Jacques","D","WAT","17.561","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Ben Sanderson","LW","DBQ","18.196","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Leo Bacallao","RW","MAD","16.989","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jake Hale","RW","SC","17.325","17","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.29"
"","sam huff","F","GB","2017.703","1","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"","Aidan Thompson","F","LIN","16.573","6","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Sam Colangelo","F","CHI","16.72","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Mac Wiseman","D","TC","18.1","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Blake Biondi","F","USA","16.395","2","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","2.5"
"","Camden Thiesing","F","GB","17.473","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Sam Skinner","D","FGO","17.46","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Dalton Norris","D","USA","16.964","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Alexander Trombley","F","CIL/USA","17.342","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Joey Musa","F","OMA","18.262","7","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ian Pierce","D","DBQ","17.64","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","Tanner Kelly","F","MUS","16.348","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67"
"","Cade Lemmer","F","YNG","16.657","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Darian Gotz","D","CR","17.906","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Stephen Davis","D","MAD","16.682","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Mark Estapa","F","TC","16.671","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Carter Mazur","F","TC/USA","16.469","2","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","2.5"
"","Michael Cameron","F","USA/OMA","16.145","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Frank Dovorany","D","OMA","17.468","19","0","0","0","0","0","13","0.0","0.0","0.0","0.0","0.0","0.0","0.68"
"","McKade Webster","LW","GB","18.133","2","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"","Max Bronstine","D","CIL","16.666","5","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ben Steeves","F","LIN","16.351","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Dominic James","F","LIN","16.203","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Matthew Knies","F","TC","15.913","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Christian Felton","D","MAD","18.612","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Caleb Price","D","SF/TC","18.448","6","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.83"
"","Jack Brackett","F","CR","17.706","5","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.8"
"","Cooper Jones","D","CR","20.269","5","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.8"
"","Michael Brown","D","YNG","17.451","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Owen Michaels","F","LIN/USA","2017.703","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Ryan Beck","F","DBQ","16.058","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Nicholas Kent","D","GB","17.618","13","0","0","0","0","0","10","0.0","0.0","0.0","0.0","0.0","0.0","0.77"
"","Jack Conroy","F","MAD","18.325","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Jaxon Ezman","F","MAD","15.732","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Alex Pollock","F","FGO","19.513","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Kyle Aucoin","D","TC","16.206","6","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","1.17"
"","Spencer Smith","F","CHI","16.323","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Levi Stauber","LW","DBQ","18.664","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Noah Ellis","D","DM","16.619","6","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Creighton McMahon","F","OMA","17.64","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Alex Laferriere","F","DM","16.882","4","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","1.75"
"","Victor Mancini","D","SF","16.307","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Ethan DeStefani","F","YNG","19.579","14","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Philipp Mass","D","CIL","17.958","10","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","Jackson LaCombe","D","CHI","17.681","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Tanner Dickerson","F","GB","16.531","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Nick Kent","D","GB","2017.703","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Tomas Vochozka","F","CIL","18.861","10","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Joshua Barnes","F","CIL","15.967","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Kobe Pane","D","CIL","16.378","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jackson Nieuwendyk","F","CIL","2017.703","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Greg Japchen","D","MAD","16.745","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Matt Basgall","D","OMA","16.082","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Ole Holm","D","TC","16.315","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jeffrey Bertrand","F","SF","17.35","3","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Hank Kempf","D","MUS","16.419","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","tiernan shoudy","F","DM","2017.703","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
