"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Joe Berg","RW","OMA","16.942","7","1","0","0","1","1","4","25.0","0.14","0.0","0.0","0.14","0.14","0.57"
"","Caleb Everett","RD","MUS","16.655","2","0","1","0","1","1","0","0.0","0.0","0.5","0.0","0.5","0.5","0.0"
"","Ryan O'Reilly","RW","MAD","16.488","7","0","1","0","1","1","4","0.0","0.0","0.14","0.0","0.14","0.14","0.57"
"","Skyler Brind'Amour","F","USA","17.139","8","1","0","0","1","1","10","10.0","0.12","0.0","0.0","0.12","0.12","1.25"
"","Tyler Carpenter","C","OMA","16.052","3","1","0","0","1","1","4","25.0","0.33","0.0","0.0","0.33","0.33","1.33"
"","Colin Baird","LD","DM","17.235","3","0","1","0","1","1","1","0.0","0.0","0.33","0.0","0.33","0.33","0.33"
"","Nick Leivermann","LD","BLM","18.004","8","1","0","0","1","1","16","6.25","0.12","0.0","0.0","0.12","0.12","2.0"
"","Mark Cheremeta","F","MUS","17.18","3","1","0","0","1","1","1","100.0","0.33","0.0","0.0","0.33","0.33","0.33"
"","Calvin Dybicz","D","CR","16.167","5","0","1","0","1","1","4","0.0","0.0","0.2","0.0","0.2","0.2","0.8"
"","Brad Belisle","C","FGO/DM","18.637","43","0","0","3","0","3","19","0.0","0.0","0.0","0.07","0.0","0.07","0.44"
"","Samuel Fuss","RD","CR","19.308","34","0","0","3","0","3","16","0.0","0.0","0.0","0.09","0.0","0.09","0.47"
"","DJ King","LD","USA","16.107","32","0","0","2","0","2","12","0.0","0.0","0.0","0.06","0.0","0.06","0.38"
"","Michael Higgins","RD","OMA","16.444","53","0","0","2","0","2","27","0.0","0.0","0.0","0.04","0.0","0.04","0.51"
"","Ondrej Kachyna","D","CHI","18.38","12","0","0","2","0","2","7","0.0","0.0","0.0","0.17","0.0","0.17","0.58"
"","Paul O'Connor","RD","GB","20.589","12","0","0","1","0","1","9","0.0","0.0","0.0","0.08","0.0","0.08","0.75"
"","Justin Dixson","LW","TC","18.363","5","0","0","1","0","1","9","0.0","0.0","0.0","0.2","0.0","0.2","1.8"
"","Johnny DeRoche","C","CR","18.232","10","0","0","1","0","1","17","0.0","0.0","0.0","0.1","0.0","0.1","1.7"
"","Pavel Tkachkov","C","CR","17.947","9","0","0","1","0","1","9","0.0","0.0","0.0","0.11","0.0","0.11","1.0"
"","Ethan DeStefani","F","WAT","17.58","5","0","0","1","0","1","2","0.0","0.0","0.0","0.2","0.0","0.2","0.4"
"","Peter Tabor","LD","WAT","16.816","9","0","0","1","0","1","5","0.0","0.0","0.0","0.11","0.0","0.11","0.56"
"","Adam Robbins","RW","CHI","16.427","1","0","0","1","0","1","0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"","Ryan Savage","C","FGO","16.46","6","0","0","1","0","1","3","0.0","0.0","0.0","0.17","0.0","0.17","0.5"
"","Xan Gurney","LD","CHI","16.301","1","0","0","1","0","1","0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"","Jack Rathbone","D","YNG","17.325","4","0","0","1","0","1","5","0.0","0.0","0.0","0.25","0.0","0.25","1.25"
"","Josh Ess","D","CR","17.454","2","0","0","1","0","1","3","0.0","0.0","0.0","0.5","0.0","0.5","1.5"
"","Andrew Nedeljkovic","RW","OMA","17.66","2","0","0","1","0","1","1","0.0","0.0","0.0","0.5","0.0","0.5","0.5"
"","Hunter Johannes","LW","LIN","18.147","1","0","0","1","0","1","0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"","Morgan Barron","LW","SC","17.788","5","0","0","0","0","0","13","0.0","0.0","0.0","0.0","0.0","0.0","2.6"
"","William Brannmark","RW","TC","16.088","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Keegan Ward","F","OMA","19.683","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Phil Erickson","F","MAD","18.971","5","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","A.J. Drobot","F","FGO","18.423","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Jaden Shields","D","SC","16.712","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jack Perbix","D","USA","16.006","5","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","TJ Friedmann","RW","GB","18.549","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Ryan Carlson","LD","MAD","18.607","7","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.29"
"","Nick Rosa","RW","SC","19.825","10","0","0","0","0","0","13","0.0","0.0","0.0","0.0","0.0","0.0","1.3"
"","Matt Gosiewski","C","CR","18.352","5","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","0.6"
"","Andrew Sinard","RD","CR","19.319","21","0","0","0","0","0","9","0.0","0.0","0.0","0.0","0.0","0.0","0.43"
"","Jack Moran","LD","DM","18.322","16","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.44"
"","Bryce DeFazio","LD","WAT","17.304","17","0","0","0","0","0","8","0.0","0.0","0.0","0.0","0.0","0.0","0.47"
"","Tony Pappila","RW","CHI","19.321","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Will Schlagenhauf","LW","CR","17.928","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Mathieu De St. Phalle","RW","SC","16.57","5","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.4"
"","Callahan Johnson","LW","CR","18.809","8","0","0","0","0","0","11","0.0","0.0","0.0","0.0","0.0","0.0","1.38"
"","John Pesek","RD","GB","17.884","12","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Jake Melisko","RD","USA","16.622","4","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.25"
"","Bobby Kaiser","RW","MUS","19.354","27","0","0","0","0","0","23","0.0","0.0","0.0","0.0","0.0","0.0","0.85"
"","Matt Fawcett","C","SC","17.402","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Aidan Fulp","RD","DBQ/USA","16.545","5","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Matt Demelis","C","CR","17.29","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Jagger Joshua","F","YNG","17.468","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","John Spetz","RD","CHI","16.792","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Donovan Ott","RW","TC","19.549","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Brenden Stanko","LW","DM","17.408","4","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Timmy Nicksic","RW","DM","20.504","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Louis Roehl","RD","WAT","18.437","3","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Nikolai Lyssogor","D","SC","17.438","17","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","0.35"
"","Todd Goehring","RW","CHI","19.19","2","0","0","0","0","0","3","0.0","0.0","0.0","0.0","0.0","0.0","1.5"
"","Bradley Marek","F","BLM","15.839","2","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Nick Altmann","RW","SC","19.505","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Colin Slyne","LW","TC","18.443","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Robert (Mac) Welsher","C","GB","17.397","1","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Nicholas Albano","RD","DM","20.124","22","0","0","0","0","0","19","0.0","0.0","0.0","0.0","0.0","0.0","0.86"
"","Vincent Weis","D","MAD","17.284","10","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.2"
"","Jack MacNab","F","CHI","18.204","1","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","4.0"
"","Jackson Wozniak","F","SC","16.564","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Samuel Solensky","C","YNG","18.059","9","0","0","0","0","0","7","0.0","0.0","0.0","0.0","0.0","0.0","0.78"
"","Nate Clurman","RD","TC","18.358","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Chase Brand","F","SF","17.555","2","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Adam Samuelsson","LD","USA","16.236","7","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.29"
"","Drew Elser","LW","BLM","16.698","3","0","0","0","0","0","1","0.0","0.0","0.0","0.0","0.0","0.0","0.33"
"","Sammy Walker","RW","LIN","17.276","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Tyce Thompson","RW","DBQ","17.18","3","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.67"
"","Joey Cipollone","RW","TC","17.18","3","0","0","0","0","0","4","0.0","0.0","0.0","0.0","0.0","0.0","1.33"
"","Jerry Harding","F","BLM","17.542","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Ryan Sandelin","C","BLM","17.701","5","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.4"
"","Riley Prattson","C","SF","17.386","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"","Michael Callahan","D","BLM","16.98","2","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"","Parker Storck","F","MAD","15.967","4","0","0","0","0","0","2","0.0","0.0","0.0","0.0","0.0","0.0","0.5"
"","Christian Berger","LD","MAD","16.318","4","0","0","0","0","0","5","0.0","0.0","0.0","0.0","0.0","0.0","1.25"
"","T.J. Sagissor","RW","MAD","17.454","2","0","0","0","0","0","6","0.0","0.0","0.0","0.0","0.0","0.0","3.0"
"","Carter Randklev","F","FGO","16.863","1","0","0","0","0","0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
