"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Kevin Charyszyn","C","WAT","20.181","57","30","6","14","36","50","167","17.96","0.53","0.11","0.25","0.63","0.88","2.93"
"","Reggie Lutz","LW","CHI","19.91","58","24","12","11","36","47","180","13.33","0.41","0.21","0.19","0.62","0.81","3.1"
"","Brandon Schultz","C","LIN","20.252","58","15","21","9","36","45","130","11.54","0.26","0.36","0.16","0.62","0.78","2.24"
"","Josh Passolt","LW","SF","20.258","60","22","14","6","36","42","167","13.17","0.37","0.23","0.1","0.6","0.7","2.78"
"","Ethen Frank","RW","LIN","18.61","55","18","18","5","36","41","145","12.41","0.33","0.33","0.09","0.65","0.75","2.64"
"","Austin Alger","C","MUS/OMA","18.979","57","16","19","8","35","43","120","13.33","0.28","0.33","0.14","0.61","0.75","2.11"
"","Odeen Tufto","C","FGO/TC/SC","19.683","59","16","18","14","34","48","131","12.21","0.27","0.31","0.24","0.58","0.81","2.22"
"","Jack Badini","F","CHI","18.656","59","28","6","8","34","42","130","21.54","0.47","0.1","0.14","0.58","0.71","2.2"
"","Easton Brodzinski","RW","GB/FGO/MAD","20.091","53","23","11","5","34","39","163","14.11","0.43","0.21","0.09","0.64","0.74","3.08"
"","Jason O'Neill","C","CHI/SF","19.483","60","20","14","2","34","36","97","20.62","0.33","0.23","0.03","0.57","0.6","1.62"
"","Jared Spooner","LW","GB","20.485","56","19","14","13","33","46","178","10.67","0.34","0.25","0.23","0.59","0.82","3.18"
"","Vladislav Dzhioshvili","C","BLM","18.692","58","19","13","10","32","42","151","12.58","0.33","0.22","0.17","0.55","0.72","2.6"
"","Phillip Knies","LW","SC","18.284","60","21","11","9","32","41","141","14.89","0.35","0.18","0.15","0.53","0.68","2.35"
"","Kristian Pospisil","C","SC","20.4","48","15","17","8","32","40","136","11.03","0.31","0.35","0.17","0.67","0.83","2.83"
"","Julian Napravnik","RW","DM","19.365","51","19","13","6","32","38","155","12.26","0.37","0.25","0.12","0.63","0.75","3.04"
"","Mitch Lewandowski","LW","CHI","18.415","55","15","17","2","32","34","92","16.3","0.27","0.31","0.04","0.58","0.62","1.67"
"","Bailey Conger","RW","WAT","19.376","59","17","14","11","31","42","104","16.35","0.29","0.24","0.19","0.53","0.71","1.76"
"","Dallas Gerads","C","DBQ","20.291","54","10","21","8","31","39","119","8.4","0.19","0.39","0.15","0.57","0.72","2.2"
"","Brannon McManus","LW","CHI/OMA","17.2","53","18","13","7","31","38","116","15.52","0.34","0.25","0.13","0.58","0.72","2.19"
"","Dante Palecco","F","GB","18.412","60","20","11","5","31","36","140","14.29","0.33","0.18","0.08","0.52","0.6","2.33"
"","Connor Mackey","LD","GB","20.009","60","6","24","17","30","47","84","7.14","0.1","0.4","0.28","0.5","0.78","1.4"
"","Austin Albrecht","LW","MUS/SF","20.34","57","10","20","15","30","45","150","6.67","0.18","0.35","0.26","0.53","0.79","2.63"
"","Nicolas Werbik","C","YNG","18.935","54","18","12","9","30","39","148","12.16","0.33","0.22","0.17","0.56","0.72","2.74"
"","Garrett Wait","LW","WAT","18.259","58","10","20","8","30","38","114","8.77","0.17","0.34","0.14","0.52","0.66","1.97"
"","Austin Pooley","F","YNG","20.126","60","21","9","2","30","32","110","19.09","0.35","0.15","0.03","0.5","0.53","1.83"
"","Quinn Preston","RW","DBQ","18.903","57","14","15","6","29","35","110","12.73","0.25","0.26","0.11","0.51","0.61","1.93"
"","Filip Rydstrom","C","OMA","20.107","51","10","19","5","29","34","122","8.2","0.2","0.37","0.1","0.57","0.67","2.39"
"","Christiano Versich","RW","FGO/BLM","19.702","61","7","22","5","29","34","141","4.96","0.11","0.36","0.08","0.48","0.56","2.31"
"","Alex Esposito","RW","YNG","20.285","59","18","10","6","28","34","120","15.0","0.31","0.17","0.1","0.47","0.58","2.03"
"","Sam Sternschein","F","LIN/CR","18.388","58","21","7","6","28","34","140","15.0","0.36","0.12","0.1","0.48","0.59","2.41"
"","Jack Doremus","C","LIN/SF","19.42","57","20","8","4","28","32","134","14.93","0.35","0.14","0.07","0.49","0.56","2.35"
"","Jacob Hamacher","LW","DBQ","19.406","59","14","13","13","27","40","90","15.56","0.24","0.22","0.22","0.46","0.68","1.53"
"","Jacob Paganelli","RW","FGO/OMA","19.469","54","14","12","8","26","34","119","11.76","0.26","0.22","0.15","0.48","0.63","2.2"
"","John Leonard","C","GB","18.109","58","19","7","8","26","34","171","11.11","0.33","0.12","0.14","0.45","0.59","2.95"
"","Henry Bowlby","C","LIN","19.551","53","17","9","6","26","32","98","17.35","0.32","0.17","0.11","0.49","0.6","1.85"
"","Johnny Walker","C","CHI","20.069","41","16","10","3","26","29","127","12.6","0.39","0.24","0.07","0.63","0.71","3.1"
"","Isaac Johnson","C","DM","17.643","47","14","12","2","26","28","90","15.56","0.3","0.26","0.04","0.55","0.6","1.91"
"","Mario Ferraro","LD","DM","17.996","60","8","17","16","25","41","105","7.62","0.13","0.28","0.27","0.42","0.68","1.75"
"","Kevin O'Neil","C","FGO/MAD","18.56","57","14","11","10","25","35","123","11.38","0.25","0.19","0.18","0.44","0.61","2.16"
"","Mitch Perrault","C","SF/OMA","20.033","59","9","16","6","25","31","92","9.78","0.15","0.27","0.1","0.42","0.53","1.56"
"","Kobe Roth","RW","DM","19.677","42","12","13","6","25","31","66","18.18","0.29","0.31","0.14","0.6","0.74","1.57"
"","Jake Durflinger","F","BLM","18.944","51","12","13","4","25","29","119","10.08","0.24","0.25","0.08","0.49","0.57","2.33"
"","Shane McMahan","LW","FGO","20.129","51","16","9","4","25","29","96","16.67","0.31","0.18","0.08","0.49","0.57","1.88"
"","Austin Rueschhoff","C","DBQ","19.023","57","17","8","2","25","27","95","17.89","0.3","0.14","0.04","0.44","0.47","1.67"
"","Pierce Crawford","LW","YNG/OMA","19.231","58","18","6","13","24","37","146","12.33","0.31","0.1","0.22","0.41","0.64","2.52"
"","Walker Duehr","RW","CHI/BLM","18.812","58","15","9","10","24","34","141","10.64","0.26","0.16","0.17","0.41","0.59","2.43"
"","Casey Gilling","C","MUS","18.478","58","15","9","9","24","33","101","14.85","0.26","0.16","0.16","0.41","0.57","1.74"
"","Casey Mittelstadt","C","GB","17.816","24","13","11","6","24","30","61","21.31","0.54","0.46","0.25","1.0","1.25","2.54"
"","Patrick Kudla","LD","DBQ","20.455","58","8","15","15","23","38","108","7.41","0.14","0.26","0.26","0.4","0.66","1.86"
"","Mick Messner","LW","MAD","17.408","55","13","10","8","23","31","139","9.35","0.24","0.18","0.15","0.42","0.56","2.53"
"","Coale Norris","LW","YNG","19.31","60","15","8","7","23","30","116","12.93","0.25","0.13","0.12","0.38","0.5","1.93"
"","Justin Richards","C","LIN","18.5","59","10","13","7","23","30","88","11.36","0.17","0.22","0.12","0.39","0.51","1.49"
"","Mitchell Mattson","C","BLM","18.703","55","12","11","5","23","28","96","12.5","0.22","0.2","0.09","0.42","0.51","1.75"
"","Jack Becker","C","SF","19.228","49","16","7","5","23","28","129","12.4","0.33","0.14","0.1","0.47","0.57","2.63"
"","Chris  Grando","LW","GB","18.067","60","9","13","11","22","33","124","7.26","0.15","0.22","0.18","0.37","0.55","2.07"
"","Ethan Somoza","LW","BLM","20.359","56","14","8","10","22","32","104","13.46","0.25","0.14","0.18","0.39","0.57","1.86"
"","Emil Ohrvall","C","WAT","18.267","48","13","9","10","22","32","94","13.83","0.27","0.19","0.21","0.46","0.67","1.96"
"","Christopher Berger","LW","DM","18.423","48","10","12","8","22","30","76","13.16","0.21","0.25","0.17","0.46","0.62","1.58"
"","Filip Suchy","C","OMA","18.719","47","15","7","7","22","29","87","17.24","0.32","0.15","0.15","0.47","0.62","1.85"
"","Adam Goodsir","C","TC","17.983","59","16","6","4","22","26","99","16.16","0.27","0.1","0.07","0.37","0.44","1.68"
"","Paul Washe","F","FGO/TC","17.802","53","14","8","4","22","26","132","10.61","0.26","0.15","0.08","0.42","0.49","2.49"
"","Evan Barratt","LW","USA","17.575","26","9","13","2","22","24","59","15.25","0.35","0.5","0.08","0.85","0.92","2.27"
"","Gustaf Westlund","C","LIN","18.76","59","8","13","14","21","35","115","6.96","0.14","0.22","0.24","0.36","0.59","1.95"
"","Wyatt Bongiovanni","C","TC","17.148","59","12","9","9","21","30","121","9.92","0.2","0.15","0.15","0.36","0.51","2.05"
"","Brian Rigali","C","SC","19.499","59","10","11","9","21","30","123","8.13","0.17","0.19","0.15","0.36","0.51","2.08"
"","Eugene Fadyeyev","C","MAD","18.938","56","6","15","8","21","29","93","6.45","0.11","0.27","0.14","0.38","0.52","1.66"
"","Marc Johnstone","RW","CHI","20.241","59","9","12","8","21","29","74","12.16","0.15","0.2","0.14","0.36","0.49","1.25"
"","Josh Kosack","RW","GB","19.226","54","12","9","5","21","26","125","9.6","0.22","0.17","0.09","0.39","0.48","2.31"
"","Matt Jennings","C","GB","19.275","60","11","10","4","21","25","127","8.66","0.18","0.17","0.07","0.35","0.42","2.12"
"","Aapeli Rasanen","C","SC","18.292","38","7","14","4","21","25","82","8.54","0.18","0.37","0.11","0.55","0.66","2.16"
"","Logan Drevitch","LW","MUS/TC","18.423","57","13","8","2","21","23","113","11.5","0.23","0.14","0.04","0.37","0.4","1.98"
"","Matt Steeves","RW","MUS","18.949","58","14","7","1","21","22","125","11.2","0.24","0.12","0.02","0.36","0.38","2.16"
"","Bo Hanson","D","MUS","18.84","60","6","14","18","20","38","97","6.19","0.1","0.23","0.3","0.33","0.63","1.62"
"","Brody Stevens","F","GB","19.39","56","12","8","8","20","28","117","10.26","0.21","0.14","0.14","0.36","0.5","2.09"
"","Alec Mehr","F","BLM","19.677","59","14","6","8","20","28","112","12.5","0.24","0.1","0.14","0.34","0.47","1.9"
"","Monte Graham","C","TC","18.451","60","8","12","4","20","24","104","7.69","0.13","0.2","0.07","0.33","0.4","1.73"
"","Joel Farabee","LW","USA","16.556","30","12","8","3","20","23","52","23.08","0.4","0.27","0.1","0.67","0.77","1.73"
"","Brady Tkachuk","C","USA","17.0","24","12","8","3","20","23","84","14.29","0.5","0.33","0.12","0.83","0.96","3.5"
"","Cameron Orchard","C","DM","18.221","59","13","7","3","20","23","75","17.33","0.22","0.12","0.05","0.34","0.39","1.27"
"","Cole Hults","LD","MAD","18.319","59","6","13","13","19","32","98","6.12","0.1","0.22","0.22","0.32","0.54","1.66"
"","Wyatt Kalynuk","LD","BLM","19.423","60","6","13","12","19","31","159","3.77","0.1","0.22","0.2","0.32","0.52","2.65"
"","Eduards Tralmaks","LW","CHI","19.576","46","11","8","8","19","27","61","18.03","0.24","0.17","0.17","0.41","0.59","1.33"
"","Josh Norris","C","USA","17.367","25","12","7","7","19","26","74","16.22","0.48","0.28","0.28","0.76","1.04","2.96"
"","Tarek Baker","F","SC/BLM","19.562","45","14","5","4","19","23","104","13.46","0.31","0.11","0.09","0.42","0.51","2.31"
"","Kamil Sadlocha","F","MAD","17.43","57","8","11","3","19","22","80","10.0","0.14","0.19","0.05","0.33","0.39","1.4"
"","Cole Gallant","RW","FGO/OMA","18.508","55","15","4","2","19","21","77","19.48","0.27","0.07","0.04","0.35","0.38","1.4"
"","August Von Ungern-Sternberg","F","BLM","19.22","49","11","8","0","19","19","81","13.58","0.22","0.16","0.0","0.39","0.39","1.65"
"","Mikey Anderson","LD","WAT","17.312","54","5","13","16","18","34","130","3.85","0.09","0.24","0.3","0.33","0.63","2.41"
"","Jake Ryczek","RD","WAT","18.495","50","8","10","11","18","29","141","5.67","0.16","0.2","0.22","0.36","0.58","2.82"
"","Dominick Mersch","LW","LIN","17.75","55","11","7","7","18","25","125","8.8","0.2","0.13","0.13","0.33","0.45","2.27"
"","Keeghan Howdeshell","F","MUS","18.558","49","9","9","6","18","24","103","8.74","0.18","0.18","0.12","0.37","0.49","2.1"
"","Anthony Del Gaizo","C","MUS","18.623","57","11","7","6","18","24","99","11.11","0.19","0.12","0.11","0.32","0.42","1.74"
"","Casey Dornbach","RW","LIN","19.193","58","11","7","6","18","24","81","13.58","0.19","0.12","0.1","0.31","0.41","1.4"
"","Grant Mismash","LW","USA","17.572","26","8","10","6","18","24","66","12.12","0.31","0.38","0.23","0.69","0.92","2.54"
"","Jacob Wilson","D","SC","19.549","44","6","12","6","18","24","98","6.12","0.14","0.27","0.14","0.41","0.55","2.23"
"","Zac Robbins","C","CR","19.951","57","10","8","5","18","23","92","10.87","0.18","0.14","0.09","0.32","0.4","1.61"
"","Regen Cavanagh","F","DBQ/SF","19.617","55","8","10","5","18","23","91","8.79","0.15","0.18","0.09","0.33","0.42","1.65"
"","Koby Bender","LW","MUS","19.171","55","6","12","4","18","22","81","7.41","0.11","0.22","0.07","0.33","0.4","1.47"
"","Curtis Hall","C","YNG","16.389","59","7","11","3","18","21","69","10.14","0.12","0.19","0.05","0.31","0.36","1.17"
"","Garrett Van Wyhe","C","MUS","19.379","57","9","9","3","18","21","78","11.54","0.16","0.16","0.05","0.32","0.37","1.37"
"","Graham Lillibridge","LD","CHI","17.629","59","4","13","11","17","28","71","5.63","0.07","0.22","0.19","0.29","0.47","1.2"
"","Emilio Pettersen","C","OMA","16.452","57","10","7","10","17","27","104","9.62","0.18","0.12","0.18","0.3","0.47","1.82"
"","Keenan Suthers","C","DBQ/MUS","18.388","59","11","6","8","17","25","92","11.96","0.19","0.1","0.14","0.29","0.42","1.56"
"","Eric MacAdams","RW","DBQ/SF","19.382","54","13","4","8","17","25","90","14.44","0.24","0.07","0.15","0.31","0.46","1.67"
"","Ben  Lown","C","OMA","18.234","51","11","6","6","17","23","84","13.1","0.22","0.12","0.12","0.33","0.45","1.65"
"","Evan Wisocky","C","YNG","18.492","57","10","7","5","17","22","92","10.87","0.18","0.12","0.09","0.3","0.39","1.61"
"","Mike Gillespie","C","LIN","20.397","42","8","9","5","17","22","86","9.3","0.19","0.21","0.12","0.4","0.52","2.05"
"","Greg Printz","LW","CHI/OMA","18.369","40","9","8","5","17","22","88","10.23","0.23","0.2","0.12","0.42","0.55","2.2"
"","Tyler Gratton","LW","CHI","17.112","50","10","7","5","17","22","67","14.93","0.2","0.14","0.1","0.34","0.44","1.34"
"","Jackson Cates","C","WAT","18.971","56","11","6","4","17","21","87","12.64","0.2","0.11","0.07","0.3","0.38","1.55"
"","Billy Jerry","RW","MAD","18.818","58","12","5","3","17","20","83","14.46","0.21","0.09","0.05","0.29","0.34","1.43"
"","Scott Perunovich","LD","CR","18.078","56","6","10","5","16","21","61","9.84","0.11","0.18","0.09","0.29","0.38","1.09"
"","Max Johnson","F","SF","18.347","58","11","5","4","16","20","106","10.38","0.19","0.09","0.07","0.28","0.34","1.83"
"","Ethan Johnson","LW","WAT","18.757","47","8","8","4","16","20","47","17.02","0.17","0.17","0.09","0.34","0.43","1.0"
"","Dalton Messina","C","CR","18.467","56","12","4","1","16","17","66","18.18","0.21","0.07","0.02","0.29","0.3","1.18"
"","Vincent de Mey","RW","MAD","18.804","59","12","4","0","16","16","85","14.12","0.2","0.07","0.0","0.27","0.27","1.44"
"","Carson Vance","LD","TC/SC","20.682","57","3","12","13","15","28","132","2.27","0.05","0.21","0.23","0.26","0.49","2.32"
"","Bobby Hampton","F","CHI/CR","18.826","53","11","4","10","15","25","89","12.36","0.21","0.08","0.19","0.28","0.47","1.68"
"","Alex Stevens","D","DBQ/SF","19.549","57","6","9","10","15","25","98","6.12","0.11","0.16","0.18","0.26","0.44","1.72"
"","Wyllum Deveaux","LW","TC","16.044","53","4","11","8","15","23","59","6.78","0.08","0.21","0.15","0.28","0.43","1.11"
"","Matt Hudie","C","DM/CR","20.575","51","10","5","8","15","23","97","10.31","0.2","0.1","0.16","0.29","0.45","1.9"
"","Collin Rutherford","C","DM","18.714","54","11","4","8","15","23","104","10.58","0.2","0.07","0.15","0.28","0.43","1.93"
"","Clayton Phillips","LD","FGO","17.019","56","7","8","5","15","20","79","8.86","0.12","0.14","0.09","0.27","0.36","1.41"
"","Grant Meyer","F","FGO","20.488","49","9","6","5","15","20","78","11.54","0.18","0.12","0.1","0.31","0.41","1.59"
"","Tommy Parrottino","LW","DM","18.538","45","11","4","5","15","20","75","14.67","0.24","0.09","0.11","0.33","0.44","1.67"
"","Connor Ford","RW","SC","18.61","52","9","6","5","15","20","78","11.54","0.17","0.12","0.1","0.29","0.38","1.5"
"","Cameron Burke","C","BLM","17.687","60","6","9","4","15","19","86","6.98","0.1","0.15","0.07","0.25","0.32","1.43"
"","Garrett Klee","C","WAT","18.432","59","10","5","4","15","19","116","8.62","0.17","0.08","0.07","0.25","0.32","1.97"
"","Christian Evers","D","LIN","19.31","60","8","7","3","15","18","103","7.77","0.13","0.12","0.05","0.25","0.3","1.72"
"","Alec Broetzman","LW","MAD","19.609","45","9","6","1","15","16","96","9.38","0.2","0.13","0.02","0.33","0.36","2.13"
"","Chase Gresock","RW","YNG","18.092","52","12","3","1","15","16","80","15.0","0.23","0.06","0.02","0.29","0.31","1.54"
"","Danny DiGrande","RW","TC","19.113","37","9","6","1","15","16","55","16.36","0.24","0.16","0.03","0.41","0.43","1.49"
"","Cody Haiskanen","RD","FGO","19.472","60","4","10","14","14","28","81","4.94","0.07","0.17","0.23","0.23","0.47","1.35"
"","Matt Hellickson","LD","SC","18.489","52","6","8","14","14","28","74","8.11","0.12","0.15","0.27","0.27","0.54","1.42"
"","Quinn Hughes","LD","USA","16.923","26","4","10","12","14","26","43","9.3","0.15","0.38","0.46","0.54","1.0","1.65"
"","Scooter Brickey","RD","MUS/DM","17.306","56","7","7","7","14","21","71","9.86","0.12","0.12","0.12","0.25","0.38","1.27"
"","Brett Murray","LW","YNG","18.158","27","7","7","6","14","20","44","15.91","0.26","0.26","0.22","0.52","0.74","1.63"
"","Eetu Selanne","C","MAD","18.842","55","6","8","6","14","20","59","10.17","0.11","0.15","0.11","0.25","0.36","1.07"
"","Jason Dhooghe","F","GB","19.505","60","9","5","4","14","18","108","8.33","0.15","0.08","0.07","0.23","0.3","1.8"
"","Josh Dunne","C","GB","17.772","55","10","4","4","14","18","75","13.33","0.18","0.07","0.07","0.25","0.33","1.36"
"","Paul DeNaples","RD","SF","17.991","55","7","7","3","14","17","48","14.58","0.13","0.13","0.05","0.25","0.31","0.87"
"","JC MacLean","C","SC","19.549","47","8","6","3","14","17","61","13.11","0.17","0.13","0.06","0.3","0.36","1.3"
"","Eric Esposito","RW","YNG","18.062","52","9","5","2","14","16","49","18.37","0.17","0.1","0.04","0.27","0.31","0.94"
"","Justin Cole","C","CR","20.376","43","8","6","2","14","16","79","10.13","0.19","0.14","0.05","0.33","0.37","1.84"
"","Jachym Kondelik","C","MUS","16.737","43","7","7","1","14","15","62","11.29","0.16","0.16","0.02","0.33","0.35","1.44"
"","Nolan Moyle","C","GB","17.427","59","5","9","1","14","15","84","5.95","0.08","0.15","0.02","0.24","0.25","1.42"
"","Marc Del Gaizo","LD","MUS","16.931","58","3","10","10","13","23","103","2.91","0.05","0.17","0.17","0.22","0.4","1.78"
"","Michael Karow","LD","YNG","17.744","58","4","9","8","13","21","106","3.77","0.07","0.16","0.14","0.22","0.36","1.83"
"","Sean Harrison","RW","BLM","20.299","57","7","6","6","13","19","102","6.86","0.12","0.11","0.11","0.23","0.33","1.79"
"","Jack Randl","RW","OMA","16.359","59","9","4","6","13","19","85","10.59","0.15","0.07","0.1","0.22","0.32","1.44"
"","Noah Weber","LW","MAD","18.582","53","9","4","6","13","19","81","11.11","0.17","0.08","0.11","0.25","0.36","1.53"
"","Matt Jones","C","DM","20.488","31","6","7","6","13","19","57","10.53","0.19","0.23","0.19","0.42","0.61","1.84"
"","Connor McMenamin","LW","SC","17.555","47","8","5","5","13","18","48","16.67","0.17","0.11","0.11","0.28","0.38","1.02"
"","Alexander Steeves","C","DBQ","16.767","53","6","7","5","13","18","60","10.0","0.11","0.13","0.09","0.25","0.34","1.13"
"","Jaxon Nelson","C","SF","16.463","54","7","6","5","13","18","83","8.43","0.13","0.11","0.09","0.24","0.33","1.54"
"","Jacob Tortora","LW","USA","17.145","17","9","4","4","13","17","48","18.75","0.53","0.24","0.24","0.76","1.0","2.82"
"","Yuki Miura","C","WAT","20.159","53","7","6","4","13","17","60","11.67","0.13","0.11","0.08","0.25","0.32","1.13"
"","Mark Senden","LW","FGO/DM","18.648","53","8","5","3","13","16","88","9.09","0.15","0.09","0.06","0.25","0.3","1.66"
"","Max Ellis","RW","YNG","16.66","49","5","8","3","13","16","80","6.25","0.1","0.16","0.06","0.27","0.33","1.63"
"","Connor Marshall","F","OMA","18.596","46","8","5","3","13","16","43","18.6","0.17","0.11","0.07","0.28","0.35","0.93"
"","Mitchell Chaffee","RW","FGO/BLM","18.637","49","8","5","3","13","16","114","7.02","0.16","0.1","0.06","0.27","0.33","2.33"
"","Marc McLaughlin","C","CR","17.142","60","4","9","3","13","16","126","3.17","0.07","0.15","0.05","0.22","0.27","2.1"
"","Riese Zmolek","LD","CR","20.009","45","4","9","3","13","16","72","5.56","0.09","0.2","0.07","0.29","0.36","1.6"
"","Jordan Timmons","RW","MUS/CR","17.892","36","3","10","1","13","14","83","3.61","0.08","0.28","0.03","0.36","0.39","2.31"
"","Jake Nielsen","LW","LIN","18.566","57","8","5","1","13","14","87","9.2","0.14","0.09","0.02","0.23","0.25","1.53"
"","Oliver Wahlstrom","RW","USA","16.258","29","9","4","0","13","13","69","13.04","0.31","0.14","0.0","0.45","0.45","2.38"
"","Alec Mahalak","RD","YNG","18.004","58","5","7","11","12","23","62","8.06","0.09","0.12","0.19","0.21","0.4","1.07"
"","Michael Joyaux","RD","OMA","19.587","60","5","7","9","12","21","97","5.15","0.08","0.12","0.15","0.2","0.35","1.62"
"","Tommy Apap","LW","YNG","20.551","58","4","8","8","12","20","73","5.48","0.07","0.14","0.14","0.21","0.34","1.26"
"","Joseph Campolieto","LD","TC","18.382","49","5","7","7","12","19","91","5.49","0.1","0.14","0.14","0.24","0.39","1.86"
"","Michael Graham","RW","FGO","18.807","31","10","2","6","12","18","64","15.62","0.32","0.06","0.19","0.39","0.58","2.06"
"","Mikael Hakkarainen","C","MUS/CHI","18.637","48","9","3","6","12","18","77","11.69","0.19","0.06","0.12","0.25","0.38","1.6"
"","Brock Caufield","RW","GB","17.523","57","7","5","5","12","17","56","12.5","0.12","0.09","0.09","0.21","0.3","0.98"
"","Lukas Kalble","LD","FGO","18.924","38","4","8","5","12","17","75","5.33","0.11","0.21","0.13","0.32","0.45","1.97"
"","Tyler Weiss","LW","USA","16.701","34","7","5","4","12","16","49","14.29","0.21","0.15","0.12","0.35","0.47","1.44"
"","TJ Walsh","LW","CR","16.381","47","8","4","4","12","16","73","10.96","0.17","0.09","0.09","0.26","0.34","1.55"
"","Ty Farmer","RD","MUS/YNG","18.692","53","4","8","4","12","16","41","9.76","0.08","0.15","0.08","0.23","0.3","0.77"
"","Lean Bergmann","RW","SF","17.95","41","7","5","4","12","16","72","9.72","0.17","0.12","0.1","0.29","0.39","1.76"
"","Steven Agriogianis","RW","CR","17.69","34","5","7","4","12","16","44","11.36","0.15","0.21","0.12","0.35","0.47","1.29"
"","Ben Copeland","RW","WAT","17.388","56","5","7","3","12","15","76","6.58","0.09","0.12","0.05","0.21","0.27","1.36"
"","Marcel Godbout","F","MAD/SC","20.282","33","9","3","3","12","15","83","10.84","0.27","0.09","0.09","0.36","0.45","2.52"
"","Max Gildon","LD","USA","17.334","26","5","7","2","12","14","45","11.11","0.19","0.27","0.08","0.46","0.54","1.73"
"","Derek Hamelin","LD","OMA","19.65","58","4","7","8","11","19","138","2.9","0.07","0.12","0.14","0.19","0.33","2.38"
"","Benjamin Foley","LD","CR","19.792","59","2","9","8","11","19","78","2.56","0.03","0.15","0.14","0.19","0.32","1.32"
"","Austen Long","RW","CHI","18.582","51","4","7","7","11","18","43","9.3","0.08","0.14","0.14","0.22","0.35","0.84"
"","Scott Reedy","C","USA","17.451","21","10","1","3","11","14","39","25.64","0.48","0.05","0.14","0.52","0.67","1.86"
"","Matt Kiersted","LD","CHI","18.423","23","2","9","3","11","14","45","4.44","0.09","0.39","0.13","0.48","0.61","1.96"
"","Jonathan Gruden","C","USA","16.367","34","6","5","2","11","13","49","12.24","0.18","0.15","0.06","0.32","0.38","1.44"
"","Solag Bakich","C","DM/SC","18.686","45","7","4","2","11","13","66","10.61","0.16","0.09","0.04","0.24","0.29","1.47"
"","Colin Swoyer","RD","SF","18.462","54","6","5","2","11","13","61","9.84","0.11","0.09","0.04","0.2","0.24","1.13"
"","Martin Sundberg","RW","FGO","19.781","51","8","3","1","11","12","78","10.26","0.16","0.06","0.02","0.22","0.24","1.53"
"","Collin Peters","RW","LIN","19.609","27","6","5","0","11","11","74","8.11","0.22","0.19","0.0","0.41","0.41","2.74"
"","Philip Alftberg","RD","FGO/TC","19.655","56","5","5","13","10","23","94","5.32","0.09","0.09","0.23","0.18","0.41","1.68"
"","Grant Gabriele","D","WAT","19.414","34","4","6","10","10","20","58","6.9","0.12","0.18","0.29","0.29","0.59","1.71"
"","Wyatt Aamodt","LD","CHI","18.815","53","1","9","9","10","19","62","1.61","0.02","0.17","0.17","0.19","0.36","1.17"
"","Bryan Yoon","RD","TC","18.634","60","2","8","8","10","18","56","3.57","0.03","0.13","0.13","0.17","0.3","0.93"
"","Baker Shore","C","CHI","17.074","59","6","4","6","10","16","61","9.84","0.1","0.07","0.1","0.17","0.27","1.03"
"","Erlends Klavins","C","OMA","18.601","48","4","6","5","10","15","64","6.25","0.08","0.12","0.1","0.21","0.31","1.33"
