"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP","xG","xG/GP","eTOI","eTOI/GP","eG/60","eA1/60","eA2/60","eP1/60","eP/60","eSh/60","exG/60","QoT TOI","QoC TOI","QoT GF%","QoC GF%","GF%Rel","GF%","GF","GA","HD G","HD Sh","HD Sh%","MD G","MD Sh","MD Sh%","LD G","LD Sh","LD Sh%","FOW","FOT","FOW%"
"","Drake Batherson","C","CAP/BLB","19.387","51","13","18","8","31","39","116","11.21","0.25","0.35","0.16","0.61","0.76","2.27","14.24","0.28","775.63","15.21","1.01","1.39","0.62","2.4","3.02","8.97","1.1","14.1","13.4","51.86","50.58","4.48","55.56","50","40","3","16","18.75","3","20","15.0","7","80","8.75","165","305","54.1"
"","Nicolas Guay","C","DRU","18.245","68","16","15","3","31","34","158","10.13","0.24","0.22","0.04","0.46","0.5","2.32","19.0","0.28","894.9","13.16","1.07","1.01","0.2","2.08","2.28","10.59","1.27","13.5","13.45","58.55","49.75","-12.73","50.0","49","49","6","22","27.27","5","39","12.82","5","97","5.15","362","663","54.6"
"","Benoit-Olivier Groulx","LW","HAL","17.607","68","18","12","8","30","38","119","15.13","0.26","0.18","0.12","0.44","0.56","1.75","15.87","0.23","867.33","12.75","1.25","0.83","0.55","2.08","2.63","8.23","1.1","14.17","13.27","55.37","49.56","-1.71","53.4","55","48","5","24","20.83","4","21","19.05","9","74","12.16","482","943","51.11"
"","Julien Tessier","C","VDO/MON","19.458","67","14","16","7","30","37","112","12.5","0.21","0.24","0.1","0.45","0.55","1.67","11.63","0.17","898.55","13.41","0.93","1.07","0.47","2.0","2.47","7.48","0.78","13.37","13.29","38.77","51.52","9.9","42.11","48","66","2","10","20.0","5","24","20.83","7","78","8.97","416","877","47.43"
"","Yvan Mongo","C","DRU","20.515","58","14","16","6","30","36","134","10.45","0.24","0.28","0.1","0.52","0.62","2.31","12.44","0.21","804.05","13.86","1.04","1.19","0.45","2.24","2.69","10.0","0.93","13.59","13.65","58.08","50.72","4.01","62.77","59","35","4","12","33.33","5","23","21.74","5","99","5.05","471","876","53.77"
"","Ivan Chekhovich","LW","BAC","18.697","65","16","14","6","30","36","151","10.6","0.25","0.22","0.09","0.46","0.55","2.32","15.29","0.24","876.7","13.49","1.1","0.96","0.41","2.05","2.46","10.33","1.05","13.85","13.48","49.26","51.14","8.85","53.68","51","44","2","16","12.5","7","28","25.0","7","107","6.54","1","2","50.0"
"","Jakob Pelletier","C","MON","16.526","60","18","11","10","29","39","123","14.63","0.3","0.18","0.17","0.48","0.65","2.05","14.82","0.25","799.92","13.33","1.35","0.83","0.75","2.18","2.93","9.23","1.11","13.51","13.47","44.61","51.04","12.99","51.49","52","49","9","25","36.0","3","23","13.04","6","75","8.0","46","110","41.82"
"","Matthew Boucher","LW","QUE","19.746","66","18","11","8","29","37","209","8.61","0.27","0.17","0.12","0.44","0.56","3.17","19.07","0.29","923.02","13.99","1.17","0.72","0.52","1.89","2.41","13.59","1.24","13.94","13.51","51.08","50.25","-2.06","49.37","39","40","4","34","11.76","5","25","20.0","9","150","6.0","318","590","53.9"
"","Phelix Martineau","C","CAP","20.285","68","18","11","7","29","36","159","11.32","0.26","0.16","0.1","0.43","0.53","2.34","20.43","0.3","900.98","13.25","1.2","0.73","0.47","1.93","2.4","10.59","1.36","12.99","13.12","44.24","49.58","6.06","47.96","47","51","7","27","25.93","1","26","3.85","10","106","9.43","387","761","50.85"
"","Shawn Boudrias","RW","GAT","18.004","60","18","11","6","29","35","144","12.5","0.3","0.18","0.1","0.48","0.58","2.4","15.29","0.25","862.7","14.38","1.25","0.77","0.42","2.02","2.43","10.02","1.06","13.6","13.77","52.65","49.57","11.31","57.69","45","33","5","13","38.46","4","34","11.76","9","97","9.28","172","372","46.24"
"","Daniel Hardie","LW","SNB/CHA","19.264","68","20","9","6","29","35","146","13.7","0.29","0.13","0.09","0.43","0.51","2.15","16.65","0.24","886.53","13.04","1.35","0.61","0.41","1.96","2.37","9.88","1.13","13.49","13.18","46.22","48.49","7.86","49.44","44","45","7","22","31.82","6","32","18.75","7","92","7.61","7","18","38.89"
"","Jordan Maher","RW","BAT","19.516","63","13","15","13","28","41","92","14.13","0.21","0.24","0.21","0.44","0.65","1.46","10.97","0.17","791.31","12.56","0.99","1.14","0.99","2.12","3.11","6.98","0.83","14.34","13.28","59.0","47.49","15.95","71.91","64","25","3","13","23.08","2","12","16.67","8","67","11.94","121","242","50.0"
"","Ethan Crossman","LW","BAT","18.511","66","16","12","4","28","32","126","12.7","0.24","0.18","0.06","0.42","0.48","1.91","14.42","0.22","768.71","11.65","1.25","0.94","0.31","2.19","2.5","9.83","1.13","13.76","12.86","57.28","47.96","5.5","64.86","48","26","7","21","33.33","5","17","29.41","4","88","4.55","3","4","75.0"
"","Yaroslav Alexeyev","RW","SHE","18.662","63","13","14","12","27","39","116","11.21","0.21","0.22","0.19","0.43","0.62","1.84","15.75","0.25","864.58","13.72","0.9","0.97","0.83","1.87","2.71","8.05","1.09","14.32","13.55","52.77","51.57","14.57","60.64","57","37","6","24","25.0","3","16","18.75","4","76","5.26","2","3","66.67"
"","Joe Veleno","C","SNB/DRU","17.673","64","13","14","11","27","38","143","9.09","0.2","0.22","0.17","0.42","0.59","2.23","14.16","0.22","831.47","12.99","0.94","1.01","0.79","1.95","2.74","10.32","1.02","13.89","13.42","48.58","50.09","2.77","53.57","45","39","3","12","25.0","1","23","4.35","9","108","8.33","329","734","44.82"
"","James Phelan","C","VIC/MON","20.573","64","14","13","9","27","36","100","14.0","0.22","0.2","0.14","0.42","0.56","1.56","13.38","0.21","780.3","12.19","1.08","1.0","0.69","2.08","2.77","7.69","1.03","13.68","13.51","49.07","51.33","-0.83","43.33","39","51","1","14","7.14","3","22","13.64","10","64","15.62","554","884","62.67"
"","Gabriel Fortier","C","BAC","17.607","66","16","11","8","27","35","126","12.7","0.24","0.17","0.12","0.41","0.53","1.91","15.81","0.24","849.57","12.87","1.13","0.78","0.56","1.91","2.47","8.9","1.12","13.88","13.7","49.46","51.64","5.74","51.11","46","44","7","24","29.17","3","20","15.0","6","82","7.32","423","922","45.88"
"","Mathieu Olivier","C","SHE","20.592","67","16","11","7","27","34","175","9.14","0.24","0.16","0.1","0.4","0.51","2.61","19.97","0.3","822.69","12.28","1.17","0.8","0.51","1.97","2.48","12.76","1.46","14.3","13.07","52.91","49.91","12.65","61.97","44","27","7","36","19.44","0","31","0.0","9","108","8.33","88","162","54.32"
"","Samuel Poulin","LW","SHE","16.553","55","12","15","7","27","34","134","8.96","0.22","0.27","0.13","0.49","0.62","2.44","14.54","0.26","738.57","13.43","0.97","1.22","0.57","2.19","2.76","10.89","1.18","14.06","13.41","52.76","50.9","10.94","59.72","43","29","1","13","7.69","3","21","14.29","8","100","8.0","19","37","51.35"
"","Gregor MacLeod","C","QUE/CHA","19.275","54","15","12","7","27","34","96","15.62","0.28","0.22","0.13","0.5","0.63","1.78","11.74","0.22","728.81","13.5","1.23","0.99","0.58","2.22","2.8","7.9","0.97","13.51","13.3","51.86","47.41","10.98","62.5","45","27","3","17","17.65","5","20","25.0","7","59","11.86","155","317","48.9"
"","Liam Murphy","LW","BAT","19.653","65","16","11","3","27","30","130","12.31","0.25","0.17","0.05","0.42","0.46","2.0","14.98","0.23","807.73","12.43","1.19","0.82","0.22","2.01","2.23","9.66","1.11","13.94","12.98","59.69","47.28","-3.56","57.83","48","35","5","23","21.74","4","20","20.0","7","87","8.05","32","61","52.46"
"","Cedric Desruisseaux","LW","DRU","17.536","64","19","7","11","26","37","113","16.81","0.3","0.11","0.17","0.41","0.58","1.77","11.8","0.18","735.59","11.49","1.55","0.57","0.9","2.12","3.02","9.22","0.96","13.29","13.24","58.94","47.89","6.55","63.51","47","27","6","11","54.55","4","16","25.0","9","86","10.47","6","12","50.0"
"","Pavel Koltygin","LW","DRU","18.577","64","16","10","8","26","34","93","17.2","0.25","0.16","0.12","0.41","0.53","1.45","11.64","0.18","719.48","11.24","1.33","0.83","0.67","2.17","2.84","7.76","0.97","13.48","13.34","59.34","48.31","8.07","65.33","49","26","2","13","15.38","8","21","38.1","6","59","10.17","186","361","51.52"
"","Jimmy Huntington","C","VIC","18.826","68","13","13","8","26","34","114","11.4","0.19","0.19","0.12","0.38","0.5","1.68","14.62","0.22","871.06","12.81","0.9","0.9","0.55","1.79","2.34","7.85","1.01","13.4","13.28","54.98","49.46","-5.96","53.06","52","46","3","27","11.11","6","19","31.58","4","68","5.88","192","361","53.19"
"","Ostap Safin","RW","SNB","18.593","61","16","10","8","26","34","153","10.46","0.26","0.16","0.13","0.43","0.56","2.51","14.19","0.23","865.47","14.19","1.11","0.69","0.55","1.8","2.36","10.61","0.98","13.41","13.56","39.6","52.8","6.06","42.57","43","58","5","17","29.41","3","17","17.65","8","119","6.72","34","132","25.76"
"","Simon Lafrance","C","VIC/VDO","18.927","68","16","10","5","26","31","118","13.56","0.24","0.15","0.07","0.38","0.46","1.74","13.24","0.19","823.53","12.11","1.17","0.73","0.36","1.89","2.26","8.6","0.96","14.02","13.28","47.23","51.43","2.08","56.58","43","33","4","16","25.0","4","19","21.05","8","83","9.64","250","566","44.17"
"","Dawson Theede","C","BAT/GAT","20.419","49","15","11","2","26","28","93","16.13","0.31","0.22","0.04","0.53","0.57","1.9","14.03","0.29","613.1","12.51","1.47","1.08","0.2","2.54","2.74","9.1","1.37","13.79","13.38","56.14","52.09","-0.69","54.1","33","28","5","26","19.23","3","14","21.43","7","53","13.21","92","156","58.97"
"","Alexander Katerinakis","RW","BLB","19.393","51","12","13","7","25","32","84","14.29","0.24","0.25","0.14","0.49","0.63","1.65","7.84","0.15","652.04","12.79","1.1","1.2","0.64","2.3","2.94","7.73","0.72","13.81","13.39","58.43","50.58","7.89","66.67","40","20","6","10","60.0","1","13","7.69","5","61","8.2","10","12","83.33"
"","Felix Robert","C","SHE","18.147","66","10","14","8","24","32","113","8.85","0.15","0.21","0.12","0.36","0.48","1.71","14.45","0.22","805.36","12.2","0.75","1.04","0.6","1.79","2.38","8.42","1.08","14.1","13.03","52.66","49.95","10.99","60.76","48","31","3","19","15.79","3","30","10.0","4","64","6.25","432","841","51.37"
"","Nathan Hudgin","LW","VDO/DRU","19.795","57","14","10","6","24","30","103","13.59","0.25","0.18","0.11","0.42","0.53","1.81","11.92","0.21","726.72","12.75","1.16","0.83","0.5","1.98","2.48","8.5","0.98","13.66","13.3","40.76","51.26","7.4","46.51","40","46","4","16","25.0","4","21","19.05","6","66","9.09","46","132","34.85"
"","Vasily Glotov","C","SHA","20.031","64","22","2","5","24","29","167","13.17","0.34","0.03","0.08","0.38","0.45","2.61","16.56","0.26","822.9","12.86","1.6","0.15","0.36","1.75","2.11","12.18","1.21","13.24","13.41","39.66","50.42","9.81","46.75","36","41","5","20","25.0","6","22","27.27","11","125","8.8","179","449","39.87"
"","Pascal Aquin","LW","CHA","20.203","59","14","10","5","24","29","118","11.86","0.24","0.17","0.08","0.41","0.49","2.0","16.28","0.28","690.57","11.7","1.22","0.87","0.43","2.09","2.52","10.25","1.41","13.85","13.49","51.05","48.7","10.1","60.66","37","24","4","30","13.33","2","22","9.09","8","66","12.12","10","25","40.0"
"","Giordano Finoro","C","GAT","19.332","57","11","13","5","24","29","67","16.42","0.19","0.23","0.09","0.42","0.51","1.18","6.37","0.11","666.08","11.69","0.99","1.17","0.45","2.16","2.61","6.04","0.57","13.67","13.44","52.32","51.17","-0.57","53.33","32","28","0","2","0.0","4","12","33.33","7","53","13.21","106","188","56.38"
"","Vladislav Kotkov","LW","CHI","17.687","61","13","11","4","24","28","131","9.92","0.21","0.18","0.07","0.39","0.46","2.15","12.63","0.21","796.32","13.05","0.98","0.83","0.3","1.81","2.11","9.87","0.95","13.68","13.46","50.49","51.63","8.36","53.42","39","34","4","12","33.33","1","21","4.76","8","98","8.16","2","8","25.0"
"","Connor Moynihan","LW","HAL","20.156","66","17","6","12","23","35","109","15.6","0.26","0.09","0.18","0.35","0.53","1.65","15.51","0.23","764.51","11.58","1.33","0.47","0.94","1.81","2.75","8.55","1.22","14.07","13.16","54.58","48.4","7.04","59.52","50","34","7","24","29.17","4","14","28.57","6","71","8.45","7","23","30.43"
"","Connor Bramwell","LW","BLB/DRU","20.031","55","12","11","9","23","32","92","13.04","0.22","0.2","0.16","0.42","0.58","1.67","12.01","0.22","729.03","13.26","0.99","0.91","0.74","1.89","2.63","7.57","0.99","13.73","13.73","57.84","51.24","-7.08","52.44","43","39","2","14","14.29","4","20","20.0","6","58","10.34","18","40","45.0"
"","Pascal Laberge","C","VIC/QUE","19.436","64","11","12","9","23","32","127","8.66","0.17","0.19","0.14","0.36","0.5","1.98","14.42","0.23","839.51","13.12","0.79","0.86","0.64","1.64","2.29","9.08","1.03","13.82","13.35","54.63","49.25","14.96","58.82","50","35","3","19","15.79","2","12","16.67","6","96","6.25","123","267","46.07"
"","Joel Teasdale","LW","BLB","18.516","65","17","6","7","23","30","151","11.26","0.26","0.09","0.11","0.35","0.46","2.32","20.28","0.31","858.18","13.2","1.19","0.42","0.49","1.61","2.1","10.56","1.42","14.32","13.51","59.1","50.66","4.05","60.53","46","30","4","29","13.79","3","22","13.64","10","100","10.0","31","51","60.78"
"","Dmitry Zavgorodniy","C","RIM","17.095","62","14","9","6","23","29","100","14.0","0.23","0.15","0.1","0.37","0.47","1.61","10.28","0.17","751.82","12.13","1.12","0.72","0.48","1.84","2.31","7.98","0.82","13.96","13.25","59.35","49.38","0.95","61.64","45","28","5","18","27.78","3","18","16.67","6","64","9.38","147","331","44.41"
"","Olivier Garneau","LW","QUE","19.154","67","11","11","7","22","29","96","11.46","0.16","0.16","0.1","0.33","0.43","1.43","12.27","0.18","862.58","12.87","0.77","0.77","0.49","1.53","2.02","6.68","0.85","13.88","13.37","51.33","49.93","4.66","52.94","45","40","4","18","22.22","1","21","4.76","6","57","10.53","62","155","40.0"
"","Hugo Roy","C","SHE","20.104","64","13","9","6","22","28","105","12.38","0.2","0.14","0.09","0.34","0.44","1.64","13.13","0.21","867.27","13.55","0.9","0.62","0.42","1.52","1.94","7.26","0.91","14.36","13.66","53.87","52.6","0.23","51.58","49","46","4","15","26.67","3","23","13.04","6","67","8.96","548","975","56.21"
"","Benjamin Tardif","LW","SHE","17.643","68","14","8","6","22","28","92","15.22","0.21","0.12","0.09","0.32","0.41","1.35","7.41","0.11","800.26","11.77","1.05","0.6","0.45","1.65","2.1","6.9","0.56","13.43","13.0","50.13","50.73","-2.97","50.0","39","39","3","8","37.5","2","9","22.22","9","75","12.0","23","44","52.27"
"","Samuel Asselin","C","BAT/SHA","19.209","48","8","14","6","22","28","94","8.51","0.17","0.29","0.12","0.46","0.58","1.96","10.17","0.21","689.73","14.37","0.7","1.22","0.52","1.91","2.44","8.18","0.88","13.88","13.26","45.73","50.92","3.74","48.78","40","42","3","10","30.0","3","14","21.43","2","70","2.86","407","706","57.65"
"","Keith Getson","LW","CHA","19.467","68","9","13","6","22","28","124","7.26","0.13","0.19","0.09","0.32","0.41","1.82","14.66","0.22","819.31","12.05","0.66","0.95","0.44","1.61","2.05","9.08","1.07","13.81","13.49","52.13","48.93","3.16","53.42","39","34","4","22","18.18","3","22","13.64","2","80","2.5","463","879","52.67"
"","Maxim Trepanier","LW","GAT/RIM","18.339","52","10","12","4","22","26","87","11.49","0.19","0.23","0.08","0.42","0.5","1.67","10.52","0.2","664.28","12.77","0.9","1.08","0.36","1.99","2.35","7.86","0.95","14.05","13.38","57.04","52.22","5.56","55.56","35","28","4","18","22.22","1","15","6.67","5","54","9.26","14","31","45.16"
"","Xavier Simoneau","C","DRU","16.326","61","12","9","14","21","35","90","13.33","0.2","0.15","0.23","0.34","0.57","1.48","9.98","0.16","693.44","11.37","1.04","0.78","1.21","1.82","3.03","7.79","0.86","13.32","13.15","60.21","48.87","3.62","62.86","44","26","0","11","0.0","5","15","33.33","7","64","10.94","255","612","41.67"
"","Denis Mikhnin","RW","RIM","18.182","64","12","9","10","21","31","110","10.91","0.19","0.14","0.16","0.33","0.48","1.72","12.41","0.19","770.26","12.04","0.93","0.7","0.78","1.64","2.41","8.57","0.97","14.27","13.24","60.61","47.4","4.0","62.86","44","26","3","9","33.33","0","14","0.0","9","87","10.34","16","44","36.36"
"","Felix Bibeau","C","ROU","18.462","61","11","10","9","21","30","148","7.43","0.18","0.16","0.15","0.34","0.49","2.43","15.47","0.25","754.47","12.37","0.87","0.8","0.72","1.67","2.39","11.77","1.23","13.07","13.39","59.79","47.13","17.55","68.75","44","20","3","16","18.75","5","20","25.0","3","112","2.68","440","783","56.19"
"","Philipp Kurashev","C","QUE","17.928","59","10","11","8","21","29","135","7.41","0.17","0.19","0.14","0.36","0.49","2.29","11.07","0.19","791.91","13.42","0.76","0.83","0.61","1.59","2.2","10.23","0.84","14.2","13.5","51.43","49.18","2.04","51.39","37","35","3","9","33.33","2","22","9.09","5","104","4.81","319","592","53.89"
"","Antoine Demers","C","SHA","18.423","67","11","10","7","21","28","87","12.64","0.16","0.15","0.1","0.31","0.42","1.3","9.46","0.14","857.1","12.79","0.77","0.7","0.49","1.47","1.96","6.09","0.66","13.03","13.21","38.95","50.83","-3.46","36.73","36","62","6","19","31.58","1","15","6.67","4","53","7.55","423","847","49.94"
"","Jan Drozg","LW","SHA","18.459","61","9","12","7","21","28","89","10.11","0.15","0.2","0.11","0.34","0.46","1.46","9.42","0.15","729.37","11.96","0.74","0.99","0.58","1.73","2.3","7.32","0.77","13.18","13.2","40.03","52.68","10.13","46.67","35","40","3","7","42.86","3","15","20.0","3","67","4.48","45","118","38.14"
"","Patrik Hrehorcak","RW","ROU","18.497","63","13","8","6","21","27","129","10.08","0.21","0.13","0.1","0.33","0.43","2.05","15.7","0.25","732.89","11.63","1.06","0.65","0.49","1.72","2.21","10.56","1.29","12.91","13.28","53.78","47.71","0.92","56.67","34","26","2","15","13.33","2","25","8.0","9","89","10.11","13","37","35.14"
