"#","Name","Pos","Team","Age","GP","G","A1","A2","P1","P","Sh","Sh%","G/GP","A1/GP","A2/GP","P1/GP","P/GP","Sh/GP"
"","Kalle Kossila","LW","SD","24.422","55","21","20","13","41","54","154","13.64","0.38","0.36","0.24","0.75","0.98","2.8"
"","Dylan Strome","C","TUC","20.526","50","22","19","12","41","53","144","15.28","0.44","0.38","0.24","0.82","1.06","2.88"
"","Curtis McKenzie","LW","TEX","26.563","51","25","16","7","41","48","146","17.12","0.49","0.31","0.14","0.8","0.94","2.86"
"","Justin Kloos","F","IA","23.792","76","19","21","10","40","50","153","12.42","0.25","0.28","0.13","0.53","0.66","2.01"
"","Andrew Poturalski","C","CHA","23.669","76","22","18","9","40","49","146","15.07","0.29","0.24","0.12","0.53","0.64","1.92"
"","Michael Mersch","LW","ONT","24.953","65","21","19","9","40","49","191","10.99","0.32","0.29","0.14","0.62","0.75","2.94"
"","Bobby Butler","RW","MIL","30.391","67","24","16","5","40","45","153","15.69","0.36","0.24","0.07","0.6","0.67","2.28"
"","Alexandre Grenier","RW","SPR","26.029","72","20","20","4","40","44","153","13.07","0.28","0.28","0.06","0.56","0.61","2.12"
"","Curtis Valk","C","SPR","24.6","73","20","19","23","39","62","150","13.33","0.27","0.26","0.32","0.53","0.85","2.05"
"","Jacob MacDonald","D","BNG","24.551","75","20","19","16","39","55","183","10.93","0.27","0.25","0.21","0.52","0.73","2.44"
"","Valentin Zykov","RW","CHA","22.339","63","33","6","15","39","54","112","29.46","0.52","0.1","0.24","0.62","0.86","1.78"
"","Mathieu Joseph","RW","SYR","20.597","70","15","24","14","39","53","186","8.06","0.21","0.34","0.2","0.56","0.76","2.66"
"","Matt Lorito","LW","GR","27.204","59","23","16","10","39","49","201","11.44","0.39","0.27","0.17","0.66","0.83","3.41"
"","Jordan Szwarz","RW","PRO","26.341","52","21","18","9","39","48","136","15.44","0.4","0.35","0.17","0.75","0.92","2.62"
"","Nicolas Aube-Kubel","RW","LV","21.35","72","18","21","7","39","46","123","14.63","0.25","0.29","0.1","0.54","0.64","1.71"
"","Dryden Hunt","LW","SPR","21.81","58","23","16","7","39","46","166","13.86","0.4","0.28","0.12","0.67","0.79","2.86"
"","Beau Bennett","RW","CHI","25.802","60","12","26","19","38","57","134","8.96","0.2","0.43","0.32","0.63","0.95","2.23"
"","Anthony Greco","RW","SPR","23.959","75","29","9","10","38","48","252","11.51","0.39","0.12","0.13","0.51","0.64","3.36"
"","Matthew Peca","C","SYR","24.387","63","13","25","8","38","46","138","9.42","0.21","0.4","0.13","0.6","0.73","2.19"
"","Teddy Blueger","C","WBS","23.086","70","21","17","7","38","45","134","15.67","0.3","0.24","0.1","0.54","0.64","1.91"
"","Matthew Highmore","LW","RFD","21.55","64","24","14","5","38","43","159","15.09","0.38","0.22","0.08","0.59","0.67","2.48"
"","Travis Morin","C","TEX","33.684","75","10","27","24","37","61","163","6.13","0.13","0.36","0.32","0.49","0.81","2.17"
"","Sami Niku","D","MB","20.931","76","16","21","17","37","54","139","11.51","0.21","0.28","0.22","0.49","0.71","1.83"
"","Chris Mueller","C","TOR","31.53","73","19","18","15","37","52","160","11.88","0.26","0.25","0.21","0.51","0.71","2.19"
"","Nic Petan","C","MB","22.486","52","15","22","15","37","52","113","13.27","0.29","0.42","0.29","0.71","1.0","2.17"
"","Kyle Rau","LW","IA","24.893","69","23","14","13","37","50","167","13.77","0.33","0.2","0.19","0.54","0.72","2.42"
"","Cole Schneider","LW","HFD","27.056","76","16","21","13","37","50","172","9.3","0.21","0.28","0.17","0.49","0.66","2.26"
"","Jean-Sebastien Dea","C","WBS","23.601","70","18","19","13","37","50","145","12.41","0.26","0.27","0.19","0.53","0.71","2.07"
"","Aleksi Saarela","C","CHA","20.688","69","25","12","6","37","43","147","17.01","0.36","0.17","0.09","0.54","0.62","2.13"
"","Carter Verhaeghe","C","SYR","22.089","58","17","19","12","36","48","120","14.17","0.29","0.33","0.21","0.62","0.83","2.07"
"","Alexander Volkov","LW","SYR","20.121","75","23","13","9","36","45","138","16.67","0.31","0.17","0.12","0.48","0.6","1.84"
"","Harry Zolnierczyk","LW","MIL","30.04","73","21","15","6","36","42","201","10.45","0.29","0.21","0.08","0.49","0.58","2.75"
"","Tyler Sikura","LW","RFD","25.328","74","23","13","3","36","39","126","18.25","0.31","0.18","0.04","0.49","0.53","1.7"
"","Rudolfs Balcers","LW","SJ","20.438","67","23","12","13","35","48","165","13.94","0.34","0.18","0.19","0.52","0.72","2.46"
"","Andrew Mangiapane","LW","STK","21.449","39","21","14","11","35","46","105","20.0","0.54","0.36","0.28","0.9","1.18","2.69"
"","Andrew Agozzino","LW","SA","26.7","72","23","12","9","35","44","176","13.07","0.32","0.17","0.12","0.49","0.61","2.44"
"","Miro Aaltonen","C","TOR","24.274","64","20","15","8","35","43","129","15.5","0.31","0.23","0.12","0.55","0.67","2.02"
"","Paul Thompson","RW","CHI","28.792","76","24","11","3","35","38","183","13.11","0.32","0.14","0.04","0.46","0.5","2.41"
"","Matt Puempel","LW","GR/HFD","24.641","62","23","11","23","34","57","172","13.37","0.37","0.18","0.37","0.55","0.92","2.77"
"","Colin Blackwell","C","RCH","24.469","61","17","17","11","34","45","86","19.77","0.28","0.28","0.18","0.56","0.74","1.41"
"","C.J. Smith","LW","RCH","22.79","57","17","17","10","34","44","133","12.78","0.3","0.3","0.18","0.6","0.77","2.33"
"","Ty Rattie","RW","BAK","24.608","53","21","13","9","34","43","157","13.38","0.4","0.25","0.17","0.64","0.81","2.96"
"","Frederick Gaudreau","RW","MIL","24.376","54","22","12","9","34","43","129","17.05","0.41","0.22","0.17","0.63","0.8","2.39"
"","Corey Tropp","RW","SD","28.143","50","17","17","9","34","43","94","18.09","0.34","0.34","0.18","0.68","0.86","1.88"
"","Danick Martel","LW","LV","22.76","59","25","9","6","34","40","163","15.34","0.42","0.15","0.1","0.58","0.68","2.76"
"","Corban Knight","C","LV","27.015","58","14","20","3","34","37","86","16.28","0.24","0.34","0.05","0.59","0.64","1.48"
"","Travis St. Denis","RW","BRI","24.994","74","23","10","11","33","44","169","13.61","0.31","0.14","0.15","0.45","0.59","2.28"
"","Mitchell Stephens","C","SYR","20.608","70","19","14","8","33","41","148","12.84","0.27","0.2","0.11","0.47","0.59","2.11"
"","Justin Dowling","C","TEX","26.957","65","13","20","8","33","41","114","11.4","0.2","0.31","0.12","0.51","0.63","1.75"
"","Alex Broadhurst","C","CLE","24.526","66","19","14","8","33","41","133","14.29","0.29","0.21","0.12","0.5","0.62","2.02"
"","Seth Griffith","RW","RCH","24.696","46","15","18","8","33","41","65","23.08","0.33","0.39","0.17","0.72","0.89","1.41"
"","Matthew Ford","RW","GR","32.934","72","22","11","5","33","38","149","14.77","0.31","0.15","0.07","0.46","0.53","2.07"
"","Chris Bourque","LW","HER","31.628","64","17","15","21","32","53","191","8.9","0.27","0.23","0.33","0.5","0.83","2.98"
"","Kenny Agostino","LW","PRO","25.378","64","16","16","21","32","53","188","8.51","0.25","0.25","0.33","0.5","0.83","2.94"
"","Tomas Hyka","RW","CHI","24.482","50","15","17","16","32","48","110","13.64","0.3","0.34","0.32","0.64","0.96","2.2"
"","Brian Flynn","RW","TEX","29.14","66","18","14","15","32","47","136","13.24","0.27","0.21","0.23","0.48","0.71","2.06"
"","Mike Sislo","RW","TUC","29.654","68","23","9","15","32","47","175","13.14","0.34","0.13","0.22","0.47","0.69","2.57"
"","Anthony Louis","C","RFD","22.596","70","14","18","12","32","44","142","9.86","0.2","0.26","0.17","0.46","0.63","2.03"
"","Patrice Cormier","C","MB","27.256","69","22","10","11","32","43","112","19.64","0.32","0.14","0.16","0.46","0.62","1.62"
"","Scott Kosmachuk","RW","HFD","23.642","70","15","17","10","32","42","135","11.11","0.21","0.24","0.14","0.46","0.6","1.93"
"","Wayne Simpson","RW","HER","27.823","76","14","18","10","32","42","131","10.69","0.18","0.24","0.13","0.42","0.55","1.72"
"","Garrett Wilson","LW","WBS","26.503","69","17","15","10","32","42","143","11.89","0.25","0.22","0.14","0.46","0.61","2.07"
"","Sam Carrick","C","SD","25.613","67","13","19","9","32","41","163","7.98","0.19","0.28","0.13","0.48","0.61","2.43"
"","Morgan Klimchuk","LW","STK","22.541","62","19","13","8","32","40","123","15.45","0.31","0.21","0.13","0.52","0.65","1.98"
"","Sahir Gill","C","RCH","25.402","74","18","14","7","32","39","112","16.07","0.24","0.19","0.09","0.43","0.53","1.51"
"","Spencer Foo","RW","STK","23.327","62","20","12","7","32","39","161","12.42","0.32","0.19","0.11","0.52","0.63","2.6"
"","Colton Hargrove","LW","PRO","25.224","52","16","16","1","32","33","101","15.84","0.31","0.31","0.02","0.62","0.63","1.94"
"","Matt Taormina","D","LAV","30.905","63","4","27","21","31","52","120","3.33","0.06","0.43","0.33","0.49","0.83","1.9"
"","Josh Currie","C","BAK","24.879","68","20","11","15","31","46","146","13.7","0.29","0.16","0.22","0.46","0.68","2.15"
"","Matt Moulson","LW","ONT","33.873","49","18","13","15","31","46","102","17.65","0.37","0.27","0.31","0.63","0.94","2.08"
"","T.J. Hensick","C","ONT","31.765","60","11","20","14","31","45","107","10.28","0.18","0.33","0.23","0.52","0.75","1.78"
"","Michael Bunting","LW","TUC","21.996","67","23","8","12","31","43","158","14.56","0.34","0.12","0.18","0.46","0.64","2.36"
"","Kerby Rychel","LW","TOR/LAV","22.941","71","18","13","11","31","42","152","11.84","0.25","0.18","0.15","0.44","0.59","2.14"
"","Kevin Porter","C","RCH","31.513","66","17","14","11","31","42","126","13.49","0.26","0.21","0.17","0.47","0.64","1.91"
"","Michael Chaput","C","UTI","25.435","55","17","14","11","31","42","115","14.78","0.31","0.25","0.2","0.56","0.76","2.09"
"","Daniel O'Regan","C","RCH/SJ","23.625","49","13","18","9","31","40","134","9.7","0.27","0.37","0.18","0.63","0.82","2.73"
"","Samuel Blais","LW","SA","21.246","42","17","14","9","31","40","99","17.17","0.4","0.33","0.21","0.74","0.95","2.36"
"","Chris DiDomenico","C","RFD/SYR/BEL","28.567","50","14","17","7","31","38","96","14.58","0.28","0.34","0.14","0.62","0.76","1.92"
"","Michael Spacek","C","MB","20.436","70","17","14","7","31","38","111","15.32","0.24","0.2","0.1","0.44","0.54","1.59"
"","JC Lipon","RW","MB","24.184","68","17","14","7","31","38","138","12.32","0.25","0.21","0.1","0.46","0.56","2.03"
"","Mario Kempe","RW","TUC","28.989","47","18","13","6","31","37","127","14.17","0.38","0.28","0.13","0.66","0.79","2.7"
"","Steve Bernier","RW","BRI","32.461","63","21","10","4","31","35","149","14.09","0.33","0.16","0.06","0.49","0.56","2.37"
"","Denis Gurianov","RW","TEX","20.274","74","19","12","3","31","34","110","17.27","0.26","0.16","0.04","0.42","0.46","1.49"
"","Travis Boyd","C","HER","24.003","61","15","15","17","30","47","147","10.2","0.25","0.25","0.28","0.49","0.77","2.41"
"","Bracken Kearns","C","BNG","36.346","67","14","16","13","30","43","109","12.84","0.21","0.24","0.19","0.45","0.64","1.63"
"","Casey Bailey","RW","BRI","25.887","76","18","12","11","30","41","207","8.7","0.24","0.16","0.14","0.39","0.54","2.72"
"","Mike Sgarbossa","C","MB","25.142","68","16","14","10","30","40","100","16.0","0.24","0.21","0.15","0.44","0.59","1.47"
"","Nick Merkley","RW","TUC","20.315","38","18","12","9","30","39","86","20.93","0.47","0.32","0.24","0.79","1.03","2.26"
"","Riley Barber","RW","HER","23.603","60","20","10","8","30","38","178","11.24","0.33","0.17","0.13","0.5","0.63","2.97"
"","Chris Conner","LW","LV","33.731","65","17","13","7","30","37","99","17.17","0.26","0.2","0.11","0.46","0.57","1.52"
"","Vinni Lettieri","C","HFD","22.607","55","23","7","6","30","36","142","16.2","0.42","0.13","0.11","0.55","0.65","2.58"
"","Jayce Hawryluk","RW","SPR","21.706","64","10","20","6","30","36","105","9.52","0.16","0.31","0.09","0.47","0.56","1.64"
"","Colin Campbell","RW","GR","26.415","72","10","20","5","30","35","139","7.19","0.14","0.28","0.07","0.42","0.49","1.93"
"","Chase Balisy","RW","SPR","25.619","67","14","16","5","30","35","90","15.56","0.21","0.24","0.07","0.45","0.52","1.34"
"","Zach Redmond","D","RCH","29.14","66","15","14","18","29","47","180","8.33","0.23","0.21","0.27","0.44","0.71","2.73"
"","T.J. Brennan","D","LV","28.452","63","14","15","16","29","45","166","8.43","0.22","0.24","0.25","0.46","0.71","2.63"
"","Joey LaLeggia","LW","BAK","25.227","68","15","14","14","29","43","141","10.64","0.22","0.21","0.21","0.43","0.63","2.07"
"","Philippe Maillet","C","ONT","24.855","64","18","11","7","29","36","133","13.53","0.28","0.17","0.11","0.45","0.56","2.08"
"","Jordan Schroeder","LW","CLE","26.963","48","14","15","7","29","36","118","11.86","0.29","0.31","0.15","0.6","0.75","2.46"
"","Emil Pettersson","C","MIL","23.669","72","13","15","18","28","46","127","10.24","0.18","0.21","0.25","0.39","0.64","1.76"
"","Trevor Smith","C","MIL","32.6","66","17","11","15","28","43","108","15.74","0.26","0.17","0.23","0.42","0.65","1.64"
"","Mike Vecchione","C","LV","24.554","65","17","11","12","28","40","125","13.6","0.26","0.17","0.18","0.43","0.62","1.92"
"","Adam Helewka","LW","SJ","22.155","63","9","19","10","28","38","137","6.57","0.14","0.3","0.16","0.44","0.6","2.17"
"","Ryan Haggerty","RW","WBS","24.534","47","16","12","9","28","37","108","14.81","0.34","0.26","0.19","0.6","0.79","2.3"
"","Anthony Richard","LW","MIL","20.737","75","19","9","8","28","36","165","11.52","0.25","0.12","0.11","0.37","0.48","2.2"
"","Kevin Rooney","C","BNG","24.321","71","14","14","6","28","34","131","10.69","0.2","0.2","0.08","0.39","0.48","1.85"
"","Gage Quinney","C","WBS","22.133","57","14","14","5","28","33","91","15.38","0.25","0.25","0.09","0.49","0.58","1.6"
"","Lawson Crouse","LW","TUC","20.23","56","15","13","4","28","32","156","9.62","0.27","0.23","0.07","0.5","0.57","2.79"
"","Sheldon Dries","C","TEX","23.398","70","19","9","2","28","30","131","14.5","0.27","0.13","0.03","0.4","0.43","1.87"
"","Brendan Lemieux","LW","MB","21.504","51","19","8","16","27","43","152","12.5","0.37","0.16","0.31","0.53","0.84","2.98"
"","Janne Kuokkanen","C","CHA","19.31","60","11","16","13","27","40","103","10.68","0.18","0.27","0.22","0.45","0.67","1.72"
"","Tanner Fritz","RW","BRI","26.073","35","10","17","11","27","38","76","13.16","0.29","0.49","0.31","0.77","1.09","2.17"
"","Mike Amadio","C","ONT","21.342","32","11","16","8","27","35","68","16.18","0.34","0.5","0.25","0.84","1.09","2.12"
"","Kyle Criscuolo","C","RCH","25.364","51","15","12","7","27","34","115","13.04","0.29","0.24","0.14","0.53","0.67","2.25"
"","Oskar Lindblom","LW","LV","21.085","54","16","11","7","27","34","119","13.45","0.3","0.2","0.13","0.5","0.63","2.2"
"","Zack Mitchell","RW","IA","24.688","42","16","11","6","27","33","69","23.19","0.38","0.26","0.14","0.64","0.79","1.64"
"","Joe Whitney","LW","HER/HFD","29.608","62","14","13","6","27","33","127","11.02","0.23","0.21","0.1","0.44","0.53","2.05"
"","Wade Megan","C","CHI","27.152","63","11","16","6","27","33","177","6.21","0.17","0.25","0.1","0.43","0.52","2.81"
"","Dustin Gazley","RW","HER","28.951","71","11","16","5","27","32","92","11.96","0.15","0.23","0.07","0.38","0.45","1.3"
"","Jakob Forsbacka Karlsson","C","PRO","20.874","58","15","12","5","27","32","85","17.65","0.26","0.21","0.09","0.47","0.55","1.47"
"","Giovanni Fiore","LW","SD","21.09","65","18","9","3","27","30","164","10.98","0.28","0.14","0.05","0.42","0.46","2.52"
"","Pat Cannone","C","IA","31.103","76","17","9","13","26","39","113","15.04","0.22","0.12","0.17","0.34","0.51","1.49"
"","Filip Hronek","D","GR","19.869","67","11","15","13","26","39","113","9.73","0.16","0.22","0.19","0.39","0.58","1.69"
"","Nicolas Roy","C","CHA","20.608","70","11","15","12","26","38","134","8.21","0.16","0.21","0.17","0.37","0.54","1.91"
"","Anthony Cirelli","C","SYR","20.17","51","14","12","11","26","37","116","12.07","0.27","0.24","0.22","0.51","0.73","2.27"
"","Ryan Fitzgerald","C","PRO","22.908","65","21","5","11","26","37","142","14.79","0.32","0.08","0.17","0.4","0.57","2.18"
"","Patrick Wiercioch","D","UTI","27.009","58","10","16","11","26","37","121","8.26","0.17","0.28","0.19","0.45","0.64","2.09"
"","Jack Roslovic","C","MB","20.627","32","15","11","9","26","35","78","19.23","0.47","0.34","0.28","0.81","1.09","2.44"
"","Christian Thomas","RW","WBS","25.306","51","18","8","8","26","34","104","17.31","0.35","0.16","0.16","0.51","0.67","2.04"
"","John Quenneville","C","BNG","21.416","43","14","12","8","26","34","118","11.86","0.33","0.28","0.19","0.6","0.79","2.74"
"","Brad Malone","C","BAK","28.324","56","13","13","7","26","33","100","13.0","0.23","0.23","0.12","0.46","0.59","1.79"
"","Hunter Shinkaruk","LW","STK","22.924","63","17","9","6","26","32","147","11.56","0.27","0.14","0.1","0.41","0.51","2.33"
"","Terry Broadhurst","LW","CLE","28.792","49","13","13","6","26","32","120","10.83","0.27","0.27","0.12","0.53","0.65","2.45"
"","Alex Grant","D","IA","28.652","73","13","12","11","25","36","198","6.57","0.18","0.16","0.15","0.34","0.49","2.71"
"","Trevor Murphy","D","TUC/MIL","22.166","59","10","15","10","25","35","157","6.37","0.17","0.25","0.17","0.42","0.59","2.66"
"","Roope Hintz","LW","TEX","20.827","70","20","5","10","25","35","153","13.07","0.29","0.07","0.14","0.36","0.5","2.19"
"","Dmytro Timashov","LW","TOR","20.956","67","13","12","9","25","34","107","12.15","0.19","0.18","0.13","0.37","0.51","1.6"
"","Nic Kerdiles","LW","SD","23.677","49","15","10","9","25","34","115","13.04","0.31","0.2","0.18","0.51","0.69","2.35"
"","Colin Greening","C","TOR","31.522","73","16","9","4","25","29","130","12.31","0.22","0.12","0.05","0.34","0.4","1.78"
"","Liam O'Brien","LW","HER","23.133","69","17","8","1","25","26","113","15.04","0.25","0.12","0.01","0.36","0.38","1.64"
"","Kevin Roy","LW","SD","24.324","45","14","10","13","24","37","116","12.07","0.31","0.22","0.29","0.53","0.82","2.58"
"","Greg McKegg","C","WBS/CHA","25.246","47","14","10","11","24","35","79","17.72","0.3","0.21","0.23","0.51","0.74","1.68"
"","Oliver Kylington","D","STK","20.326","62","7","17","11","24","35","110","6.36","0.11","0.27","0.18","0.39","0.56","1.77"
"","Ryan Bourque","LW","BRI","26.7","75","12","12","10","24","34","132","9.09","0.16","0.16","0.13","0.32","0.45","1.76"
"","Alex Belzile","C","SA","26.043","61","14","10","10","24","34","143","9.79","0.23","0.16","0.16","0.39","0.56","2.34"
"","Trevor Moore","LW","TOR","22.462","68","12","12","9","24","33","128","9.38","0.18","0.18","0.13","0.35","0.49","1.88"
"","Adam Tambellini","LW","HFD","22.872","69","16","8","8","24","32","174","9.2","0.23","0.12","0.12","0.35","0.46","2.52"
"","Filip Chlapik","C","BEL","20.285","52","11","13","8","24","32","96","11.46","0.21","0.25","0.15","0.46","0.62","1.85"
"","Rocco Grimaldi","RW","SA","24.6","49","15","9","7","24","31","168","8.93","0.31","0.18","0.14","0.49","0.63","3.43"
"","Hudson Fasching","RW","RCH","22.136","69","12","12","6","24","30","106","11.32","0.17","0.17","0.09","0.35","0.43","1.54"
"","Marek Hrivik","C","STK","26.051","32","11","13","6","24","30","85","12.94","0.34","0.41","0.19","0.75","0.94","2.66"
"","Jim O'Brien","C","BEL","28.628","60","13","11","5","24","29","132","9.85","0.22","0.18","0.08","0.4","0.48","2.2"
"","Tyler Graovac","C","HER","24.387","53","12","12","5","24","29","89","13.48","0.23","0.23","0.09","0.45","0.55","1.68"
"","Jason Dickinson","C","TEX","22.202","42","18","6","4","24","28","111","16.22","0.43","0.14","0.1","0.57","0.67","2.64"
"","Alexander True","C","SJ","20.165","68","15","9","4","24","28","121","12.4","0.22","0.13","0.06","0.35","0.41","1.78"
"","Eric Fehr","C","SD","32.023","34","17","7","4","24","28","71","23.94","0.5","0.21","0.12","0.71","0.82","2.09"
"","Gabriel Gagne","RW","BEL","20.844","68","20","4","1","24","25","177","11.3","0.29","0.06","0.01","0.35","0.37","2.6"
"","Philip Holm","D","UTI/CHI","25.772","63","12","11","15","23","38","124","9.68","0.19","0.17","0.24","0.37","0.6","1.97"
"","Christoph Bertschy","RW","IA/BNG","23.447","71","14","9","12","23","35","161","8.7","0.2","0.13","0.17","0.32","0.49","2.27"
"","Brett Sutter","C","ONT","30.289","68","15","8","11","23","34","134","11.19","0.22","0.12","0.16","0.34","0.5","1.97"
"","Michael Bournival","LW","SYR","25.293","57","15","8","11","23","34","118","12.71","0.26","0.14","0.19","0.4","0.6","2.07"
"","Peter Holland","C","LAV/HFD","26.67","36","13","10","10","23","33","92","14.13","0.36","0.28","0.28","0.64","0.92","2.56"
"","Gerald Mayhew","RW","IA","24.707","72","16","7","9","23","32","103","15.53","0.22","0.1","0.12","0.32","0.44","1.43"
"","Mark Zengerle","RW","MIL","28.346","57","5","18","9","23","32","70","7.14","0.09","0.32","0.16","0.4","0.56","1.23"
"","Jonny Brodzinski","RW","ONT","24.241","29","13","10","7","23","30","110","11.82","0.45","0.34","0.24","0.79","1.03","3.79"
"","Brandon Mashinter","LW","SJ","28.986","64","11","12","6","23","29","83","13.25","0.17","0.19","0.09","0.36","0.45","1.3"
"","William Pelletier","LW","RFD","24.753","69","14","9","6","23","29","137","10.22","0.2","0.13","0.09","0.33","0.42","1.99"
"","Laurent Dauphin","C","TUC/RFD","22.475","50","9","14","6","23","29","114","7.89","0.18","0.28","0.12","0.46","0.58","2.28"
"","Matt Luff","RW","ONT","20.365","67","12","11","6","23","29","144","8.33","0.18","0.16","0.09","0.34","0.43","2.15"
"","Colton Beck","LW","IA","27.267","72","10","13","5","23","28","120","8.33","0.14","0.18","0.07","0.32","0.39","1.67"
"","Juho Lammikko","C","SPR","21.629","59","8","15","5","23","28","87","9.2","0.14","0.25","0.08","0.39","0.47","1.47"
"","Colin Markison","RW","TEX","25.109","73","7","16","4","23","27","104","6.73","0.1","0.22","0.05","0.32","0.37","1.42"
"","Colin White","C","BEL","20.625","47","11","12","4","23","27","92","11.96","0.23","0.26","0.09","0.49","0.57","1.96"
"","Anton Blidh","LW","PRO","22.508","71","11","12","3","23","26","113","9.73","0.15","0.17","0.04","0.32","0.37","1.59"
"","Trevor Carrick","D","CHA","23.201","73","11","11","22","22","44","167","6.59","0.15","0.15","0.3","0.3","0.6","2.29"
"","Rasmus Andersson","D","STK","20.885","56","9","13","17","22","39","134","6.72","0.16","0.23","0.3","0.39","0.7","2.39"
"","Dominic Turgeon","C","GR","21.556","69","14","8","10","22","32","112","12.5","0.2","0.12","0.14","0.32","0.46","1.62"
"","Ryan Sproul","D","GR/HFD","24.671","49","11","11","7","22","29","125","8.8","0.22","0.22","0.14","0.45","0.59","2.55"
"","Daniel Audette","C","LAV","21.361","56","13","9","7","22","29","106","12.26","0.23","0.16","0.12","0.39","0.52","1.89"
"","Mikhail Vorobyev","C","LV","20.693","58","9","13","7","22","29","66","13.64","0.16","0.22","0.12","0.38","0.5","1.14"
"","Clark Bishop","C","CHA","21.465","68","7","15","6","22","28","94","7.45","0.1","0.22","0.09","0.32","0.41","1.38"
"","Sean Walker","D","ONT","22.84","64","7","15","6","22","28","161","4.35","0.11","0.23","0.09","0.34","0.44","2.52"
"","Patrick Russell","RW","BAK","24.696","68","14","8","5","22","27","125","11.2","0.21","0.12","0.07","0.32","0.4","1.84"
"","Miles Koules","RW","CLE","23.226","68","13","9","5","22","27","123","10.57","0.19","0.13","0.07","0.32","0.4","1.81"
"","Tommy Cross","D","PRO","28.009","73","8","13","15","21","36","167","4.79","0.11","0.18","0.21","0.29","0.49","2.29"
"","Colin Smith","C","WBS/STK","24.239","59","9","12","14","21","35","102","8.82","0.15","0.2","0.24","0.36","0.59","1.73"
"","Tim Kennedy","C","BNG","31.379","60","4","17","12","21","33","69","5.8","0.07","0.28","0.2","0.35","0.55","1.15"
"","Zack MacEwen","C","UTI","21.189","66","10","11","12","21","33","127","7.87","0.15","0.17","0.18","0.32","0.5","1.92"
"","Jeremy Bracco","RW","TOR","20.499","50","6","15","11","21","32","71","8.45","0.12","0.3","0.22","0.42","0.64","1.42"
"","Filip Chytil","C","HFD","18.029","46","11","10","10","21","31","110","10.0","0.24","0.22","0.22","0.46","0.67","2.39"
"","Emile Poirier","RW","STK","22.755","65","7","14","10","21","31","107","6.54","0.11","0.22","0.15","0.32","0.48","1.65"
"","Brent Regner","D","TEX","28.332","66","10","11","10","21","31","134","7.46","0.15","0.17","0.15","0.32","0.47","2.03"
